company,codedsupplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,DP8957739,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308584,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,776.28
CU,DP11351559,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308637,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,786.08
CU,DP9995295,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308598,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,792.44
CU,DP10090767,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308603,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,822.36
CU,DP6952827,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308550,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,861.08
CU,DP8573043,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308570,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,979.24
CU,DP12877707,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308714,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,000.88"
CU,DP9776271,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308590,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,120.12"
CU,DP11001963,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308623,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,165.72"
CU,DP11003367,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308624,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,165.72"
CU,DP6311199,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308547,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,196.36"
CU,DP13100943,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308755,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,334.56"
CU,DP9046191,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308586,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,511.64"
CU,DP8865075,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308579,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,685.16"
CU,DP4926855,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308537,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,987.44"
CU,DP5293299,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308540,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,003.72"
CU,DP3355779,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308531,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,151.68"
CU,DP3534087,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308532,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,754.20"
CU,DP3147987,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308530,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"11,150.08"
CU,FP4825767,23/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,312563,PWAY SERV SUPPORT COSTS,Revenue,2,20
CU,FP5805759,23/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,312701,PWAY SERV OTHR NEEDS,Revenue,3,34
CU,DP13106559,23/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,312065,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,35
CU,DP13106559,23/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,312065,DIRECT PAYMENTS TO SERVICE USE,Revenue,5,50
CU,DP13106559,23/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,312065,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,105
CU,DP13106559,23/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,312065,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,140
CU,DP13106559,23/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,312065,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,140
CU,FP5805759,23/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,312701,PWAY SERV OTHR NEEDS,Revenue,1,200
CU,FP4825767,23/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,312563,PWAY SERV SET UP HOME ALL'CE,Revenue,1,235.53
CU,FP5805759,23/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,312701,PWAY SERV SUBSISTENCE / MAINTE,Revenue,2,248
CU,FP5703267,23/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,312647,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
CU,FP5704671,23/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,312649,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
CU,DP13120599,23/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,312067,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,360
CU,FP4717659,23/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,312503,PWAY SERV UNIVERSITY/ FE COSTS,Revenue,1,500
CU,FP3896319,23/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,312535,PWAY SERV UNIVERSITY/ FE COSTS,Revenue,1,550
CU,DP13112175,23/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,312066,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,759
CU,FP2587791,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,323120,PWAY SERV OTHR NEEDS,Revenue,1,265
CU,FP5703267,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318286,RELATIVES AS APPROVED CARERS,Revenue,1,265.44
CU,FP6017763,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318437,STD FOSTERING ALLOWANCES,Revenue,1,271.7
CU,FP5704671,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318287,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
CU,FP4988631,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318207,CYP PREVENT&SUPP-S17 OTH PYMT,Revenue,1,350
CU,FP5989683,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318427,CYP PREVENT&SUPP-S17 OTH PYMT,Revenue,1,360
CU,FP5457567,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318235,TRAVEL CONTACT VISITS,Revenue,1,418.5
CU,FP5901231,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318388,CYP PREVENT&SUPP-S17 OTH PYMT,Revenue,1,502
CU,FP5727135,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318300,PWAY SERV SUBSISTENCE / MAINTE,Revenue,1,566.8
CU,FP5404215,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318232,TRAVEL CONTACT VISITS,Revenue,1,588
CU,FP5898423,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318387,PWAY SERV RENTS,Revenue,1,641.49
CU,FP6017763,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318434,FOST PROFESSIONAL FEES ADD,Revenue,1,680.05
CU,FP6017763,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318435,FOST PROFESSIONAL FEES ADD,Revenue,1,"1,068.65"
CU,FP4035315,30/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,318145,PWAY SERV UNIVERSITY/ FE COSTS,Revenue,1,"1,500.00"
