Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,10/09/2024,VI-120290,"7,725.00",Revenue,MiniMe Mindfulness Suffolk Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Supplies and Services,Other Ext Provided Services,25/09/2024,VI-122453,723.20,Revenue,Mobile Mini UK Ltd,,,,,,,,,,,,,,,
Community Health,Licensing,Supplies and Services,Materials For Resale,24/09/2024,VI-121857,"1,092.50",Revenue,Mogo,,,,,,,,,,,,,,,
Community Health,Licensing,Supplies and Services,Materials For Resale,27/09/2024,VI-122852,"1,381.90",Revenue,Mogo,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,03/09/2024,VI-120316,"13,204.00",Capital,Mountain Builders,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,24/09/2024,VI-122070,"14,180.00",Capital,Mountain Builders,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Clothing & Uniforms,06/09/2024,VI-121604,"1,090.35",Revenue,Munnings Supplies Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122228,"5,750.00",Revenue,Nacton Parish Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,24/09/2024,VI-122443,250.00,Revenue,National Literacy Trust,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Technical Training,30/09/2024,VI-120836,405.00,Revenue,NBS Enterprises Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Software Maintenance,27/09/2024,VI-122835,"1,250.00",Revenue,NCC Services Limited,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Rents Payable,24/09/2024,VI-122089,621.00,Revenue,Need 2 Store Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,10/09/2024,VI-122405,"1,000.00",Revenue,Quadient UK Ltd - Formerly Neopost Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,27/09/2024,VI-122454,"1,752.41",Revenue,Quadient UK Ltd - Formerly Neopost UK,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,27/09/2024,VI-122809,"3,712.20",Capital,Network 2 Supplies Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,04/09/2024,VI-121196,545.04,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,06/09/2024,VI-120437,423.92,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,24/09/2024,VI-121490,393.64,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,13/09/2024,VI-122016,454.20,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,24/09/2024,VI-122510,545.04,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Rights of Way,Supplies and Services,Advertising,27/09/2024,VI-122745,302.80,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,27/09/2024,VI-122775,333.08,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,13/09/2024,VI-122026,959.00,Revenue,Next Thing Education Camps,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,13/09/2024,VI-122024,309.00,Revenue,Next Thing Education Camps,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,11/09/2024,VI-121993,"12,370.20",Revenue,Norfolk County Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Premises Expenses,Building Services - Planned Maintenance,24/09/2024,VI-103869,875.00,Revenue,Waveney Norse,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,13/09/2024,VI-122171,500.00,Revenue,North Cove Parish Council,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Equipment Hire,03/09/2024,VI-121265,410.48,Revenue,Northgate Vehicle Hire Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,13/09/2024,VI-122191,"4,500.00",Revenue,Norris Media Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,13/09/2024,VI-122190,600.00,Revenue,Norris Media Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,13/09/2024,VI-122189,"4,666.00",Revenue,Norris Media Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Vandalism,03/09/2024,VI-121258,399.00,Revenue,Odd Bods exterior cleaning specialist Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Furniture and Equipment,10/09/2024,VI-121532,250.00,Revenue,Office Furniture,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122229,"14,709.50",Revenue,Orford & Gedgrave Parish Cncl,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Hospitality,27/09/2024,VI-122813,333.34,Revenue,Noordzee Holdings T/AS The Orwell Hotel,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122230,"137,310.00",Revenue,Oulton Broad Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122231,"14,552.85",Revenue,Oulton Parish Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,17/09/2024,VI-122391,771.75,Revenue,Oulton Broad Water Sports Centre,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,03/09/2024,VI-120173,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,06/09/2024,VI-121308,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,11/09/2024,VI-121957,759.75,Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,11/09/2024,VI-121953,"3,300.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,13/09/2024,VI-121955,647.35,Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,18/09/2024,VI-122413,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,24/09/2024,VI-122412,"1,728.32",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,24/09/2024,VI-122639,"2,239.59",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,24/09/2024,VI-122638,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Grounds Maintenance - Other,04/09/2024,VI-121050,473.60,Revenue,Panks Engineers Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Building Services - Responsive Maintenance,17/09/2024,VI-122345,384.80,Revenue,Panks Engineers Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,10/09/2024,VI-121831,545.00,Revenue,Parker Developments (East Anglia) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Building Services - Responsive Maintenance,27/09/2024,VI-122545,472.25,Revenue,T Partridge Electrical Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Premises Expenses,Building Services - Responsive Maintenance,27/09/2024,VI-122544,436.75,Revenue,T Partridge Electrical Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,24/09/2024,VI-122186,541.66,Revenue,Paton and Lee,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,24/09/2024,VI-122622,"4,000.00",Revenue,Pathways Care Farm,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Other Ext Provided Services,17/09/2024,VI-121627,"1,121.50",Revenue,PATROL,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Other Ext Provided Services,24/09/2024,VI-122180,750.00,Revenue,PATROL,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,24/09/2024,VI-122310,"4,100.00",Capital,PBR Construction (Norfolk) Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122232,"6,044.50",Revenue,Peasenhall Parish Council,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Asbestos,10/09/2024,VI-121875,332.95,Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Consultants,13/09/2024,VI-121868,"28,789.70",Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Asbestos,17/09/2024,VI-119405,"4,300.19",Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Holding Account - Cash Out,Capital Expenditure,10/09/2024,VI-120915,"48,544.06",Capital,Perfect Circle JV Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,External Printing,24/09/2024,VI-122716,"5,147.94",Revenue,PermiServ Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,10/09/2024,VI-121870,"1,046.25",Revenue,The PE Shed,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,10/09/2024,VI-121888,"1,269.00",Revenue,The PE Shed,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,10/09/2024,VI-121889,"1,057.50",Revenue,The PE Shed,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,10/09/2024,VI-121891,"1,269.00",Revenue,The PE Shed,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,10/09/2024,VI-121757,"2,990.40",Revenue,Pier Marketing Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Supplies and Services,Furniture and Equipment,27/09/2024,VI-122193,"3,504.36",Revenue,Places for People,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Third Party Payments,Private Contractors,06/09/2024,VI-121647,"11,845.09",Revenue,Places for people,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122233,"5,500.00",Revenue,Playford Parish Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,06/09/2024,VI-121340,"10,413.00",Revenue,Planning Portal,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,18/09/2024,VI-122416,"3,744.00",Revenue,Planning Portal,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Building Services - Responsive Maintenance,27/09/2024,VI-122641,"3,120.83",Revenue,CN Plumbing & Heating Ltd Facilities Manage Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,06/09/2024,VI-121796,"13,130.14",Revenue,Polycastle NU-Span,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Rents Payable,17/09/2024,VI-122082,"43,906.63",Revenue,Port of Felixstowe,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Technical Training,17/09/2024,VI-122368,"1,900.00",Revenue,PPL Training Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Technical Training,17/09/2024,VI-122369,"1,900.00",Revenue,PPL Training Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Technical Training,17/09/2024,VI-122370,"1,900.00",Revenue,PPL Training Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Technical Training,17/09/2024,VI-122371,"1,900.00",Revenue,PPL Training Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Subsistence,10/09/2024,VI-121478,293.32,Revenue,Premier Inn,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,17/09/2024,VI-122357,"4,425.00",Revenue,Premier Sportscoach Solutions,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,17/09/2024,VI-122358,"4,425.00",Revenue,Premier Sportscoach Solutions,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,17/09/2024,VI-122359,"4,425.00",Revenue,Premier Sportscoach Solutions,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,17/09/2024,VI-122360,"4,425.00",Revenue,Premier Sportscoach Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Renovation Grants,03/09/2024,VI-121390,"3,249.00",Revenue,P Reid Gas & Heating Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,03/09/2024,VI-121309,"6,774.40",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,03/09/2024,VI-120294,"1,734.00",Revenue,Promoting Pakefield,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Fighting Equipment,17/09/2024,VI-122181,550.00,Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Premises Expenses,Building Services - Responsive Maintenance,27/09/2024,VI-122720,"4,285.32",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/09/2024,VI-122383,912.00,Revenue,Provide Care Solutions Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/09/2024,VI-122382,"1,824.00",Revenue,Provide Care Solutions Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,06/09/2024,VI-121590,278.65,Revenue,R J Pryce and Co Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,17/09/2024,VI-122393,"5,275.13",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,17/09/2024,VI-122401,"1,137.40",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,17/09/2024,VI-122402,"5,585.80",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,17/09/2024,VI-122403,592.90,Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,24/09/2024,VI-122378,"9,104.88",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,24/09/2024,VI-122449,"1,724.25",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,24/09/2024,VI-122600,"9,624.65",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Other Financial Transactions,Expenditure not charged to Cost of Service,Finance Lease Interest Payable,02/09/2024,VI-121744,"60,882.33",Revenue,Pulse Fitness,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,24/09/2024,VI-121904,980.00,Revenue,Purcell Architecture Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,24/09/2024,VC-003759,"-1,000.00",Revenue,Purcell Architecture Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,24/09/2024,VI-119370,"2,083.75",Revenue,Purcell Architecture Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,24/09/2024,VI-122537,"1,000.00",Revenue,Purcell Architecture Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Software Maintenance,12/09/2024,VI-118908,"4,585.53",Revenue,Synectics Security Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Other Ext Provided Services,12/09/2024,VI-122719,258.50,Revenue,Synectics Security Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,04/09/2024,VI-121479,"2,981.44",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,13/09/2024,VI-122257,"7,378.39",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,03/09/2024,VI-121269,274.62,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,03/09/2024,VI-121267,812.11,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/09/2024,VI-122599,"1,054.51",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/09/2024,VI-122598,977.27,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,10/09/2024,VI-121778,500.00,Revenue,Ravenwood Hall Hotel,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,18/09/2024,VI-122460,"15,168.00",Revenue,Redpalm Technology Services Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,04/09/2024,VI-121425,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,04/09/2024,VI-121422,"4,488.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,04/09/2024,VI-121421,"2,500.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,10/09/2024,VI-121849,"3,591.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,10/09/2024,VI-121850,"1,875.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,10/09/2024,VI-121855,"2,633.40",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,17/09/2024,VI-122418,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,17/09/2024,VI-122420,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,27/09/2024,VI-122708,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,27/09/2024,VI-122709,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122234,"78,042.00",Revenue,Rendlesham Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122235,"14,505.46",Revenue,Reydon Parish Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Miscellaneous Other Services,10/09/2024,VI-121906,"14,218.33",Revenue,RH Environmental Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Technical Training,24/09/2024,VI-122584,462.00,Revenue,RH Environmental Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,24/09/2024,VI-122451,"14,480.00",Revenue,Ricardo - AEA,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Materials For Resale,03/09/2024,VI-121242,"5,044.50",Revenue,Rix Petroleum Fuel & Lubricant Distributors,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,General Purchases,06/09/2024,VI-121756,"26,462.68",Revenue,Road Traffic Solutions Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,General Purchases,24/09/2024,VC-003749,"-26,462.68",Revenue,Road Traffic Solutions Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,General Purchases,24/09/2024,VI-122197,"52,925.35",Revenue,Road Traffic Solutions Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Legionella,04/09/2024,VI-121463,395.00,Revenue,Rock Compliance Limited,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Legionella,10/09/2024,VI-119932,550.00,Revenue,Rock Compliance Limited,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,17/09/2024,VI-119929,"1,130.00",Revenue,Rock Compliance Limited,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,17/09/2024,VI-121937,"1,054.42",Revenue,Rock Compliance Limited,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Legionella,27/09/2024,VI-122474,295.00,Revenue,Rock Compliance Limited,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Legionella,27/09/2024,VI-122475,445.00,Revenue,Rock Compliance Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Employee Expenses,Qualification Training,04/09/2024,VI-121468,"1,478.00",Revenue,Royal Institution of Chartered Surveyors RICS,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Employee Expenses,Qualification Training,10/09/2024,VI-121817,"1,478.00",Revenue,Royal Institution of Chartered Surveyors RICS,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,06/09/2024,VI-120800,716.50,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,13/09/2024,VI-121023,495.16,Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,18/09/2024,VI-121213,"1,113.30",Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,20/09/2024,VI-121303,424.63,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,27/09/2024,VI-121929,511.86,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,11/09/2024,VI-121923,679.40,Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,11/09/2024,VI-121212,928.35,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,13/09/2024,VI-122099,"1,903.36",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,24/09/2024,VI-122491,"1,260.70",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,27/09/2024,VI-122792,"1,253.39",Revenue,Royal Mail,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Rents Payable,25/09/2024,VI-122430,"1,062.50",Revenue,Royal Mail Group Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Postages,10/09/2024,VI-121789,"1,075.54",Revenue,Royal Mail,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Consultants,13/09/2024,VI-122259,"1,000.00",Revenue,Rubbish Walks CIC,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122236,"63,150.00",Revenue,Rushmere St Andrew  PC,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Third Party Payments,Other Local Authorities Third Party,27/09/2024,VI-122900,"26,794.80",Revenue,Sahred Anti Fraud Service,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Bank Fees,05/09/2024,VI-122080,420.97,Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Tax Collection Cost,Supplies and Services,Bank Fees,05/09/2024,VI-122081,"1,251.99",Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
