Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,08/10/2024,VI-123513,591.84,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,08/10/2024,VI-123514,"2,084.12",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,08/10/2024,VI-123472,456.90,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,09/10/2024,VI-122633,"2,219.81",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,09/10/2024,VI-122931,"1,864.76",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,11/10/2024,VI-123469,"1,149.75",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,15/10/2024,VI-124049,"1,418.88",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Procurement,Employee Expenses,Contract Staff,15/10/2024,VI-124056,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,15/10/2024,VI-124058,"1,541.50",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,15/10/2024,VI-124057,591.84,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,15/10/2024,VI-124051,877.66,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,15/10/2024,VI-124048,832.00,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,15/10/2024,VI-124055,548.28,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,25/10/2024,VI-124053,"1,039.50",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,29/10/2024,VI-124676,"2,078.02",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,29/10/2024,VI-124677,591.84,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,29/10/2024,VI-124675,591.84,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,29/10/2024,VI-124678,"2,133.91",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,29/10/2024,VI-124692,846.98,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,29/10/2024,VI-124695,859.25,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Procurement,Employee Expenses,Contract Staff,29/10/2024,VI-124693,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Procurement,Employee Expenses,Contract Staff,29/10/2024,VI-124694,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,25/10/2024,VI-124364,"3,814.10",Revenue,Halesworth Town Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Recharge Accounts,Supplies and Services,Furniture and Equipment,11/10/2024,VI-123133,"2,000.00",Revenue,Halfords,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,General Purchases,25/10/2024,VI-124587,"2,300.00",Revenue,Hammonds Accident Repair Centre,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,04/10/2024,VI-123163,"6,888.00",Revenue,Hamson Barron Smith,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,23/10/2024,VI-124425,"90,620.27",Capital,Harte Demolition Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,18/10/2024,VI-123677,"10,000.00",Revenue,HAT Projects Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,CIL REFCUS,25/10/2024,VI-124552,"244,627.66",Revenue,Haven Health Medical Care,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,18/10/2024,VI-124256,485.00,Revenue,Heatlink Services Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,30/10/2024,VI-124787,450.00,Revenue,Heatlink Services Ltd,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Furniture and Equipment,10/10/2024,VI-123712,469.98,Revenue,Health and Care,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Medical Fees,04/10/2024,VI-122811,415.00,Revenue,Optima Health,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Medical Fees,09/10/2024,VI-122743,375.00,Revenue,Optima Health,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Medical Fees,23/10/2024,VI-123807,"2,803.70",Revenue,Heales Health Services Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Architect Fees,04/10/2024,VI-123116,"4,199.50",Revenue,Hem Des LLP,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,25/10/2024,VI-124365,634.64,Revenue,Henstead With Hulver St Parish Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Consultants,04/10/2024,VI-122973,358.00,Revenue,Heroes Advertising & PR Ltd,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,24/10/2024,VI-123860,820.00,Revenue,Her Majesty's Court and Tribunal Service,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,11/10/2024,VI-123659,"829,802.89",Revenue,HM Revenue & Customs,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,11/10/2024,VI-123950,"5,666.77",Revenue,HM Revenue & Customs,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Employee Expenses,Officer Professional Subscriptions,18/10/2024,VI-124485,608.04,Revenue,HM Revenue & Customs,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Technical Training,10/10/2024,VI-123694,287.50,Revenue,Holiday Inn,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Technical Training,10/10/2024,VI-123692,482.50,Revenue,Holiday Inn,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,25/10/2024,VI-124366,"1,823.18",Revenue,Holton Parish Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Grants & Contributions,09/10/2024,VI-123732,"2,085.00",Revenue,Clare Holmes,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,08/10/2024,VI-123401,655.00,Revenue,Homersfield Parish Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,01/10/2024,VI-122972,"1,551.25",Revenue,Home Adapt Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,04/10/2024,VI-123313,"4,030.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,04/10/2024,VI-122886,"4,125.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,04/10/2024,VI-122888,"3,955.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,18/10/2024,VI-124081,"3,590.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,25/10/2024,VI-124216,"3,535.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Stationery,30/10/2024,VI-124744,710.00,Revenue,Hound Envelopes Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,09/10/2024,VI-121895,"1,320.00",Revenue,Housing Reviews Centre Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services  VOID Maintenance,23/10/2024,VI-118524,"13,845.04",Revenue,Houghton and Son Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services  VOID Maintenance,29/10/2024,VI-124683,"4,820.00",Revenue,Houghton and Son Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Conference Fees,04/10/2024,VI-122844,625.00,Revenue,HQN Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,30/10/2024,VI-124860,375.00,Revenue,The Hub,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,25/10/2024,VI-124367,"5,008.47",Revenue,Huntingfield Parish Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Supplies and Services,Marketing & Promotions,08/10/2024,VI-123166,436.50,Revenue,John E Wright & Co. Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,23/10/2024,VI-123951,"1,150.00",Revenue,Icarus Collective Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Consultants,11/10/2024,VI-123868,"2,200.00",Revenue,IDOX Software Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Hardware Maintenance,11/10/2024,VI-123555,"145,910.66",Revenue,IDOX Software Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Consultants,11/10/2024,VI-123866,"2,200.00",Revenue,IDOX Software Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Consultants,04/10/2024,VI-123120,"6,925.00",Revenue,IF Design Office Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Other Ext Provided Services,18/10/2024,VI-122004,"3,588.33",Revenue,Igenix Ltd T/A Animal Warden Services,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Other Ext Provided Services,18/10/2024,VI-123571,"3,629.42",Revenue,Igenix Ltd T/A Animal Warden Services,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Customer and Client Receipts,General Outside Scope Fees & Charges,18/10/2024,VC-003742,"-1,056.00",Revenue,Igenix Ltd T/A Animal Warden Services,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,25/10/2024,VI-124368,497.49,Revenue,Ilketshall St Andrew Parish Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Software Maintenance,15/10/2024,VI-123041,"13,260.00",Revenue,Inovem Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,09/10/2024,VI-123657,"1,029.50",Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,15/10/2024,VI-123850,499.80,Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,18/10/2024,VI-124204,269.90,Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,30/10/2024,VI-124845,289.90,Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,04/10/2024,VI-123272,"35,000.00",Revenue,Inspire Suffolk Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,10/10/2024,VI-123153,582.50,Revenue,Institute of Executive Assistants,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,08/10/2024,VI-123599,350.21,Revenue,Ipswich Town Foundation,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Employee Expenses,HR Corporate Training,01/10/2024,VI-122796,250.00,Revenue,Ipswich & Suffolk Council for Racial Equality,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Internal Audit and Corporate Investigations,Employee Expenses,Qualification Training,02/10/2024,VI-122818,"1,152.00",Revenue,ITS Training (UK) Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Valuation Fees,18/10/2024,VI-124166,985.00,Revenue,James Aldridge Chartered Surveyors (Colchester),,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,08/10/2024,VI-122590,485.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Miscellaneous Other Services,09/10/2024,VI-123393,717.80,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,11/10/2024,VI-123903,385.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Other Ext Provided Services,18/10/2024,VI-123284,325.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Cleaning Materials,29/10/2024,VI-122556,522.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Machine Repair & Maintenance,29/10/2024,VI-124708,292.00,Revenue,JLA Total Care Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,11/10/2024,VI-123926,"1,740.00",Revenue,Phil Jones Associates Ltd,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,15/10/2024,VI-123628,700.00,Revenue,Keating Chambers,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Employee Expenses,Technical Training,11/10/2024,VI-123637,"2,880.00",Revenue,Keep Britain Tidy,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,25/10/2024,VI-124369,"1,724.37",Revenue,Kelsale-cum-Carlton PC,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,15/10/2024,VI-124125,"7,007.88",Revenue,Kent County Council,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Other Ext Provided Services,22/10/2024,VI-124225,660.00,Revenue,P.J.Kerley Motor Engineers Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Hospitality,08/10/2024,VI-123600,252.40,Revenue,Kesgrave War Memorial Community Centre,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,25/10/2024,VI-124370,"1,276.24",Revenue,Kessingland Parish Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,08/10/2024,VI-123596,"4,640.00",Revenue,Kicks and Tricks,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,15/10/2024,VI-123691,"1,836,316.68",Capital,Kier Construction - Eastern,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,09/10/2024,VI-122890,"20,139.00",Revenue,Kingsley House Hotel,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,08/10/2024,VI-123591,675.00,Revenue,Kinda Education CIC,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Transport Expenses,Other Indirect Transport Costs,09/10/2024,VC-003736,"-2,524.13",Revenue,Kinto Uk Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Transport Expenses,Other Indirect Transport Costs,09/10/2024,VI-123395,"2,524.13",Revenue,Kinto Uk Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Supplies and Services,S106 REFCUS,25/10/2024,VI-124597,"1,593.00",Revenue,Kirton & Falkenham Recreation Ground Cttee,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,25/10/2024,VI-124547,651.78,Revenue,Kirkley Peoples Forum,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Transport Expenses,Repairs & Service,01/10/2024,VI-122932,473.02,Revenue,Klipspringer Instrumentation,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,25/10/2024,VI-124371,"2,345.70",Revenue,Knodishall Parish Council,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,16/10/2024,VI-123937,"2,202.40",Revenue,Koris Ltd,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Technical Training,08/10/2024,VI-123556,650.00,Revenue,Kovia Ltd T/A Kovia Compliance,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Supplies and Services,Surveyor Fees,16/10/2024,VI-124196,250.00,Revenue,Labosport Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Health and Safety,04/10/2024,VI-123368,350.00,Revenue,J E Ladd Boatbuilding and Restoration,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Building Services - Responsive Maintenance,25/10/2024,VI-124454,"3,210.63",Revenue,J E Ladd Boatbuilding and Restoration,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Building Services - Responsive Maintenance,25/10/2024,VI-124633,"3,210.63",Revenue,J E Ladd Boatbuilding and Restoration,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,25/10/2024,VI-124492,"1,500.00",Revenue,Landmark Chambers,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Furniture and Equipment,23/10/2024,VI-124449,910.00,Revenue,Services Ltd T/A Commercial Washrooms,,,,,,,,,,,,,,,
