Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,28/08/2024,VI-120975,"2,078.13",Revenue,Icarus Collective Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Consultants,06/08/2024,VI-119434,"8,865.94",Revenue,IF Design Office Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Other Ext Provided Services,13/08/2024,VI-120123,"3,693.63",Revenue,Igenix Ltd T/A Animal Warden Services,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Stationery,16/08/2024,VI-120117,504.99,Revenue,4imprint Direct Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Employee Expenses,Technical Training,28/08/2024,VI-120976,"1,000.00",Revenue,Improvement & Development Agency,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,09/08/2024,VI-119897,749.70,Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,20/08/2024,VI-120677,"1,119.60",Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Equipment Hire,16/08/2024,VI-120446,"1,825.00",Revenue,Inside Out Marquees Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Consultants,07/08/2024,VI-119020,668.10,Revenue,Intalect Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,13/08/2024,VI-120052,904.80,Revenue,J C Building Services,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,30/08/2024,VI-121119,"2,500.00",Revenue,Jeffery & Associates,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,30/08/2024,VI-121120,"4,800.00",Revenue,Jeffery & Associates,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,07/08/2024,VI-119656,475.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,14/08/2024,VI-120307,465.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,14/08/2024,VI-120306,255.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-120963,495.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,13/08/2024,VI-120227,"3,300.00",Revenue,Phil Jones Associates Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Artists Fees,07/08/2024,VI-119592,800.00,Revenue,Just Jay Dance,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,09/08/2024,VI-120013,600.00,Revenue,11KBW Ltd,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,06/08/2024,VI-119141,437.50,Revenue,Keating Chambers,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,06/08/2024,VI-119142,"1,715.00",Revenue,Keating Chambers,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,16/08/2024,VI-120546,612.50,Revenue,Keating Chambers,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,28/08/2024,VI-120839,"6,669.60",Revenue,Kent County Council,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119033,362.81,Revenue,P.J.Kerley Motor Engineers Limited,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Furniture and Equipment,06/08/2024,VI-119646,438.05,Revenue,Kesgrave War Memorial Community Centre,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,21/08/2024,VI-120764,"1,346.00",Revenue,Kesgrave War Memorial Community Centre,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Hardware Maintenance,06/08/2024,VI-118752,"1,666.66",Revenue,Keysource Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,23/08/2024,VI-116522,"1,000.00",Revenue,Kinda Education CIC,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,09/08/2024,VI-119750,375.00,Revenue,Kirkley & Pakefield Community Sports and Social,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,30/08/2024,VI-121176,"1,000.00",Revenue,Kirkley Pantry,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Transport Expenses,Repairs & Service,06/08/2024,VI-119515,"1,541.76",Revenue,Klipspringer Instrumentation,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,20/08/2024,VI-120274,"2,410.98",Revenue,Koris Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Supplies and Services,Corporate Subscriptions,30/08/2024,VI-120628,285.00,Revenue,LABC East Anglia,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,16/08/2024,VI-120525,"5,000.00",Revenue,Landmark Chambers,,,,,,,,,,,,,,,
Economic Development and Transport,Landguard,Supplies and Services,Grants & Contributions,16/08/2024,VI-120170,"23,769.78",Revenue,Landguard and Felixstowe Conservation Trust,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,07/08/2024,VI-119719,990.00,Revenue,The Landscape Partnership Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,07/08/2024,VI-119717,"2,115.00",Revenue,The Landscape Partnership Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,07/08/2024,VI-119720,"1,300.00",Revenue,The Landscape Partnership Ltd,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Employee Expenses,Qualification Training,30/08/2024,VI-121264,"1,895.00",Revenue,The Law Society,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,06/08/2024,VI-119453,"2,000.00",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,06/08/2024,VI-119477,"21,003.53",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,06/08/2024,VI-119514,"2,402.04",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,13/08/2024,VI-120226,673.00,Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,13/08/2024,VI-120225,"2,000.00",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,13/08/2024,VI-120224,"17,631.76",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,02/08/2024,VI-120136,"26,768.73",Revenue,Legal and General Assurance Society Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,07/08/2024,VI-118416,"7,111.00",Revenue,Legal and General Assurance Society Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,20/08/2024,VI-120626,457.39,Revenue,Leiston-cum-Sizewell Town Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,28/08/2024,VI-121096,"2,000.00",Revenue,Leiston-cum-Sizewell Town Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,General Purchases,23/08/2024,VI-120928,"2,353.00",Revenue,Leiston Press,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,General Purchases,23/08/2024,VI-120929,328.00,Revenue,Leiston Press,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Stationery,28/08/2024,VI-120969,547.00,Revenue,Leiston Press,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,28/08/2024,VI-121039,"1,598.00",Revenue,Level 2 Youth Project,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,30/08/2024,VI-121117,550.00,Revenue,The Link,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,13/08/2024,VI-119923,441.09,Revenue,Lisa's Homes,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,23/08/2024,VI-120870,"1,000.00",Revenue,Livingstones Freehouse,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,14/08/2024,VI-120639,"2,497.67",Revenue,Lloyds Bank Group,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,14/08/2024,VI-120637,"8,337.36",Revenue,Lloyds Bank Group,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-118212,528.00,Revenue,Lofty Heights CIC,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,07/08/2024,VI-119595,"3,230.01",Revenue,Rossi Long Consulting Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,16/08/2024,VI-120496,"1,150.00",Revenue,The Lowestoft Players Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,20/08/2024,VI-120622,"1,000.00",Revenue,Lowestoft Vision,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,14/08/2024,VI-120318,"1,206.65",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,14/08/2024,VI-120303,"3,110.07",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,06/08/2024,VI-119511,790.80,Revenue,Macfarlane Group UK Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Corporate Subscriptions,09/08/2024,VI-119664,506.90,Revenue,Maritime Cargo Processing plc,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,13/08/2024,VI-119928,"9,700.00",Revenue,Martlesham Parish Council,,,,,,,,,,,,,,,
Energy and Climate Change,The Green Agenda,Supplies and Services,Other Office Expenses,16/08/2024,VI-119819,385.00,Revenue,Marketing Force (Services Ltd),,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,23/08/2024,VI-120831,"5,000.00",Capital,Marshall Fire Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,28/08/2024,VI-121032,"4,000.00",Capital,Marshall Fire Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,28/08/2024,VI-121033,"4,000.00",Capital,Marshall Fire Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,13/08/2024,VI-120189,"15,410.00",Revenue,Media Managers Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,13/08/2024,VI-120188,"9,080.00",Revenue,Media Managers Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Artists Fees,28/08/2024,VI-121098,"9,760.00",Revenue,MED-PTS Ambulance Services Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,28/08/2024,VI-121094,718.46,Revenue,Melton Parish Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,09/08/2024,VI-119981,"15,000.00",Revenue,Melton Meat Products Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Other Ext Provided Services,06/08/2024,VI-119111,"26,812.50",Revenue,MENTA - Mid Anglian Enterpirse Agency Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,20/08/2024,VI-120158,"5,250.00",Revenue,MEPK Architects Ltd,,,,,,,,,,,,,,,
Leader of the Council,Communications,Supplies and Services,Marketing & Promotions,28/08/2024,VI-121004,"13,212.00",Revenue,Micropress Printers Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Rights of Way,Supplies and Services,Consultants,14/08/2024,VI-120396,308.25,Revenue,Mid Suffolk District Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Supplies and Services,Other Ext Provided Services,16/08/2024,VI-119505,330.00,Revenue,Mid Suffolk District Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,30/08/2024,VI-121116,"14,998.00",Revenue,Midas Productions UK Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,19/08/2024,VI-113630,"3,808,168.00",Revenue,"Dept Levelling Up, Housing & Communities",,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,06/08/2024,VI-118682,"1,078.57",Revenue,MLL Telecom Ltd,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,14/08/2024,VI-119763,"10,024.00",Capital,Mountain Builders,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,16/08/2024,VI-120181,"18,660.00",Capital,Mountain Builders,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,16/08/2024,VI-120476,"3,909.00",Capital,Mountain Builders,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Premises Expenses,Building Services - Planned Maintenance,30/08/2024,VI-121024,"13,008.00",Revenue,Mountain Builders,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Clothing & Uniforms,13/08/2024,VI-120066,"1,014.25",Revenue,Munnings Supplies Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,16/08/2024,VI-120519,"1,500.00",Revenue,St Edmundsbury and Ipswich Diocesan MAT,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Rents Payable,16/08/2024,VI-120384,621.00,Revenue,Need 2 Store Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,14/08/2024,VI-120401,"2,300.00",Revenue,Newbourne Village Hall,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,20/08/2024,VI-119899,302.80,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,21/08/2024,VI-120807,363.36,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Rents Payable,06/08/2024,VI-119603,750.00,Revenue,Nicholas Everitt Park Trust,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Purchases,06/08/2024,VI-119216,425.24,Revenue,Nominet UK,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,06/08/2024,VI-119106,"8,457.40",Revenue,Norfolk County Council,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,23/08/2024,VI-120814,"11,829.60",Revenue,Norfolk County Council,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,09/08/2024,VI-119954,"1,680.93",Revenue,Northumbrian Water Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,09/08/2024,VI-119802,"2,136.00",Capital,NPS Property Consultants Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,07/08/2024,VI-119626,"4,420.37",Capital,M S Oakes Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Conference Fees,13/08/2024,VI-119798,850.00,Revenue,Ocean Media Group Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Premises Expenses,Building Services - Responsive Maintenance,06/08/2024,VI-119333,590.00,Revenue,Odd Bods exterior cleaning specialist Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Planned Maintenance,21/08/2024,VI-120623,505.00,Revenue,Odd Bods exterior cleaning specialist Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Software Maintenance,30/08/2024,VI-118995,"3,373.49",Revenue,Orchard Information Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,16/08/2024,VI-120472,"69,265.31",Capital,Orwell Housing Association,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,16/08/2024,VI-120548,"4,390.00",Capital,Ovamill Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Holding Account - Cash Out,Capital Expenditure,23/08/2024,VI-119957,"1,392.33",Capital,Ovamill Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Stationery,20/08/2024,VI-120583,387.24,Revenue,Ovendens Papers Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,06/08/2024,VI-119574,"1,263.60",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,06/08/2024,VI-119604,"1,309.41",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,09/08/2024,VI-119613,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,13/08/2024,VI-120176,"1,166.40",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,13/08/2024,VI-120179,"1,577.14",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Holding Account - Cash Out,Capital Expenditure,30/08/2024,VC-003706,"-3,275.00",Capital,The Oyster Partnership,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Holding Account - Cash Out,Capital Expenditure,30/08/2024,VC-003707,"-3,275.00",Capital,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,30/08/2024,VI-120602,"1,559.53",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,30/08/2024,VI-120601,"1,190.70",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,30/08/2024,VI-121026,376.65,Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,30/08/2024,VI-121025,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,30/08/2024,VI-120600,"3,712.50",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,30/08/2024,VI-120174,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,23/08/2024,VI-120879,250.00,Revenue,1st Pakefield Scout Group,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Building Services - Planned Maintenance,16/08/2024,VI-120379,512.00,Revenue,Panks Engineers Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,16/08/2024,VI-120501,605.00,Revenue,Parker Developments (East Anglia) Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,09/08/2024,VI-119951,360.00,Revenue,Parish Halls Rushmere St Andrew,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,28/08/2024,VI-121029,438.27,Revenue,Peasenhall Assembly Hall,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Asbestos,06/08/2024,VI-119407,332.95,Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Asbestos,09/08/2024,VI-120000,"1,076.44",Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Consultants,16/08/2024,VI-120263,"40,862.80",Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Refuse Collection,30/08/2024,VI-121215,775.00,Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,External Printing,16/08/2024,VI-120463,521.55,Revenue,PermiServ Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,External Printing,16/08/2024,VI-120464,"6,948.20",Revenue,PermiServ Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,16/08/2024,VI-119731,"2,990.40",Revenue,Pier Marketing Limited,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,16/08/2024,VI-117455,412.30,Revenue,Pitkin & Ruddock Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Conference Fees,21/08/2024,VI-119570,500.00,Revenue,Pixel Financial Management Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,General Purchases,09/08/2024,VI-117993,501.12,Revenue,Places for People,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Grants & Contributions,13/08/2024,VI-120147,600.00,Revenue,Places for People,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Grants & Contributions,13/08/2024,VI-120146,600.00,Revenue,Places for People,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Equipment Hire,16/08/2024,VI-120108,424.75,Revenue,Places for People,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Premises Expenses,Fixtures & Fittings,20/08/2024,VI-120251,"18,376.00",Revenue,Places for People,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Third Party Payments,Private Contractors,09/08/2024,VI-119640,"11,845.09",Revenue,Places for people,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Officer Professional Subscriptions,20/08/2024,VI-120269,400.00,Revenue,Planning Officers Society,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Customer and Client Receipts,Outside Scope Application Fees,14/08/2024,VI-120244,578.00,Revenue,Planning Portal,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Building Services - Responsive Maintenance,30/08/2024,VI-121232,"3,120.83",Revenue,CN Plumbing & Heating Ltd Facilities Manage Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,09/08/2024,VI-119755,"6,740.08",Revenue,Polycastle NU-Span,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,14/08/2024,VI-120404,"7,805.27",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/08/2024,VI-120413,"7,148.27",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Furniture and Equipment,07/08/2024,VI-119666,340.00,Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Alarm Servicing,13/08/2024,VI-117703,"3,797.99",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Door Entry/Security,13/08/2024,VI-118617,"2,139.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Door Entry/Security,14/08/2024,VI-120285,"2,320.50",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Door Entry/Security,23/08/2024,VI-120946,"1,981.50",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,28/08/2024,VI-120948,"1,722.77",Revenue,R J Pryce and Co Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Premises Expenses,Other Cleaning Services,09/08/2024,VI-119628,287.50,Revenue,PS Cleaning Services Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,06/08/2024,VI-119050,"8,847.99",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,06/08/2024,VI-119368,"39,319.78",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,06/08/2024,VC-003668,"-39,319.78",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,09/08/2024,VI-119987,"5,211.45",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,09/08/2024,VI-119979,"3,773.00",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
