Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,30/04/2024,VI-112948,603.43,Revenue,Broadland Housing Association Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Other Ext Provided Services,16/04/2024,VI-111394,"1,032.00",Revenue,BSA Security and Fire,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112414,"5,400.00",Revenue,Bromeswell Parish Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Legal Fees,02/04/2024,VI-108065,"4,241.00",Revenue,Browne Jacobson LLP,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Legal Fees,02/04/2024,VI-108066,594.80,Revenue,Browne Jacobson LLP,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Legal Fees,02/04/2024,VI-108070,"1,915.20",Revenue,Browne Jacobson LLP,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,16/04/2024,VI-112032,"8,900.00",Revenue,Brown & Co Property and Business Consultants LLP,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,02/04/2024,VI-110720,310.42,Revenue,Broadland Home Interiors,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,12/04/2024,VI-111852,487.88,Revenue,Broadland Home Interiors,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112415,"3,434.00",Revenue,Bruisyard Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Telephone Calls/Data/Broadband,19/04/2024,VI-111837,"5,201.58",Revenue,British Telecommunications plc,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Telephone Calls/Data/Broadband,17/04/2024,VI-111608,710.00,Revenue,British Telecom,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Telephone Calls/Data/Broadband,17/04/2024,VI-111607,"1,100.00",Revenue,British Telecom,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Telephone Calls/Data/Broadband,24/04/2024,VI-112348,710.00,Revenue,British Telecom,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112090,"43,246.26",Revenue,Bucklesham Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112416,"5,860.00",Revenue,Bucklesham Parish Council,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,09/04/2024,VI-111595,"3,055.80",Revenue,Building Partnerships Ltd,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,02/04/2024,VI-110876,"7,500.00",Revenue,Building Compliance (SW) Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Other Civic Expenses,09/04/2024,VI-111275,461.33,Revenue,Bill Bulstrode Framlingham Grocery Stores,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110698,"1,500.00",Revenue,Bungay Town Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112091,"34,928.23",Revenue,Bungay Town Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112417,"94,421.00",Revenue,Bungay Town Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,30/04/2024,VI-112855,"5,000.00",Revenue,Bungay Town Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110808,780.00,Revenue,Bungay and District Royal British Legion,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112418,"3,342.00",Revenue,Butley Capel St Andrew & Wantisden Parish Council,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Purchases,10/04/2024,VI-111694,"1,532.34",Revenue,Bytes Software Services,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Hardware Purchases,10/04/2024,VI-111076,"17,049.31",Revenue,Bytes Digital Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,23/04/2024,VI-112624,352.62,Revenue,Cabinet Office,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Materials For Resale,05/04/2024,VI-110197,714.04,Revenue,Calor Gas Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Materials For Resale,19/04/2024,VI-112266,654.16,Revenue,Calor Gas Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Parks and Gardens,Supplies and Services,S106 REFCUS,10/04/2024,VI-111718,"1,321.94",Revenue,Campsea Ashe Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112419,"6,500.00",Revenue,Campsea Ashe Parish Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,09/04/2024,VI-111472,435.00,Capital,Canham Consulting Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Holding Account - Cash Out,Capital Expenditure,10/04/2024,VI-109817,"3,600.00",Capital,Canham Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Other Insurance,12/04/2024,VI-111782,441.00,Revenue,Canham Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,16/04/2024,VI-112052,537.50,Capital,Canham Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,30/04/2024,VI-113112,"2,832.50",Capital,Canham Consulting Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,16/04/2024,VI-111861,537.96,Revenue,Access Paysuite Ltd - 360,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Other Ext Provided Services,09/04/2024,VI-111044,316.95,Revenue,Capita Gas,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112093,"5,240.64",Revenue,Carlton Colville Town Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112420,"28,918.20",Revenue,Carlton Colville Town Council,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,10/04/2024,VI-111658,"1,870.00",Revenue,Carr Road Distribution Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Equipment Hire,26/04/2024,VI-112080,"1,673.69",Revenue,Car Hire (Day of Swansea) Ltd T/A Day's Rental,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,02/04/2024,VI-110755,"5,145.00",Revenue,Carelift Services Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Renovation Grants,05/04/2024,VI-110970,726.00,Revenue,Carlton Builders (Eastern) Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,09/04/2024,VI-111604,"2,036.70",Revenue,Catch 22,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Surveyor Fees,16/04/2024,VI-111993,"2,720.00",Revenue,CBRE Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Hardware Purchases,05/04/2024,VI-110988,"2,794.66",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,05/04/2024,VI-111085,"14,675.40",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Hardware Purchases,12/04/2024,VI-111774,356.00,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Hardware Purchases,12/04/2024,VI-111775,"1,296.35",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Supplies and Services,Hardware Purchases,23/04/2024,VI-112620,"1,179.35",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Miscellaneous Other Services,23/04/2024,VI-112618,"1,065.48",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Other Ext Provided Services,02/04/2024,VI-109273,555.00,Revenue,Certsure LLP NIC EIC ELECSA,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Other Ext Provided Services,15/04/2024,VI-110956,375.00,Revenue,Certsure LLP NIC EIC ELECSA,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Electrical Heating,09/04/2024,VI-111009,465.00,Revenue,Certsure LLP NIC EIC ELECSA,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,10/04/2024,VI-111722,300.00,Revenue,O A Chapman and Son,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,10/04/2024,VI-111723,300.00,Revenue,O A Chapman and Son,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112094,"2,424.67",Revenue,Charsfield Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112421,"7,270.00",Revenue,Charsfield Parish Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Supplies and Services,Hotel Accommodation,09/04/2024,VI-111051,322.00,Revenue,Chartered Institute of Building,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Employee Expenses,Officer Professional Subscriptions,05/04/2024,VI-110433,262.00,Revenue,Chartered Institute of Housing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Employee Expenses,Officer Professional Subscriptions,05/04/2024,VI-109835,262.00,Revenue,Chartered Institute of Housing,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Officer Professional Subscriptions,05/04/2024,VC-003320,-262.00,Revenue,Chartered Institute of Housing,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Officer Professional Subscriptions,05/04/2024,VI-110903,262.00,Revenue,Chartered Institute of Housing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Employee Expenses,Officer Professional Subscriptions,16/04/2024,VI-112053,262.00,Revenue,Chartered Institute of Housing,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Officer Professional Subscriptions,17/04/2024,VI-110905,262.00,Revenue,Chartered Institute of Housing,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Technical Training,26/04/2024,VI-112784,665.00,Revenue,Chartered Institute of Housing,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Officer Professional Subscriptions,09/04/2024,VI-111139,294.00,Revenue,Chartered Institute of Internal Auditors,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Officer Professional Subscriptions,09/04/2024,VI-111140,294.00,Revenue,Chartered Institute of Internal Auditors,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Officer Professional Subscriptions,09/04/2024,VI-111143,309.00,Revenue,Chartered Institute of Internal Auditors,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Qualification Training,12/04/2024,VI-111766,625.00,Revenue,Chartered Institute of Public Finance & Accountanc,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Qualification Training,12/04/2024,VI-111769,875.00,Revenue,Chartered Institute of Public Finance & Accountanc,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Corporate Subscriptions,23/04/2024,VI-112602,"1,386.00",Revenue,Chartered Institute of Public Finance & Accountanc,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Consultants,05/04/2024,VI-108913,555.00,Revenue,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,09/04/2024,VI-111427,795.00,Capital,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,10/04/2024,VI-111084,"1,200.00",Revenue,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,12/04/2024,VI-111426,"89,934.00",Capital,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Supplies and Services,Other Ext Provided Services,10/04/2024,VI-111630,"9,610.09",Revenue,Chase Services Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,02/04/2024,VI-110946,"6,808.05",Revenue,Charisma Spatial Planning Ltd - t/a Ann Skippers,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112422,"3,500.00",Revenue,Chediston Linstead Parva & Magna Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112423,"1,000.00",Revenue,Chillesford Parish Meeting,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,05/04/2024,VI-109843,"4,586.68",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,05/04/2024,VI-109844,"3,200.17",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,19/04/2024,VI-112059,"11,917.12",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,19/04/2024,VI-112193,"8,161.83",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,19/04/2024,VI-112285,"2,751.04",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Employee Expenses,Qualification Training,02/04/2024,VI-110597,615.00,Revenue,CIWEM Services Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,05/04/2024,VI-110202,"1,505.99",Revenue,Claranet Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112424,"5,550.00",Revenue,Clopton Parish Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,05/04/2024,VI-110939,"20,767.00",Revenue,CMC Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,05/04/2024,VI-111065,"15,375.00",Revenue,CMC Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,09/04/2024,VI-111376,495.00,Revenue,CMC Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,09/04/2024,VI-111389,495.00,Revenue,CMC Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/04/2024,VI-111636,"6,010.00",Revenue,CMC Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,19/04/2024,VI-112300,550.00,Revenue,CMC Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,19/04/2024,VI-112342,"6,010.00",Revenue,CMC Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Marketing & Promotions,12/04/2024,VI-111847,"6,325.00",Revenue,Coastal Accessible Transport Services Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Marketing & Promotions,12/04/2024,VI-111848,"6,578.00",Revenue,Coastal Accessible Transport Services Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Marketing & Promotions,12/04/2024,VC-003367,-285.20,Revenue,Coastal Accessible Transport Services Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Holding Account - Cash Out,Capital Expenditure,10/04/2024,VI-111433,638.00,Capital,Coastal Services UK Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Health and Safety,10/04/2024,VI-111675,"4,848.18",Revenue,Coastal Fire Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Other Ext Provided Services,10/04/2024,VI-109120,430.00,Revenue,Park Now Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Other Ext Provided Services,12/04/2024,VI-111734,430.00,Revenue,Park Now Limited,,,,,,,,,,,,,,,
