Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Planned Maintenance,14/06/2024,VI-116145,"3,624.00",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Planned Maintenance,18/06/2024,VI-116143,"4,187.58",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,18/06/2024,VI-116146,477.60,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,28/06/2024,VI-116752,"163,021.95",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,11/06/2024,VI-115872,"3,277.50",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Building Services - Responsive Maintenance,11/06/2024,VI-115887,"1,110.20",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,11/06/2024,VI-115953,"3,027.90",Capital,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,11/06/2024,VI-115879,"1,268.64",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,14/06/2024,VI-115869,"4,092.20",Capital,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Miscellaneous Other Services,14/06/2024,VI-115865,"1,532.25",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Building Services - Planned Maintenance,14/06/2024,VI-115871,"7,233.70",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Vandalism,14/06/2024,VI-116035,"2,960.73",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Vandalism,14/06/2024,VI-116036,"6,975.71",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,18/06/2024,VI-116233,"14,962.00",Capital,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Premises Expenses,Building Services - Responsive Maintenance,28/06/2024,VI-116674,"1,797.77",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,28/06/2024,VI-116776,"2,899.88",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,18/06/2024,VI-116308,360.00,Revenue,Splice Creative Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Customer and Client Receipts,Vatable Leisure Activity Fees,07/06/2024,VI-115715,"403,293.00",Revenue,Sports and Leisure Management Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Supplies and Services,Health and Safety,28/06/2024,VI-116784,"8,392.00",Revenue,Sports and Leisure Management Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,25/06/2024,VI-116256,"3,083.64",Revenue,Sports and Leisure Management Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,21/06/2024,VI-116511,"5,000.00",Revenue,Spring Design & Advertising,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,04/06/2024,VI-115209,"1,000.00",Revenue,St Andrews Church,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,07/06/2024,VI-114869,400.00,Revenue,St Andrews Church,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,28/06/2024,VI-116807,"29,310.45",Revenue,Standard Life,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,11/06/2024,VI-115842,"3,407.40",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,14/06/2024,VI-116291,"18,665.00",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,14/06/2024,VI-116294,"3,114.00",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,18/06/2024,VI-116327,"3,094.42",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,04/06/2024,VI-115225,350.00,Revenue,St Johns PCC,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,04/06/2024,VI-115299,"10,000.00",Revenue,St Johns Hall Storage,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,14/06/2024,VI-115758,252.00,Revenue,St Lukes Church,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,14/06/2024,VI-115765,294.00,Revenue,St Marks Church PCC,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,14/06/2024,VI-115778,"7,750.00",Revenue,St Marys Church Walton PCC,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,18/06/2024,VI-116166,"1,171.32",Revenue,Storetec Services Limited,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,14/06/2024,VI-115750,325.00,Revenue,St Peter & Johns Church,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Furniture and Equipment,28/06/2024,VI-116310,"1,101.95",Revenue,Strictly Tables and Chairs Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Supplies and Services,Advertising,11/06/2024,VI-115488,888.00,Revenue,The Suffolk Coast Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Supplies and Services,Marketing & Promotions,19/06/2024,VI-115920,740.00,Revenue,The Suffolk Coast Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,05/06/2024,VI-115054,"4,140.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,11/06/2024,VI-115792,"56,650.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,11/06/2024,VI-115960,467.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,19/06/2024,VI-116126,"1,825.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,19/06/2024,VI-116129,450.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Community Health,Food and Safety,Employee Expenses,Recruitment Advertising,21/06/2024,VI-116558,975.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Community Health,Emergency Planning,Supplies and Services,Grants & Contributions,25/06/2024,VI-116656,"76,244.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,26/06/2024,VI-116700,927.50,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,28/06/2024,VI-116685,"2,700.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,17/06/2024,VI-112559,"11,916,172.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,19/06/2024,VI-112545,"3,158,084.63",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,17/06/2024,VI-112533,"2,090,245.00",Revenue,Suffolk Police & Crime Commissioner,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,04/06/2024,VI-115059,"5,500.00",Revenue,SureCloud Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,28/06/2024,VI-116796,"4,950.00",Revenue,Land Survey Solutions Limted,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Holding Account - Cash Out,Capital Expenditure,07/06/2024,VI-115441,600.00,Capital,Sweco UK Limited,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Other Indirect Employee Expenses,07/06/2024,VI-114905,660.00,Revenue,TalentRidge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,18/06/2024,VI-116331,441.09,Revenue,Taylor Properties Trading Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,25/06/2024,VI-116664,625.00,Revenue,Taylor Properties (Clients account),,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,28/06/2024,VI-116806,900.00,Capital,TBF Traffic Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Other Ext Provided Services,11/06/2024,VI-115969,684.00,Revenue,Teletrac Navman UK,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Other Ext Provided Services,11/06/2024,VI-115967,"2,508.00",Revenue,Teletrac Navman UK,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Employee Expenses,Technical Training,11/06/2024,VI-115857,410.00,Revenue,The Stone Foundation,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,19/06/2024,VI-116470,272.96,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,26/06/2024,VI-116699,405.16,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,25/06/2024,VI-115160,"6,845.95",Capital,TM Services Audio Visual Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Consultants,07/06/2024,VI-115267,"4,886.25",Revenue,Totalmobile Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Consultants,07/06/2024,VI-115268,"2,846.25",Revenue,Totalmobile Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Hardware Maintenance,07/06/2024,VI-115269,"7,350.00",Revenue,Totalmobile Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,04/06/2024,VI-115390,"1,244.00",Revenue,Transition Woodbridge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,11/06/2024,VI-115262,258.37,Revenue,Travelodge,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,14/06/2024,VC-003470,-451.50,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,14/06/2024,VI-115415,782.80,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,14/06/2024,VI-116296,"7,626.17",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,14/06/2024,VI-116295,"2,451.00",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Furniture and Equipment,18/06/2024,VI-116307,"9,493.50",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Other Ext Provided Services,25/06/2024,VI-116631,"10,000.00",Revenue,Traffic Enforcement Centre,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Asbestos,18/06/2024,VI-116432,"4,900.00",Revenue,Turners Carpentry & Joinery,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Supplies and Services,Health and Safety,26/06/2024,VI-116431,"4,120.00",Revenue,Turners Carpentry & Joinery,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Furniture and Equipment,17/06/2024,VI-117176,"6,913.41",Revenue,Tusker,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,19/06/2024,VI-116121,"3,670.00",Revenue,Useful Simple Group Ltd T/A Expedition,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,07/06/2024,VI-115720,"1,875.00",Revenue,Richard Utting LLP,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,18/06/2024,VI-116337,376.34,Revenue,Valtec Properties Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,18/06/2024,VI-116336,441.09,Revenue,Valtec Properties Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Premises Expenses,Electricity,07/06/2024,VI-115429,"138,887.34",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,21/06/2024,VI-116497,555.19,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,21/06/2024,VI-116533,502.76,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Transport Expenses,Vehicle Hire,25/06/2024,VC-003391,"-1,250.00",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Transport Expenses,Vehicle Hire,25/06/2024,VI-116269,330.00,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Transport Expenses,Vehicle Hire,25/06/2024,VI-116550,480.00,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Transport Expenses,Vehicle Hire,25/06/2024,VI-116570,460.00,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,General Purchases,26/06/2024,VI-116509,881.82,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,11/06/2024,VI-115844,"7,137.50",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,11/06/2024,VI-115845,"3,471.75",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Telephone Calls/Data/Broadband,07/06/2024,VI-115247,"4,720.71",Revenue,Vodafone Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,04/06/2024,VI-115119,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,11/06/2024,VI-115772,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,11/06/2024,VI-115989,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,11/06/2024,VI-115974,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/06/2024,VI-116236,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/06/2024,VI-116171,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/06/2024,VI-116170,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,14/06/2024,VI-116131,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,18/06/2024,VI-116306,425.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,18/06/2024,VI-116413,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,21/06/2024,VI-116110,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,21/06/2024,VI-116476,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Holding Account - Cash Out,Capital Expenditure,26/06/2024,VI-116713,"39,650.00",Capital,Waveney Surfacing Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Holding Account - Cash Out,Capital Expenditure,28/06/2024,VI-116704,"6,719.21",Capital,Waveney Surfacing Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,07/06/2024,VI-115593,350.00,Revenue,The Welcome Hall,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,07/06/2024,VI-114852,288.00,Revenue,Wenhaston Village Hall,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,11/06/2024,VI-115575,890.93,Revenue,West Suffolk Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,11/06/2024,VI-115576,890.93,Revenue,West Suffolk Council,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,General Purchases,19/06/2024,VI-115480,"3,727.55",Revenue,West Devon Borough Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Customer and Client Receipts,Vatable Inspection Fees,21/06/2024,VI-116480,660.00,Revenue,Waveney Windows Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,14/06/2024,VI-115763,436.00,Revenue,Yoxford Village Hall,,,,,,,,,,,,,,,
Excluded,Bank Accounts,Current Liabilities,Creditors - Unallocated,18/06/2024,VI-116193,"1,800.00",Revenue,Bloor Homes,,,,,,,,,,,,,,,
Community Health,Licensing,Customer and Client Receipts,Outside Scope Licences,18/06/2024,VI-116203,250.95,Revenue,Fusion Take,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
The following payments are in respect of the County Sports Partnership for which East Suffolk Council is the host authority.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Grants & Contributions,18/06/2024,VI-116111,"2,165.00",Revenue,Abbeycroft Leisure,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Conference Fees,25/06/2024,VI-116669,437.50,Revenue,D B Conference Rooms Fix-a-form Int,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Furniture and Equipment,28/06/2024,VI-116644,990.00,Revenue,Loraine Victory Hall,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Civic Events,11/06/2024,VI-115255,250.00,Revenue,Suffolk Chamber of Commerce,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,General Purchases,25/06/2024,VI-113206,937.50,Revenue,Ufford Park Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Conference Fees,11/06/2024,VI-115253,700.00,Revenue,Why Sports Media Group,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
The source of the data being used cannot separate out Value Added Tax which cannot be recovered. In these ,,,,,,,,,,,,,,,,,,,,,,,
instances the gross amount or full charge to the council has been shown.,,,,,,,,,,,,,,,,,,,,,,,
