Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45674,VI-129707,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45674,VI-129706,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45674,VI-129705,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45674,VI-129750,4547.5,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45674,VI-129682,350,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45678,VI-129974,4747.5,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45678,VI-129956,14237.5,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45678,VI-129933,350,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45678,VI-129884,350,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45678,VI-129881,500,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45678,VI-129879,350,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45678,VI-129731,6537,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45678,VC-004006,-575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45679,VI-129715,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45679,VI-129681,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45681,VI-129885,350,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45681,VI-130160,6050,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45681,VI-130044,500,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45681,VI-130237,12547.5,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45681,VI-130229,450,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45685,VI-130321,6454.5,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45685,VI-130322,662.5,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45685,VI-130337,2550,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45685,VI-130401,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45685,VI-130409,662.5,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45685,VI-130428,662.5,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45685,VI-130456,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45686,VI-130557,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45686,VI-130533,350,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45686,VI-130514,350,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45688,VI-130703,7057.5,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45688,VI-130698,6500,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45688,VI-130642,500,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45688,VI-130629,500,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45688,VI-130621,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45688,VI-130467,500,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45688,VI-130449,575,Revenue,Warmpro Insulation Specialists Ltd
Planning and Coastal Management,Nationally Significant Infrastructure Planning,Employee Expenses,Qualification Training,45667,VI-129209,299,Revenue,Waterfront Conference Company Ltd
Planning and Coastal Management,Nationally Significant Infrastructure Planning,Employee Expenses,Qualification Training,45665,VC-004008,-299,Revenue,Waterfront Conference Company Ltd
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,45671,VI-129433,525,Revenue,East Suffolk Conservative Councillors Group
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,45671,VI-129441,504,Revenue,East Suffolk Labour Group
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Holding Account - Cash Out,Capital Expenditure,45672,VI-129005,600,Capital,Waveney Windows
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Holding Account - Cash Out,Capital Expenditure,45672,VI-129004,5880,Capital,Waveney Windows
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,45688,VI-130701,2930,Revenue,Wavetrade Limited
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,45671,VI-128894,455.7,Revenue,West Suffolk College
"Communities, Culture, Leisure and Tourism",Parks and Gardens,Supplies and Services,S106 REFCUS,45671,VI-129541,879.94,Revenue,Westleton Parish Council
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45664,VI-128830,1750,Revenue,Westbury Building Services
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45671,VI-129220,1501,Revenue,Westbury Building Services
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45685,VI-130404,1565,Revenue,Westbury Building Services
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45685,VI-130413,1760,Revenue,Westbury Building Services
Housing Revenue Account,HRA Repairs and Maintenance,Transport Expenses,Operational Vehicle Hire,45667,VI-129148,820.26,Revenue,West Wallasey Car Hire Ltd
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,45667,VI-129213,300,Revenue,Wickham Market Primary School PTA
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,45672,VI-129577,2800,Revenue,Wild for life Ltd
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,45681,VI-130253,600,Revenue,Woodbridge Festival
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,45674,VI-129776,2500,Revenue,Woodbridge Tide Mill Museum
Community Health,Port Health Authority,Holding Account - Cash Out,Payments,45681,VI-130161,1218.64,Revenue,OceanBlue Logistics Limited
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,45671,VI-129501,97808.5,Revenue,YTKO Limited
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,45671,VI-129306,518.82,Revenue,Zip Water UK Ltd
,,,,,,,,
,,,,,,,,
The following payments are in respect of Active Suffolk for which East Suffolk Council is the host authority.,,,,,,,,
"Communities, Culture, Leisure and Tourism",Active Suffolk,Supplies and Services,Furniture and Equipment,45688,VI-130430,494.78,Revenue,Amazon Payments UK Limited (Business Acc)
"Communities, Culture, Leisure and Tourism",Active Suffolk,Supplies and Services,General Purchases,45667,VI-129216,780,Revenue,Cuttlefish Multimedia
"Communities, Culture, Leisure and Tourism",Active Suffolk,Supplies and Services,General Purchases,45667,VI-129218,4125,Revenue,Cuttlefish Multimedia
"Communities, Culture, Leisure and Tourism",Active Suffolk,Supplies and Services,Marketing & Promotions,45672,VI-129585,975,Revenue,Jellyfielder Studios
"Communities, Culture, Leisure and Tourism",Active Suffolk,Supplies and Services,General Purchases,45688,VI-130616,1000,Revenue,Nuffield Health Ipswich Hospital
"Communities, Culture, Leisure and Tourism",Active Suffolk,Supplies and Services,General Purchases,45677,VI-129980,272.5,Revenue,Ufford Park Ltd
"Communities, Culture, Leisure and Tourism",Active Suffolk,Supplies and Services,General Purchases,45681,VI-130270,335,Revenue,Ufford Park Ltd
,,,,,,,,
,,,,,,,,
,,,,,,,,
The source of the data being used cannot separate out Value Added Tax which cannot be recovered. In these ,,,,,,,,
instances the gross amount or full charge to the council has been shown.,,,,,,,,
