Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
"Children, Education and Families",BLENHEIM PRIMARY SCHOOL (ACADEMY),45021,5029776,5115.19,TCR IND SCHOOL
"Children, Education and Families",BLENHEIM PRIMARY SCHOOL (ACADEMY),45021,5029776,5124.8,TCR IND SCHOOL
RRH Capital Total,BLOOM PROCUREMENT SERVICES LTD,45021,5029777,10755,TCR STAFF AGENCY
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45021,5029778,5588.149999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45021,5029778,400.3,TCR DOMICILIARY PROVIDER
Adult Care and Health,BRIDGES HEALTHCARE & NURSING LTD,45021,5029779,5478.77,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029782,11841.9,IND OTHER
Adult Care and Health,BROMLEY GP ALLIANCE LTD,45021,5029784,1521,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029785,750,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029785,16957.14,OTHER CREDS
Adult Care and Health,BROMLEY THIRD SECTOR ENTERPRISE CIC,45021,5029786,59729.79,TCR SUPPLIER GENERAL
Adults Balance Sheet Total,CANNON CARS,45021,5029790,13779.66,TCR TRANSPORT
Adults Balance Sheet Total,CANNON CARS,45021,5029790,13.3,TCR TRANSPORT
"Children, Education and Families",CANNON CARS,45021,5029791,25299.42,TCR TRANSPORT
Adult Care and Health,CARE DIRECT UK LTD,45021,5029792,11606.06,TCR SUPPLIER GENERAL
Adult Care and Health,CARE DIRECT UK LTD,45021,5029792,713.2299999999999,TCR SUPPLIER GENERAL
Adult Care and Health,CARE WORLD AGENCY LTD,45021,5029793,3841.6099999999988,TCR SUPPLIER GENERAL
Adult Care and Health,CARE WORLD AGENCY LTD,45021,5029793,36.24,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029794,3848.78,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029794,144.99,TCR SUPPLIER GENERAL
"Children, Education and Families",CENTAUR OVERLAND TRAVEL LTD,45021,5029795,194237.48,TCR TRANSPORT
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029796,5643.7300000000005,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029796,1347.25,TCR SUPPLIER GENERAL
"Children, Education and Families",CHILDRENS SERVICES NETWORK,45021,5029797,6720,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",CIPFA BUSINESS LTD,45021,5029798,2920,VENDOR
"Resources, Commissioning and Contracts Management",CIPFA BUSINESS LTD,45021,5029798,0,VENDOR
Adult Care and Health,CITY OF LONDON CORPORATION,45021,5029799,2750,TCR SUPPLIER GENERAL
Adults Balance Sheet Total,REDACTED PERSONAL DATA,45021,5029800,18914,TCR TRANSPORT
Adult Care and Health,CREATIVE SUPPORT LTD,45021,5029802,45136,TCR SUPPLIER GENERAL
"Children, Education and Families",CROYDON PRIVATE HIRE LTD,45021,5029803,960,TCR TRANSPORT
"Children, Education and Families",CROYDON PRIVATE HIRE LTD,45021,5029804,61114,TCR TRANSPORT
Adult Care and Health,DAY TO DAY CARE LTD,45021,5029809,1471.78,TCR DOMICILIARY PROVIDER
Adult Care and Health,DAY TO DAY CARE LTD,45021,5029809,69.52,TCR DOMICILIARY PROVIDER
Adult Care and Health,DAY TO DAY CARE LTD,45021,5029809,191.22,TCR DOMICILIARY PROVIDER
"Resources, Commissioning and Contracts Management",DEKA CHAMBERS ,45021,5029812,750,TCR LEGAL
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029813,18126.350000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029813,2348.27,TCR DOMICILIARY PROVIDER
Insurance Fund Holding Account Total,DWF LLP,45021,5029816,2310.3,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45021,5029817,875,TCR TRAINING
Adult Care and Health,ELMES HOMECARE LTD,45021,5029818,2781.0399999999995,TCR DOMICILIARY PROVIDER
Adult Care and Health,ETERNAL CARE UK LTD,45021,5029820,4062.52,TCR DOMICILIARY PROVIDER
Adult Care and Health,ETERNAL CARE UK LTD,45021,5029820,4351.12,TCR DOMICILIARY PROVIDER
Adult Care and Health,EUROPEAN NURSING AGENCY,45021,5029821,1200,OTHER CREDS
"Renewal, Recreation and Housing",FORESHAW BUILDING SERVICES LIMITED,45021,5029822,421.65,SUB-CONTRACTOR
Environment & Community Services,GLENDALE GROUNDS MANAGEMENT LTD,45021,5029823,39648.82,SUB-CONTRACTOR
Environment & Community Services,GLENDALE GROUNDS MANAGEMENT LTD,45021,5029823,132.5,SUB-CONTRACTOR
Adult Care and Health,HATS GROUP LTD,45021,5029826,6879.62,TCR SUPPLIER GENERAL
"Children, Education and Families",HATS GROUP LTD,45021,5029826,228819.38,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029827,4326.420000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,INVICTA TELECARE LTD,45021,5029831,2998.07,VENDOR
Environment & Community Services,REDACTED PERSONAL DATA,45021,5029833,10143.149999999998,SUB-CONTRACTOR
ECS Capital Total,JB RINEY & CO LTD (MINOR WORKS),45021,5029834,239.20000000000002,SUB-CONTRACTOR
Enviromnent Balance Sheet Total,JB RINEY & CO LTD (MINOR WORKS),45021,5029834,310.29,SUB-CONTRACTOR
Environment & Community Services,JB RINEY & CO LTD (MINOR WORKS),45021,5029834,89314.24000000022,SUB-CONTRACTOR
Environment & Community Services,JB RINEY & CO LTD (MINOR WORKS),45021,5029834,498.77,SUB-CONTRACTOR
Environment & Community Services,JB RINEY & CO LTD (MINOR WORKS),45021,5029834,34.82,SUB-CONTRACTOR
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029835,570,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029836,519.12,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029837,519.12,TCR RESIDENTIAL HOME
"Children, Education and Families",KENT COUNTY COUNCIL (KCS),45021,5029842,853.89,PCS LOCAL AUTH
Adult Care and Health,KENTISH HOMECARE AGENCY LTD,45021,5029843,1884.3300000000004,VENDOR
Adult Care and Health,KENTISH HOMECARE AGENCY LTD,45021,5029843,1640.6599999999999,VENDOR
Adult Care and Health,KENTISH HOMECARE AGENCY LTD,45021,5029843,79.76,VENDOR
Control Balance Sheet Total,KINTO UK LIMITED,45021,5029845,13261.460000000001,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029846,2635.3599999999997,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029846,428.82,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029846,175.33,TCR DOMICILIARY PROVIDER
Adult Care and Health,LADYBIRDS 1991 LTD,45021,5029847,6786,TCR SUPPLIER GENERAL
"Children, Education and Families",LADYBIRDS 1991 LTD,45021,5029847,610,TCR SUPPLIER GENERAL
"Children, Education and Families",LADYBIRDS 1991 LTD,45021,5029847,211324.99,TCR SUPPLIER GENERAL
"Children, Education and Families",LADYBIRDS 1991 LTD,45021,5029847,35182,TCR SUPPLIER GENERAL
"Children, Education and Families",LADYBIRDS 1991 LTD,45021,5029847,3177,TCR SUPPLIER GENERAL
"Children, Education and Families",LAMBOURNE END LTD,45021,5029848,2300,VOS CHARITY ORG
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45021,5029849,2672,TCR LANDLORD
Control Balance Sheet Total,LEX AUTOLEASE LTD,45021,5029850,4062.54,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029851,11934.5,IND AGENCY CARERS
RCCM Capital Total,LIBERATA UK LIMITED,45021,5029852,12688.2,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029853,770,TCR SUPPLIER GENERAL
Adults Balance Sheet Total,REDACTED PERSONAL DATA,45021,5029855,9150,TCR TRANSPORT
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029856,920,TCR TRANSPORT
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029856,41487.4,TCR TRANSPORT
Adult Care and Health,LONE CARE SERVICES LTD,45021,5029857,1477.28,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029860,598,TCR SUPPLIER GENERAL
Adult Care and Health,MACKLEY HOME CARE LTD,45021,5029861,1222.6100000000015,TCR DOMICILIARY PROVIDER
Insurance Fund Holding Account Total,MANSFIELD SOLICITORS AND ADVOCATES LTD,45021,5029862,2770,TCR LEGAL
Adult Care and Health,MEARS EXTRA CARE LIMITED,45021,5029865,1449.72,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029866,10040,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029872,782,TCR TRANSPORT
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029879,18032,TCR TRANSPORT
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029896,923.4,TCR TRANSPORT
Adult Care and Health,NAVLETTE O MCFARLANE,45021,5029902,2800,TCR RESIDENTIAL HOME
"Children, Education and Families",NEXT THING EDUCATION CAMPS LTD,45021,5029905,3600,COMPANY
"Children, Education and Families",NONSTOP CONSULTING LTD,45021,5029906,6150,TCR STAFF AGENCY
Public Protection and Enforcement,NTI AUDIO UK LTD,45021,5029907,1750,TCR SUPPLIER GENERAL
Enviromnent Balance Sheet Total,ORPINGTON FIRST LTD,45021,5029908,78174.19,TCR SUPPLIER GENERAL
Adult Care and Health,PASANTE HEALTHCARE,45021,5029909,4158,PCS HEALTH AUTH
Adult Care and Health,PETTS WOOD HOMECARE LTD,45021,5029912,1529.0700000000002,TCR SUPPLIER GENERAL
"Children, Education and Families",PG PASSENGER SERVICES LTD,45021,5029913,59085.08,TCR TRANSPORT
RCCM Capital Total,PICK EVERARD,45021,5029914,5500,TCR SUPPLIER GENERAL
CEF Capital Total,PINNACLE ESP LTD,45021,5029915,1253,TCR CONSULTANT
"Children, Education and Families",PRINTING PROGRESS LTD,45021,5029916,4080,TCR SUPPLIER GENERAL
"Children, Education and Families",PRO TOUCH SA COMMUNITY INTEREST COMPANY,45021,5029917,1915,COMPANY
CEF Balance Sheet Total,REDACTED PERSONAL DATA,45021,5029918,1260,IND TRAINING
Adult Care and Health,REMARK ! LIVING,45021,5029920,831.9999999999998,TCR DOMICILIARY PROVIDER
"Children, Education and Families",RIVERSIDE SCHOOL,45021,5029921,645,LBB SCHOOL
"Resources, Commissioning and Contracts Management",ROYAL BOROUGH OF GREENWICH,45021,5029922,13045.83,PCS LOCAL AUTH
"Children, Education and Families",REDACTED PERSONAL DATA,45021,5029924,524.4,TCR LANDLORD
"Resources, Commissioning and Contracts Management",SEARCYS TANSLEY & CO LTD,45021,5029926,7500,TCR SUPPLIER GENERAL
Adult Care and Health,ST CHRISTOPHERS SYDENHAM,45021,5029931,8635,TCR RESIDENTIAL HOME
Adult Care and Health,ST ELIZABETH'S CENTRE,45021,5029932,3904.2200000000066,TCR RESIDENTIAL HOME
"Children, Education and Families",ST ELIZABETH'S CENTRE,45021,5029932,1203.65,TCR RESIDENTIAL HOME
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45021,5029933,800,TCR LANDLORD
Adult Care and Health,SUNBIRD CARE LTD,45021,5029934,982.94,TCR DOMICILIARY PROVIDER
CEF Balance Sheet Total,TALKING LIFE LTD,45021,5029935,575,TCR SUPPLIER GENERAL
"Children, Education and Families",TEACHERS PENSIONS,45021,5029937,29785.5,OTHER CREDS
"Renewal, Recreation and Housing",TERRAQUEST SOLUTIONS LTD,45021,5029938,9856,TCR CONSULTANT
Adult Care and Health,THAMES WATER UTILITIES LTD,45021,5029939,624.2,SUB-CONTRACTOR
Adult Care and Health,THAMES WATER UTILITIES LTD,45021,5029940,636.66,SUB-CONTRACTOR
"Renewal, Recreation and Housing",THAMES WATER UTILITIES LTD,45021,5029941,4088.8,SUB-CONTRACTOR
"Children, Education and Families",THE DUNRAVEN EDUCATIONAL TRUST,45021,5029943,1200,PCS LA SCHOOL
"Children, Education and Families",TKG LTD,45021,5029945,1836.81,TCR TRANSPORT
"Children, Education and Families",TRINITY CHURCH OF ENGLAND SCHOOL,45021,5029949,600,PCS LA SCHOOL
Adult Care and Health,REDACTED PERSONAL DATA,45021,5029950,509.6,IND GRANTS
"Renewal, Recreation and Housing",TURNBULL LAND LTD,45021,5029951,4050,COMPANY
Public Protection and Enforcement,TYCO FIRE & INTEGRATED SOLUTIONS,45021,5029953,523.47,TCR SUPPLIER GENERAL
RRH Capital Total,WATERSIDE & ASSOCIATES LTD,45021,5029954,5356,SUB-CONTRACTOR
"Children, Education and Families",ACADEMY21 LTD,45022,220030,2916,TCR SUPPLIER GENERAL
CEF Capital Total,ALEXANDRA INFANT SCHOOL (ACADEMY),45022,220031,3128,TCR IND SCHOOL
Enviromnent Balance Sheet Total,REDACTED PERSONAL DATA,45022,220032,1513,IND OTHER
"Children, Education and Families",JACK PETCHEY FOUNDATION,45022,220037,2248.75,VENDOR
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45022,220048,675,IND REFUND
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45022,220051,755,IND REFUND
Pension Rev Total,LONDON BOROUGH OF LEWISHAM,45022,1000558,77416.09,PCS LOCAL AUTH
Pension Rev Total,ROYAL BOROUGH OF GREENWICH,45022,1000570,38232.88,PCS LOCAL AUTH
Pension Rev Total,SCHRODER INVESTMENT MANAGEMENT LTD,45022,1000571,258917.59999999998,TCR SUPPLIER GENERAL
Pension Rev Total,THE LONDON PENSIONS FUND AUTHORITY,45022,1000573,20514.67,OTHER CREDS
"Resources, Commissioning and Contracts Management",A TO Z COURIERS,45022,5029956,448.67,TCR SUPPLIER GENERAL
"Children, Education and Families",ACADEMY TRAINING & CONSULTANCY,45022,5029957,1491,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45022,5029958,45291.88,SUB-CONTRACTOR
"Children, Education and Families",ALLPAY LTD,45022,5029959,1426.7999999999995,TCR SUPPLIER GENERAL
Adult Care and Health,ANCHOR HANOVER GROUP,45022,5029960,35923.72,TCR RESIDENTIAL HOME
"Children, Education and Families",APPROPRIATE ADULTS UK LTD,45022,5029961,591.25,TCR LEGAL
"Children, Education and Families",BROMLEY HEALTHCARE COMMUNITY INTEREST CO LTD,45022,5029964,3600.99,TCR SUPPLIER GENERAL
"Children, Education and Families",CACI LIMITED,45022,5029967,19523.9,OTHER CREDS
"Renewal, Recreation and Housing",CAMPBELL TICKELL LIMITED,45022,5029968,6775,TCR SUPPLIER GENERAL
"Children, Education and Families",CANNON CARS,45022,5029969,896.83,TCR TRANSPORT
Adult Care and Health,CARE OUTLOOK LIMITED,45022,5029970,1238.81,TCR SUPPLIER GENERAL
Adult Care and Health,CARE OUTLOOK LIMITED,45022,5029970,467.05999999999995,TCR SUPPLIER GENERAL
Adult Care and Health,CENTRAL LON COMM HEALTH,45022,5029971,774.67,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45022,5029973,2070,TCR TRANSPORT
"Children, Education and Families",REDACTED PERSONAL DATA,45022,5029973,279080.5,TCR TRANSPORT
"Renewal, Recreation and Housing",CONTINENTAL DRIFTS LTD,45022,5029975,2000,COMPANY
"Children, Education and Families",REDACTED PERSONAL DATA,45022,5029976,6284,IND CARERS/MOTHERS
Insurance Fund Holding Account Total,DAC BEACHCROFT CLAIMS LTD,45022,5029979,570,TCR LEGAL
Adult Care and Health,DIAGRAMA HEALTHCARE SERVICES LTD,45022,5029981,604.67,ST SUPP LODGE
"Children, Education and Families",REDACTED PERSONAL DATA,45022,5029982,4400,CHILDRENS RES UNITS
Adult Care and Health,EDF ENERGY CUSTOMERS PLC,45022,5029983,1570.6,TCR UTILITY
"Children, Education and Families",EDF ENERGY CUSTOMERS PLC,45022,5029983,1047.07,TCR UTILITY
Control Balance Sheet Total,REDACTED PERSONAL DATA,45022,5029984,5454.71,IND REFUND
"Children, Education and Families",EON NEXT,45022,5029986,952.37,TCR UTILITY
"Children, Education and Families",EON NEXT,45022,5029986,952.38,TCR UTILITY
"Renewal, Recreation and Housing",FIRST AID COVER LTD,45022,5029987,560,COMPANY
"Children, Education and Families",REDACTED PERSONAL DATA,45022,5029988,5513.57,CHILDRENS RES UNITS
"Renewal, Recreation and Housing",HEADLINE SECURITY LTD,45022,5029990,1040,COMPANY
"Resources, Commissioning and Contracts Management",HEYWOOD LTD,45022,5029991,6000,TCR SUPPLIER GENERAL
Adult Care and Health,INVICTA24 PLUS LTD,45022,5029993,8651.850000000002,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",JACKIE HARROP LTD,45022,5029994,2000,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",JADU LTD,45022,5029996,12000,TCR SUPPLIER GENERAL
"Children, Education and Families",JAMMA UMOJA [RESIDENTIAL SERVICES] LTD,45022,5029997,9958,OTHER CREDS
"Children, Education and Families",JAMMA UMOJA [RESIDENTIAL SERVICES] LTD,45022,5029997,3638,OTHER CREDS
"Children, Education and Families",KASPER LTD,45022,5029999,4021.94,VENDOR
"Children, Education and Families",KELLY EXECUTIVE LTD,45022,5030000,54455.86,TCR TRANSPORT
Control Balance Sheet Total,KINTO UK LIMITED,45022,5030002,6010.17,TCR SUPPLIER GENERAL
"Children, Education and Families",LADYBIRDS 1991 LTD,45022,5030003,1126,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45022,5030005,2259.2000000000007,TCR LANDLORD
"Resources, Commissioning and Contracts Management",LEXISNEXIS,45022,5030006,583,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45022,5030007,857.5,IND AGENCY CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45022,5030008,453.25,TCR SUPPLIER GENERAL
Control Balance Sheet Total,MEDIGOLD HEALTH CONSULTANCY LTD,45022,5030012,3505.25,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",MEDIGOLD HEALTH CONSULTANCY LTD,45022,5030012,0,TCR SUPPLIER GENERAL
"Children, Education and Families",MIDFIELD PRIMARY SCHOOL (ACADEMY),45022,5030013,6046.5,TCR IND SCHOOL
"Renewal, Recreation and Housing",MIDOS MANAGEMENT CO LTD,45022,5030014,10440,TCR SUPPLIER GENERAL
Control Balance Sheet Total,REDACTED PERSONAL DATA,45022,5030016,886.57,REFUNDS
"Children, Education and Families",NEST CHILD CONTACT & FAMILY SUPPORT SERVICES,45022,5030023,1390,COMPANY
"Children, Education and Families",NEST CHILD CONTACT & FAMILY SUPPORT SERVICES,45022,5030024,1600,COMPANY
"Resources, Commissioning and Contracts Management",NISBETS PLC,45022,5030025,599.94,VENDOR
"Resources, Commissioning and Contracts Management",OPUS ENERGY LTD,45022,5030026,774.73,TCR UTILITY
"Resources, Commissioning and Contracts Management",OPUS ENERGY LTD,45022,5030027,1796.66,TCR UTILITY
"Renewal, Recreation and Housing",ORCHARD INFORMATION SYSTEMS LTD,45022,5030028,560,TCR SUPPLIER GENERAL
Adult Care and Health,PAPYRUS PREVENTION OF YOUNG SUICIDE,45022,5030029,2200,TCR TRAINING
"Renewal, Recreation and Housing",PARTICIPATION PEOPLE,45022,5030030,5970,TCR CONSULTANT
"Renewal, Recreation and Housing",PEDAL POWER PEOPLE LTD,45022,5030031,1990,COMPANY
CEF Capital Total,PELLINGS LLP,45022,5030032,7881.69,VENDOR
Adult Care and Health,PLUM CARE LTD,45022,5030034,16186.089999999982,TCR DOMICILIARY PROVIDER
