SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,AFFINITY FOSTERING SERVICES LTD,3138026,5071977,45356,15403.060000000001,TCR SUPPLIER GENERAL
 Referral and Assessment Service,"Children, Education and Families",66219,No Recourse to Public Funds - Accommodation,APEX HOUSING SOLUTIONS LTD,3119584,5071979,45356,2320,TCR LANDLORD
 Civic Centre Development Strategy,RCCM Capital Total,68117,Building Acquisition Costs,ASCOT SERVICES UK LTD,3202928,5071980,45356,1967.4,TCR SUPPLIER GENERAL
 Facilities & Support,"Resources, Commissioning and Contracts Management",62111,Facilities Management,ASCOT SERVICES UK LTD,3202928,5071980,45356,2186,TCR SUPPLIER GENERAL
 Facilities & Support,"Resources, Commissioning and Contracts Management",62111,Facilities Management,ASCOT SERVICES UK LTD,3202928,5071981,45356,12895,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65584,Community Homes,BACK ON TRACK CHILDREN SERVICES SE LTD,3202433,5071983,45356,24546.43,TCR RESIDENTIAL HOME
 Basic Needs,CEF Capital Total,68159,Survey Fees,BAILY GARNER LLP,3033397,5071984,45356,3500,OTHER CREDS
 Investment and Non-Operational Property,"Resources, Commissioning and Contracts Management",64323,Legal Fees,BEVAN BRITTAN,3123412,5071985,45356,13200,TCR LEGAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,BLUEFIELD CARE SERVICES LTD,3143988,5071986,45356,14442.619999999994,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,BLUEFIELD CARE SERVICES LTD,3143988,5071986,45356,158.81,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,BLUEFIELD CARE SERVICES LTD,3143988,5071986,45356,1093.49,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,BM HOMECARE LTD,3148731,5071987,45356,9831.36,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,BM HOMECARE LTD,3148731,5071987,45356,1214.72,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,BRIDGES HEALTHCARE & NURSING LTD,3129134,5071988,45356,1199.68,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,BRIDGES HEALTHCARE & NURSING LTD,3129134,5071989,45356,2022.44,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,BRIGHT FUTURE SEMI INDEPENDENT LIVING,3145825,5071990,45356,6500,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,BRIGHT FUTURE SEMI INDEPENDENT LIVING,3145825,5071990,45356,16700,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",64353,Placement Support,BRIGHT FUTURE SEMI INDEPENDENT LIVING,3145825,5071990,45356,6720,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",63213,Client Transport,CANNON CARS,1664360,5071994,45356,458.24,TCR TRANSPORT
 Parks and Green Space,Environment & Community Services,62316,Water and Sewerage,CASTLE WATER LTD,3139896,5071996,45356,2737.7000000000003,TCR UTILITY
 Safeguarding and Care Planning West,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3202442,5071997,45356,1350,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",65517,Family Assessments,CHILDREN & FAMILILES ACROSS BORDERS (CFAB),3120790,5071998,45356,895.44,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CHOICE SUPPORT,3115662,5071999,45356,598,TCR RESIDENTIAL HOME
 Basic Needs,CEF Capital Total,68154,Capital Main Works,COMPASS ACADEMY TRUST,3151568,5072000,45356,6039,TCR IND SCHOOL
 Allocations & Accommodation,"Renewal, Recreation and Housing",64331,Miscellaneous Expenses,CPFC COMMERCIAL,3204321,5072001,45356,3500,COMPANY
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,DAY TO DAY CARE LTD,3028207,5072002,45356,1379.5,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,DAY TO DAY CARE LTD,3028207,5072002,45356,73.68,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,DAY TO DAY CARE LTD,3028207,5072002,45356,270.3,TCR DOMICILIARY PROVIDER
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,DOTS FOR CHILDREN LTD,3149121,5072003,45356,505.56000000000006,TCR CONSULTANT
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,DYNAMIC CARE LTD,3141636,5072004,45356,10296.42,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,DYNAMIC CARE LTD,3141636,5072004,45356,3321.4300000000003,TCR SUPPLIER GENERAL
 HR,"Resources, Commissioning and Contracts Management",61420,Merit reward costs pending re-allocation,EDENRED (UK GROUP) LTD,3145530,5072005,45356,4845,TCR SUPPLIER GENERAL
 Investment and Non-Operational Property,"Resources, Commissioning and Contracts Management",62211,Electricity,EDF ENERGY CUSTOMERS PLC,3101264,5072007,45356,596.12,TCR UTILITY
 Bromley Youth Support Programme,"Children, Education and Families",64348,General Contingency,REDACTED PERSONAL DATA,3201693,5072008,45356,6400,SOLETRADER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,ELMES HOMECARE LTD,3150234,5072009,45356,2242.8,TCR DOMICILIARY PROVIDER
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,REDACTED PERSONAL DATA,3148449,5072010,45356,2456.49,TCR CONSULTANT
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,ENTERPRISE CARE SUPPORT LTD,3152900,5072011,45356,11575.669999999996,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,ENTERPRISE CARE SUPPORT LTD,3152900,5072011,45356,366.94,TCR DOMICILIARY PROVIDER
 Provision of Housing and Library Improvement Works in West Wickham ,RRH Capital Total,68155,Consultants Costs,ETEC ASSOCIATES LTD,3202428,5072012,45356,1950,COMPANY
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,ETERNAL CARE UK LTD,3126584,5072013,45356,3710.7699999999995,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,ETERNAL CARE UK LTD,3126584,5072013,45356,4474.67,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,EUROPEAN NURSING AGENCY,3014503,5072014,45356,2402.4,OTHER CREDS
 Parks and Green Space,Environment & Community Services,62511,Grounds Maintenance Costs,FRIENDS OF CATOR AND ALEXANDRA,3204264,5072015,45356,5000,VOS VOLUNTARY ASSOC
 Arboriculture Management,Environment & Community Services,64348,General Contingency,GRISTWOOD & TOMS (TREE CONTRACTORS) LTD,3027886,5072016,45356,79552.8,OTHER CREDS
 Planning,"Renewal, Recreation and Housing",61436,Staff Advertising,HAYMARKET MEDIA GROUP LTD,3129287,5072017,45356,1695,TCR SUPPLIER GENERAL
 TFM Client Monitoring Team,"Resources, Commissioning and Contracts Management",62124,Water Services Maintenance,REDACTED PERSONAL DATA,3152059,5072018,45356,5605.47,LBB OTHER
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3151114,5072019,45356,4142.85,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3151114,5072020,45356,4142.94,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,REDACTED PERSONAL DATA,3151114,5072020,45356,579.91,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",64353,Placement Support,REDACTED PERSONAL DATA,3151114,5072021,45356,1160,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3151114,5072021,45356,13049.87,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,REDACTED PERSONAL DATA,3151114,5072021,45356,828.69,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,REDACTED PERSONAL DATA,3201252,5072022,45356,5644.28,CHILDRENS RES UNITS
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,INVICTA24 PLUS LTD,3135593,5072024,45356,9510.899999999998,TCR SUPPLIER GENERAL
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,INVICTA24 PLUS LTD,3135593,5072024,45356,16.88,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151820,5072025,45356,2812.7300000000005,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151820,5072025,45356,41.9,TCR DOMICILIARY PROVIDER
 Housing Options & Support ,"Renewal, Recreation and Housing",65550,Payment to Private Sector Landlords PSL,K7 RESIDENTIAL LTD,3204077,5072027,45356,2500,TCR LANDLORD
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3152013,5072028,45356,2380.48,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3152013,5072028,45356,467.04,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3152013,5072028,45356,453.98,TCR DOMICILIARY PROVIDER
 Safeguarding and Care Planning East,"Children, Education and Families",63213,Client Transport,LADYBIRDS 1991 LTD,3133008,5072029,45356,2197,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,LANGUAGE REACH,3145885,5072030,45356,1672.24,TCR SUPPLIER GENERAL
 Strategic & Operational Property,"Resources, Commissioning and Contracts Management",62126,Reactive Repairs,REDACTED PERSONAL DATA,3152866,5072031,45356,13440,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,LONE CARE SERVICES LTD,3146246,5072032,45356,1355.9500000000003,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,LONE CARE SERVICES LTD,3146246,5072032,45356,727.2,TCR DOMICILIARY PROVIDER
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,M E HORSTEAD LTD,3204266,5072033,45356,3680,CONTRACTOR
 DFG - Renovation Grant,RRH Capital Total,68160,Grants Paid,M E HORSTEAD LTD,3204266,5072034,45356,5916.4,CONTRACTOR
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,MACKLEY HOME CARE LTD,3022707,5072035,45356,599.62,TCR DOMICILIARY PROVIDER
 Control - Comensura Acct,Control Balance Sheet Total,21444,Other Creditors Other Entities and Individuals,MATRIX SCM LIMITED,3151110,5072036,45356,369297.44,IRC_JOB_AGENCY
 Control - Comensura Acct,Control Balance Sheet Total,21444,Other Creditors Other Entities and Individuals,MATRIX SCM LIMITED,3151110,5072037,45356,385647.49,IRC_JOB_AGENCY
 Carbon Management ,Environment & Community Services,64315,Consultancy Fees,MAYDENCROFT LTD,3203906,5072038,45356,3300,TCR CONSULTANT
 Housing Options & Support ,"Renewal, Recreation and Housing",65550,Payment to Private Sector Landlords PSL,REDACTED PERSONAL DATA,3151638,5072039,45356,2400,TCR LANDLORD
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151863,5072041,45356,5318.320000000001,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151863,5072041,45356,48.09,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,NOMASE CARE LTD,3201455,5072043,45356,2750.79,IND RESIDENTIAL
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,NOMASE CARE LTD,3201455,5072043,45356,166.88,IND RESIDENTIAL
 Basic Needs,CEF Capital Total,68155,Consultants Costs,PELLINGS LLP,1401602,5072046,45356,7655.61,VENDOR
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5072051,45356,622.2,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5072052,45356,585,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,POTTON KARE SERVICES LTD,3137990,5072052,45356,24,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5072052,45356,111.7,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,3124055,5072054,45356,32876.41000000003,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,3124055,5072054,45356,797.9300000000001,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,3124055,5072054,45356,668.5000000000001,TCR DOMICILIARY PROVIDER
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,ST ANDREWS PRE SCHOOL,3139873,5072056,45356,4555,TCR NURSERY
 SEN and Inclusion (DSG),"Children, Education and Families",65513,School Fees,ST THOMAS MORE CATHOLIC COMPREHENSIVE SCHOOL,3201875,5072057,45356,6122.08,TCR TRAINING
 Investment and Non-Operational Property,"Resources, Commissioning and Contracts Management",64331,Miscellaneous Expenses,REDACTED PERSONAL DATA,3144622,5072058,45356,6605.78,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3103377,5072059,45356,23658.259999999995,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3103377,5072059,45356,728.5699999999999,TCR DOMICILIARY PROVIDER
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,SURESTART HOMES LTD,3136571,5072060,45356,6873,TCR SUPPLIER GENERAL
 0-25 Children Service,"Children, Education and Families",65584,Community Homes,THE DRIVE CARE HOMES LTD,3102504,5072061,45356,27795.59,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,THE NATIONAL FOSTERING AGENCY LTD,3106374,5072062,45356,15355.849999999999,TCR SUPPLIER GENERAL
 Referral and Assessment Service,"Children, Education and Families",65518,Fostering Agency Placements,THE NATIONAL FOSTERING AGENCY LTD,3106374,5072062,45356,4063.17,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65518,Fostering Agency Placements,THE NATIONAL FOSTERING AGENCY LTD,3106374,5072062,45356,11106.3,TCR SUPPLIER GENERAL
 0-25 Children Service,"Children, Education and Families",65518,Fostering Agency Placements,THE NATIONAL FOSTERING AGENCY LTD,3106374,5072062,45356,5998.5,TCR SUPPLIER GENERAL
 0-25 Children Service,"Children, Education and Families",63213,Client Transport,TKG LTD,3121236,5072063,45356,6378.4,TCR TRANSPORT
 Direct Services,Adult Care and Health,64118,Specialist Equipment for Service Provision,REDACTED PERSONAL DATA,3118898,5072065,45356,1498.8,IND GRANTS
 Facilities & Support,"Resources, Commissioning and Contracts Management",62126,Reactive Repairs,WLS LTD,3201632,5072066,45356,4950,CONTRACTOR
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3203792,5072067,45356,7161,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",64353,Placement Support,REDACTED PERSONAL DATA,3203792,5072067,45356,625,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3202425,5072068,45356,530,IND CARERS
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3202425,5072068,45356,516.54,IND CARERS
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3149523,5072070,45356,1286.57,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3149523,5072070,45356,1033.08,IND FOSTER CARER
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3142673,5072073,45356,2396.64,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3131659,5072074,45356,359,IND FOSTER CARER
