Beneficiary,Category/Purpose,Department,Net value,VAT Value,Gross,Date incurred -Payment Date
Dream Home Care LTD,Domiciliary Care,Personalisation,2280.36,0,2280.36,45182
Dream Home Care LTD,Domiciliary Care,Personalisation,2324,0,2324,45120
Dream Home Care LTD,Domiciliary Care,Personalisation,2324,0,2324,45120
Dream Home Care LTD,Domiciliary Care,Personalisation,2324,0,2324,45149
Dream Home Care LTD,Domiciliary Care,Personalisation,2443,0,2443,45182
Dream Home Care LTD,Domiciliary Care,Personalisation,2478.72,0,2478.72,45120
Dream Home Care LTD,Domiciliary Care,Personalisation,2478.72,0,2478.72,45149
Dream Home Care LTD,Domiciliary Care,Personalisation,2553.29,0,2553.29,45182
Dream Home Care LTD,Domiciliary Care,Personalisation,2511.92,0,2511.92,45120
Dream Home Care LTD,Carer's Service,Personalisation,177.28,0,177.28,45120
Dream Home Care LTD,Domiciliary Care,Personalisation,2788.8,0,2788.8,45120
Dream Home Care LTD,Domiciliary Care,Personalisation,2788.8,0,2788.8,45149
Dream Home Care LTD,Domiciliary Care,Personalisation,2866.48,0,2866.48,45120
Dream Home Care LTD,Domiciliary Care,Personalisation,2866.48,0,2866.48,45149
Dream Home Care LTD,Domiciliary Care,Personalisation,2931.6,0,2931.6,45182
Dream Home Care LTD,Domiciliary Care,Personalisation,3013.28,0,3013.28,45182
Dream Home Care LTD,Domiciliary Care,Personalisation,3419.62,0,3419.62,45120
Dream Home Care LTD,Domiciliary Care,Personalisation,3430.24,0,3430.24,45149
Dream Home Care LTD,Domiciliary Care,Personalisation,3605.88,0,3605.88,45182
Dream Home Care LTD,Domiciliary Care,Personalisation,977.2,0,977.2,45182
Dream Home Care LTD,Domiciliary Care,Personalisation,3024,0,3024,45182
Dream Home Care LTD,Domiciliary Care,Personalisation,1859.2,0,1859.2,45149
Dream Home Care LTD,Domiciliary Care,Personalisation,6048,0,6048,45149
Driscoll Kingston & Co,Legal Fees,Housing Repairs,17000,0,17000,45173
Driscoll Kingston & Co Limited,Legal Fees,Housing Repairs,1500,0,1500,45133
Driscoll Kingston & Co Limited,Legal Fees,Housing Repairs,4500,0,4500,45119
Driscoll Kingston & Co Limited,Legal Fees,Housing Repairs,6000,0,6000,45133
Driscoll Kingston & Co Ltd,Legal Fees,Housing Repairs,1000,0,1000,45110
DSA Prospect Limited,Consultants Fees,Adult Skills Budget,2000,400,2400,45167
DSI Billing Services Ltd,Printing (external),Tenant Services,4306.61,861.322,5167.932,45124
DSSL Group Ltd,Security Costs,Closed Circuit TV Management,1180,236,1416,45197
DSSL Group Ltd,Computer Maintenance,Closed Circuit TV Management,5633.33,1126.656,6759.986,45112
DSSL Group Ltd,Computer Maintenance,Closed Circuit TV Management,5633.33,1126.656,6759.986,45145
DSSL Group Ltd,Computer Maintenance,Closed Circuit TV Management,5633.33,1126.656,6759.986,45174
DSSL Group Ltd,Computer Maintenance,Closed Circuit TV Management,6240,1248,7488,45166
DSSL Group Ltd,Computer Maintenance,Cap - Environment,-40930.89,-8186.168,-49117.058,45197
DSSL Group Ltd,Computer Maintenance,Cap - Environment,-5342,-1068.4,-6410.4,45197
DSSL Group Ltd,Computer Maintenance,Cap - Environment,2543.06,508.612,3051.672,45197
DSSL Group Ltd,Computer Maintenance,Cap - Environment,2550.08,510.006,3060.086,45197
DSSL Group Ltd,Computer Maintenance,Cap - Environment,3048.5,609.7,3658.2,45197
DSSL Group Ltd,Computer Maintenance,Cap - Environment,3224.92,644.984,3869.904,45197
DSSL Group Ltd,Computer Maintenance,Cap - Environment,5063.06,1012.612,6075.6720000000005,45155
DSSL Group Ltd,Computer Maintenance,Cap - Environment,5146,1029.2,6175.2,45175
DSSL Group Ltd,Computer Maintenance,Cap - Environment,7248.8,1449.76,8698.56,45197
DSSL Group Ltd,Computer Maintenance,Cap - Environment,12300,2460,14760,45163
DSSL Group Ltd,Computer Maintenance,Cap - Environment,15560,3112,18672,45163
DSSL Group Ltd,Computer Maintenance,Cap - Environment,20895.2,4179.04,25074.24,45155
DSSL Group Ltd,Computer Maintenance,Cap - Environment,41280.89,8256.168,49537.058,45117
DSSL Group Ltd,Computer Maintenance,Cap - Environment,47431.5,9486.3,56917.8,45166
DSSL Group Ltd,Computer Maintenance,Cap - Environment,77150,15430,92580,45197
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,240,0,240,45117
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,288,0,288,45117
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,240,0,240,45189
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,288,0,288,45189
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,300,0,300,45146
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,360,0,360,45146
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,897,0,897,45189
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,1035,0,1035,45117
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,1058,0,1058,45146
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,1253.5,0,1253.5,45189
D-Triumph Care Services,Respite Costs,Children With Disabilities Client Costs,1760,0,1760,45117
D-Triumph Care Services,Respite Costs,Children With Disabilities Client Costs,1760,0,1760,45189
D-Triumph Care Services,Respite Costs,Children With Disabilities Client Costs,1980,0,1980,45170
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,1476,0,1476,45161
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,1296,0,1296,45161
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,2972,0,2972,45161
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,768,0,768,45161
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,2864,0,2864,45161
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,1008,0,1008,45161
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,3044,0,3044,45161
D-Triumph Care Services,Domiciliary Care,Children With Disabilities Client Costs,960,0,960,45161
Dulux Decorator Centre,Decoration,Housing Repairs,721.13,144.226,865.356,45120
Dulux Decorator Centre,Decoration,Housing Repairs,1210.12,242.02,1452.1399999999999,45191
Dulux Decorator Centre,Decoration,Housing Repairs,1552.33,310.47,1862.8,45191
Dulux Decorator Centre,Decoration,Housing Repairs,1628.41,325.682,1954.092,45152
Dulux Decorator Centre,Decoration,Housing Repairs,1702.08,340.42,2042.5,45191
Dun & Bradstreet Ltd,Grants and Subscript,Procurement,1290.6,258.12,1548.7199999999998,45175
DWF Law LLP,Other Agencies,Liability Insurance,501,100.2,601.2,45191
DWF Law LLP,Other Agencies,Liability Insurance,2381.5,476.3,2857.8,45156
DWF Law LLP,Other Agencies,Liability Insurance,108,0,108,45156
DWF Law LLP,Other Agencies,Liability Insurance,2604,520.8,3124.8,45156
DWP CRU,Other Agencies,Liability Insurance,743,0,743,45162
DWP CRU,Other Agencies,Liability Insurance,968,0,968,45177
DWP CRU,Other Agencies,Liability Insurance,1773.12,0,1773.12,45162
DWP CRU,Other Agencies,Motor Insurance,2892,0,2892,45152
DWP CRU,Other Agencies,Liability Insurance,1137,0,1137,45112
E IVOR HUGHES EDUCATIONAL FOUNDATIO,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,10307.25,0,10307.25,45187
E Krimholtz,Foster Payments,Asylum Client Expenditure,720,0,720,45176
E Krimholtz,Foster Payments,Asylum Client Expenditure,744,0,744,45176
E Krimholtz,Foster Payments,Asylum Client Expenditure,1080,0,1080,45176
E Krimholtz,Foster Payments,Asylum Client Expenditure,1080,0,1080,45176
E Krimholtz,Foster Payments,Asylum Client Expenditure,1080,0,1080,45176
E Krimholtz,Foster Payments,Asylum Client Expenditure,1116,0,1116,45148
E Krimholtz,Foster Payments,Asylum Client Expenditure,1116,0,1116,45148
E Krimholtz,Foster Payments,Asylum Client Expenditure,1116,0,1116,45148
E.Novation UK Ltd,Computer Maintenance,Harrow Helpline,3516.52,703.304,4219.824,45127
E.Novation UK Ltd,Computer Maintenance,Harrow Helpline,3516.52,703.304,4219.824,45127
EACH Counselling and Support,Day Care Payments,Housing Needs Grants,62274.26,0,62274.26,45132
Eagle Care Ltd,Domiciliary Care,Personalisation,918.32,0,918.32,45121
Eagle Care Ltd,Domiciliary Care,Personalisation,918.32,0,918.32,45148
Eagle Care Ltd,Domiciliary Care,Personalisation,965.32,0,965.32,45176
Eagle Care Ltd,Domiciliary Care,Personalisation,1164.34,0,1164.34,45121
Eagle Care Ltd,Domiciliary Care,Personalisation,1203.5,0,1203.5,45148
Eagle Care Ltd,Domiciliary Care,Personalisation,1265.12,0,1265.12,45176
Ealing Council,Consultants Fees,P-DSG Transport Educ - Ops,1294,0,1294,45145
Ealing Council,Grants and Subscript,IYSS,2672.5,0,2672.5,45127
Ealing Council,Grants and Subscript,IYSS,2672.5,0,2672.5,45127
Ealing Council,Consultants Fees,Dsg Outborough Placement-Fees,1650,0,1650,45173
Ealing Council,Other Agencies,Adult Strategic Management,5854,0,5854,45111
Ealing Council,Accommodation,Childrens Placements,77205,0,77205,45153
Ealing Council,Other Agencies,Procurement,12000,0,12000,45148
Ealing Homecare Limited,Domiciliary Care,Personalisation,500.82,0,500.82,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,517.25,0,517.25,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,522.74,0,522.74,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,525.81,0,525.81,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,542.32,0,542.32,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,542.33,0,542.33,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,542.33,0,542.33,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,542.33,0,542.33,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,542.33,0,542.33,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,542.48,0,542.48,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,542.48,0,542.48,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,542.48,0,542.48,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,542.48,0,542.48,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,542.48,0,542.48,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,542.48,0,542.48,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,564.4,0,564.4,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,619.52,0,619.52,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,619.52,0,619.52,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,619.52,0,619.52,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,619.52,0,619.52,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,619.52,0,619.52,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,619.52,0,619.52,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,647.13,0,647.13,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,664,0,664,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,672.28,0,672.28,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,691.73,0,691.73,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,758.19,0,758.19,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,758.28,0,758.28,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,760.78,0,760.78,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,766.58,0,766.58,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,774.88,0,774.88,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,774.88,0,774.88,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,774.88,0,774.88,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,774.88,0,774.88,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,774.88,0,774.88,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,774.88,0,774.88,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,811.02,0,811.02,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,818.72,0,818.72,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,818.72,0,818.72,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,818.72,0,818.72,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,818.72,0,818.72,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,818.72,0,818.72,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,818.72,0,818.72,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,838.3,0,838.3,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,851.92,0,851.92,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,885.61,0,885.61,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,885.61,0,885.61,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,885.61,0,885.61,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,896.38,0,896.38,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,896.4,0,896.4,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,929.6,0,929.6,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,929.6,0,929.6,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,929.6,0,929.6,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,929.6,0,929.6,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,929.6,0,929.6,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,929.6,0,929.6,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,929.6,0,929.6,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,929.6,0,929.6,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,929.6,0,929.6,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,929.6,0,929.6,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,940.88,0,940.88,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,940.88,0,940.88,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,940.88,0,940.88,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,974.08,0,974.08,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,974.08,0,974.08,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,974.08,0,974.08,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,979.4,0,979.4,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,981.08,0,981.08,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,984.72,0,984.72,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,984.72,0,984.72,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,984.72,0,984.72,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,985.13,0,985.13,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,1007.28,0,1007.28,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,1045.8,0,1045.8,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,1051.27,0,1051.27,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,1051.28,0,1051.28,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,1117.62,0,1117.62,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,1128.8,0,1128.8,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,1128.8,0,1128.8,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,1128.8,0,1128.8,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,1162.06,0,1162.06,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,1239.22,0,1239.22,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,1294.72,0,1294.72,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,966.96,0,966.96,45190
Ealing Homecare Limited,Carer's Service,Personalisation,398.4,0,398.4,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,1394.4,0,1394.4,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,1394.4,0,1394.4,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,1394.4,0,1394.4,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,1084.32,0,1084.32,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,1084.32,0,1084.32,45167
Ealing Homecare Limited,Carer's Service,Personalisation,398.4,0,398.4,45138
Ealing Homecare Limited,Carer's Service,Personalisation,398.4,0,398.4,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,1538.48,0,1538.48,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,1549.12,0,1549.12,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,1549.12,0,1549.12,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,1549.12,0,1549.12,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,1660,0,1660,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,1704.25,0,1704.25,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,1926.24,0,1926.24,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,2013.92,0,2013.92,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,2013.92,0,2013.92,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,2146.72,0,2146.72,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,2146.72,0,2146.72,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,2169.28,0,2169.28,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,2169.28,0,2169.28,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,2169.28,0,2169.28,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,2169.28,0,2169.28,45167
Ealing Homecare Limited,Domiciliary Care,Personalisation,2169.28,0,2169.28,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,2169.28,0,2169.28,45190
Ealing Homecare Limited,Domiciliary Care,Personalisation,2634.08,0,2634.08,45138
Ealing Homecare Limited,Domiciliary Care,Personalisation,2634.08,0,2634.08,45167
