Updated Beneficiary,Category/Purpose,Department,Net value,VAT Value,Gross,Date incurred -Payment Date
Royal Mail Group Plc,Postage,Financial Assessment Team,99.9,19.98,119.88,45049
Royal Mail Group Plc,Postage,Financial Assessment Team,71.68,14.34,86.02,45091
Royal Mail Group Plc,Postage,HRA Administration,29.84,5.97,35.81,45051
Royal Mail Group Plc,Postage,HRA Administration,5.92,1.18,7.1,45097
Royal Mail Group Plc,Postage,Hsg & Com Chg Ben Adm,630,126,756,45021
Royal Mail Group Plc,Postage,Parking TPO back office,315,63,378,45021
Royal Mail Group Plc,Postage,Personalisation,99.9,19.98,119.88,45078
Royal Mail Group Plc,Postage,Print Post Scanning,1739.02,197.55,1936.57,45021
Royal Mail Group Plc,Postage,Print Post Scanning,1495.31,141.67,1636.98,45034
Royal Mail Group Plc,Postage,Print Post Scanning,395,79,474,45044
Royal Mail Group Plc,Postage,Print Post Scanning,2240.14,259.52,2499.66,45047
Royal Mail Group Plc,Postage,Print Post Scanning,837.73,100.86,938.59,45058
Royal Mail Group Plc,Postage,Print Post Scanning,1635.07,273.78,1908.85,45061
Royal Mail Group Plc,Postage,Print Post Scanning,315,63,378,45068
Royal Mail Group Plc,Postage,Print Post Scanning,1249.43,148.8,1398.23,45069
Royal Mail Group Plc,Postage,Print Post Scanning,2096.87,254.19,2351.06,45082
Royal Mail Group Plc,Postage,Print Post Scanning,1488.19,155.66,1643.85,45099
Royal Mail Group Plc,Postage,Print Post Scanning,832.5,89.49,921.99,45100
Royal Mail Group Plc,Postage,Print Post Scanning,395,79,474,45103
Royal Mail Group Plc,Postage,Print Post Scanning,783.57,75.18,858.75,45104
Royal Mail Group Plc,Postage,Protection of Property,315,63,378,45033
Royal Mail Group Plc,Postage,Reg Electors-General,78,15.6,93.6,45028
Royal Mail Group Plc,Postage,Reg Electors-General,56.84,11.37,68.21,45092
Royal Mail Group Plc,Postage,Reg Electors-General,21.46,4.29,25.75,45096
Royal Mail Group Plc,Postage,Revenues - Dso,315,63,378,45021
Royal Mail Group Plc,Postage,Revenues - Dso,78060.96,15602.88,93663.84,45062
Royal Mail Group Plc,Postage,Revenues - Dso,8705.83,1739.48,10445.31,45097
Royal Mencap Society,Residential Schools,Dsg Outborough Placement-Fees,7500,0,7500,45040
Royal Mencap Society,Supptd Accommodation,Working Together - Learning Disability,3381.6,0,3381.6,45037
Royal Mencap Society,Supptd Accommodation,Working Together - Learning Disability,3494.32,0,3494.32,45069
Royal Mencap Society,Supptd Accommodation,Working Together - Learning Disability,3381.6,0,3381.6,45100
Royal National College for the Blind,Residential Schools,TU - FE Colleges,18458.33,0,18458.33,45050
Rsp Ltd,Travel Exps (public),"CLA, UASC and LC Team",628.75,0,628.75,45027
Rsp Ltd,Travel Exps (public),"CLA, UASC and LC Team",732.2,0,732.2,45057
Rsp Ltd,Travel Exps (public),"CLA, UASC and LC Team",624.1,0,624.1,45085
Rsp Ltd,Travel Exps (public),Housing Reduction Act (HRA17),293.3,0,293.3,45085
RUISLIP NURSING HOME,Nursing Care,Long Term Care,65878.57,0,65878.57,45069
RUISLIP NURSING HOME,Nursing Care,Long Term Care,13671.42,0,13671.42,45100
RUISLIP NURSING HOME,Nursing Care,Self funders L.T.- Adult Social Care,5142.86,0,5142.86,45037
RUISLIP NURSING HOME,Rec Cost Ext Non-Vat,Long Term Care,-12587.7,0,-12587.7,45069
RUISLIP NURSING HOME,Rec Cost Ext Non-Vat,Long Term Care,-2730.69,0,-2730.69,45100
Ruskin Mill Trust Ltd,Residential Placemnt,Working Together - Learning Disability,12595.54,0,12595.54,45037
Ruskin Mill Trust Ltd,Residential Placemnt,Working Together - Learning Disability,13015.39,0,13015.39,45069
Ruskin Mill Trust Ltd,Residential Placemnt,Working Together - Learning Disability,12595.55,0,12595.55,45100
S & A Specialist Tuition Ltd,Residential Schools,DSG Prov For Therapy Serv,3260.8,0,3260.8,45056
S & A Specialist Tuition Ltd,Residential Schools,DSG Prov For Therapy Serv,1652.8,0,1652.8,45086
Safe Dwellings,Semi Independent,Childrens Placements,4271.28,0,4271.28,45021
Safe Dwellings,Semi Independent,Childrens Placements,4271.28,0,4271.28,45027
Safe Partnership Limited,Build Maint Exit Cst,Homelessness,443,88.6,531.6,45068
Safe Partnership Limited,Build Maint Exit Cst,Homelessness,316,63.2,379.2,45082
Safer Activities for Everyone CIC,Other Professionals,Harrow Schools Standards & Effectivenes,132.5,0,132.5,45021
Safer Activities for Everyone CIC,Other Professionals,Harrow Schools Standards & Effectivenes,125,0,125,45050
Safer Activities for Everyone CIC,Other Professionals,Harrow Schools Standards & Effectivenes,125,0,125,45077
Safespaces (Cornholme) Ltd,Landld Rprs Exit Cts,Cap - GF Housing,7767.89,0,7767.89,45068
Saimol Trading Company,Private Contractors,Cap- Enterprise and Planning,180,36,216,45076
Salvatorian College,Catering,Household Support Grant,2362.5,0,2362.5,45065
Salvatorian College,DCLG,Homes for Ukraine,2189,0,2189,45077
Salvatorian College,Grants and Subscript,DSG SEND Support Fund,6000,0,6000,45070
Sammie Fern Ltd,Staff training - Gen,Training - Childrens Services,300,0,300,45027
Sammie Fern Ltd,Staff training - Gen,Training - Childrens Services,450,0,450,45068
Sancroft Community Care Ltd,Rents,Long Term Care,21657.53,0,21657.53,45037
Sancroft Community Care Ltd,Rents,Long Term Care,20958.9,0,20958.9,45069
Sancroft Community Care Ltd,Rents,Long Term Care,21657.53,0,21657.53,45100
Sancroft Community Care Ltd,Residential Placemnt,Long Term Care,129735,0,129735,45037
Sancroft Community Care Ltd,Residential Placemnt,Long Term Care,125550,0,125550,45069
Sancroft Community Care Ltd,Residential Placemnt,Long Term Care,129735,0,129735,45100
Sanctuary Care Ltd,Nursing Care,Long Term Care,23387.86,0,23387.86,45037
Sanctuary Care Ltd,Nursing Care,Long Term Care,24821.42,0,24821.42,45069
Sanctuary Care Ltd,Rec Cost Ext Non-Vat,Long Term Care,-4094.15,0,-4094.15,45037
Sanctuary Care Ltd,Rec Cost Ext Non-Vat,Long Term Care,-4245.58,0,-4245.58,45069
Sanctuary Care Ltd,Residential Placemnt,Long Term Care,18228,0,18228,45100
Sanctuary Home Care Limited,Residential Placemnt,Working Together - Learning Disability,6532.2,0,6532.2,45037
Sanctuary Home Care Limited,Residential Placemnt,Working Together - Learning Disability,6749.94,0,6749.94,45069
Sanctuary Home Care Limited,Residential Placemnt,Working Together - Learning Disability,6532.2,0,6532.2,45100
Santa Care Homes,Residential Placemnt,Working Together - Learning Disability,4049.83,0,4049.83,45037
Santa Care Homes,Residential Placemnt,Working Together - Learning Disability,4184.82,0,4184.82,45069
Santa Care Homes,Supptd Accommodation,Long Term Care,6942.86,0,6942.86,45100
Sara Dawson Psychology,Staff training - Gen,Access to Resources Team,1527.5,0,1527.5,45092
Sarah Wigley Associates Ltd,Staff training - Gen,Policy And  Partnerships,600,120,720,45019
Sarah Wigley Associates Ltd,Staff training - Gen,Policy And  Partnerships,1500,300,1800,45047
Sarah Wigley Associates Ltd,Staff training - Gen,Policy And  Partnerships,600,120,720,45071
Sarah121Hooper Ltd,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,1648.96,0,1648.96,45047
Satish Jassal Architects Ltd,Consultants Fees,Development Control,300,60,360,45049
Savills UK Ltd,Other Professionals,Investment Properties Project,1000,200,1200,45036
School's Publishing Ltd,Other Professionals,Harrow Arts Centre,680,136,816,45068
Scotwork UK Ltd,Staff training - Gen,Procurement,5970,1194,7164,45084
SDK Environmental Ltd,Animal Services,Animal Services,2289.41,462.88,2752.29,45061
SDK Environmental Ltd,Animal Services,Animal Services,2288,477.6,2765.6,45107
SDK Environmental Ltd,Pest Control,Animal Services,-690.86,-138.17,-829.03,45107
Seated Furniture Ltd,Equipment Purchases,Early Support Centre - Hillview Hub,159.43,31.89,191.32,45019
Secure Site UK Limited,Security Costs,Civic Centre De-Commissioning,36348.48,7269.7,43618.18,45107
Secured Lets Ltd,Accommodation,Bed&Breakfast,7006,1401.2,8407.2,45027
Secured Lets Ltd,Accommodation,Bed&Breakfast,6780,1356,8136,45071
Seeability,Residential Placemnt,Working Together - Learning Disability,9300,0,9300,45037
Seeability,Residential Placemnt,Working Together - Learning Disability,9610,0,9610,45069
Seeability,Residential Placemnt,Working Together - Learning Disability,9300,0,9300,45100
Sena Care Ltd,Carer's Service,Personalisation,149.4,0,149.4,45061
Sena Care Ltd,Domiciliary Care,Personalisation,2169.28,0,2169.28,45019
Sena Care Ltd,Domiciliary Care,Personalisation,762.61,0,762.61,45020
Sena Care Ltd,Domiciliary Care,Personalisation,332,0,332,45034
Sena Care Ltd,Domiciliary Care,Personalisation,2634.08,0,2634.08,45035
Sena Care Ltd,Domiciliary Care,Personalisation,1792.8,0,1792.8,45061
Sena Care Ltd,Domiciliary Care,Personalisation,2634.08,0,2634.08,45063
Sena Care Ltd,Domiciliary Care,Personalisation,1833.57,0,1833.57,45079
Sena Care Ltd,Domiciliary Care,Personalisation,1964.11,0,1964.11,45086
Sena Care Ltd,Domiciliary Care,Personalisation,2866.16,0,2866.16,45092
Sena Care Ltd,Domiciliary Care,Personalisation,470.46,0,470.46,45105
Sena Care Ltd,Domiciliary Care,Working Together - Learning Disability,5915.68,0,5915.68,45104
Senator International Limited,Furniture,Cap - Regeneration,2348,469.6,2817.6,45020
Senior Care Solutions@Home Ltd,Domiciliary Care,Personalisation,697.2,0,697.2,45040
Senior Care Solutions@Home Ltd,Domiciliary Care,Personalisation,680.6,0,680.6,45063
Senior Care Solutions@Home Ltd,Domiciliary Care,Personalisation,697.2,0,697.2,45091
Sense CAS,Day Care Payments,Working Together - Learning Disability,2793.57,0,2793.57,45033
Sense CAS,Day Care Payments,Working Together - Learning Disability,2352.48,0,2352.48,45070
Sense CAS,Day Care Payments,Working Together - Learning Disability,2646.54,0,2646.54,45086
Sense CAS,Residential Placemnt,Working Together - Learning Disability,11062.97,0,11062.97,45037
Sense CAS,Residential Placemnt,Working Together - Learning Disability,11431.74,0,11431.74,45069
Sense CAS,Residential Placemnt,Working Together - Learning Disability,11062.97,0,11062.97,45100
Sequence Care Ltd,Residential Placemnt,Long Term Care,9175.41,1835.08,11010.49,45037
Sequence Care Ltd,Residential Placemnt,Long Term Care,9481.26,1896.25,11377.51,45069
Sequence Care Ltd,Residential Placemnt,Long Term Care,9175.42,1835.08,11010.5,45100
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,11052.86,0,11052.86,45037
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,11421.29,0,11421.29,45069
Seva Care Group,Supptd Accommodation,Long Term Care,19185.71,0,19185.71,45100
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,3726,745.2,4471.2,45047
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,2916,583.2,3499.2,45069
Seva Education Health & Care Ltd,Day Care Payments,Working Together - Learning Disability,3240,648,3888,45093
Seva Education Health & Care Ltd,Residential Schools,Ind Residential Day School Placement,60666.68,0,60666.68,45044
Seymour House,Residential Placemnt,Interim Funding,4290,0,4290,45037
Seymour House,Residential Placemnt,Long Term Care,5633.58,0,5633.58,45069
Seymour House,Residential Placemnt,Self funders L.T.- Adult Social Care,41892.71,0,41892.71,45100
Shaftesbury Special School,Schools Advances,Shaftesbury,23400,0,23400,45022
Shaftesbury Special School,Schools Advances,Shaftesbury,275000,0,275000,45028
Shaftesbury Special School,Schools Advances,Shaftesbury,131100,0,131100,45050
Shaftesbury Special School,Schools Advances,Shaftesbury,275000,0,275000,45057
Shaftesbury Special School,Schools Advances,Shaftesbury,163300,0,163300,45085
Shaftesbury Special School,Schools Advances,Shaftesbury,230000,0,230000,45091
Shergroup Ltd,Rec Legal Fees,Tenant Services,799,159.8,958.8,45090
Shimla Foods,Event Suppliers,Communications,7200,1440,8640,45065
Shiraz Akoo Ltd,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,192.88,0,192.88,45091
Shivanish LimitedT/A Colorama,Legal Fees,Registration Services - Holding Code,68.8,13.76,82.56,45020
Shivanish LimitedT/A Colorama,Legal Fees,Registration Services - Holding Code,353.25,70.65,423.9,45061
Shivanish LimitedT/A Colorama,Legal Fees,Registration Services - Holding Code,187.45,37.49,224.94,45062
SHPS Homes Limited,Foster Payments,Asylum Client Expenditure,2103.57,0,2103.57,45027
SHPS Homes Limited,Foster Payments,Asylum Client Expenditure,2035.71,0,2035.71,45057
SHPS Homes Limited,Misc Supp & Serv Cst,Asylum Client Expenditure,775,0,775,45027
SHPS Homes Limited,Misc Supp & Serv Cst,Asylum Client Expenditure,750,0,750,45057
Shri Hari Care Ltd/ Heritage Healthcare Milton Keynes,Domiciliary Care,Personalisation,434.75,0,434.75,45021
Shri Hari Care Ltd/ Heritage Healthcare Milton Keynes,Domiciliary Care,Personalisation,781.47,0,781.47,45035
Shri Hari Care Ltd/ Heritage Healthcare Milton Keynes,Domiciliary Care,Personalisation,988.64,0,988.64,45069
Shri Hari Care Ltd/ Heritage Healthcare Milton Keynes,Domiciliary Care,Personalisation,893,0,893,45090
Signature Transfers LTD,Trans (Private Hire),Brent SNT Childrens,540,108,648,45057
Signature Transfers LTD,Trans (Private Hire),Brent SNT Childrens,1080,216,1296,45096
Signature Transfers LTD,Trans (Private Hire),P-DSG Transport Educ - Ops,960,192,1152,45057
Signature Transfers LTD,Trans (Private Hire),P-DSG Transport Educ - Ops,1800,360,2160,45096
Silver Birch Care Ltd,Semi Independent,Childrens Placements,3931.89,786.38,4718.27,45022
Silver Birch Care Ltd,Semi Independent,Childrens Placements,3829.67,765.93,4595.6,45057
Silver Birch Care Ltd,Semi Independent,Childrens Placements,3959.14,791.83,4750.97,45085
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,8006.1,0,8006.1,45037
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,8364.65,0,8364.65,45069
Simply Care (UK) Limited,Nursing Care,Working Together - Learning Disability,8051.18,0,8051.18,45100
Simply Care (UK) Limited,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-896.53,0,-896.53,45037
Simply Care (UK) Limited,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1018.08,0,-1018.08,45069
Simply Care (UK) Limited,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-941.62,0,-941.62,45100
Sinai Jewish Primary School,DCLG - Revenue Support Grant,Homes for Ukraine,3290,0,3290,45082
Sinai Jewish Primary School,DCLG - Revenue Support Grant,Homes for Ukraine,1645,0,1645,45089
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,1394.4,0,1394.4,45037
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,1394.4,0,1394.4,45070
SIPI Care Agency Ltd,Domiciliary Care,Personalisation,1394.4,0,1394.4,45100
SJEDUCATION LTD,Consultants Fees,Harrow Schools Standards & Effectivenes,5006,0,5006,45022
Skillington Workshop Ltd,Other Professionals,Harrow Museum,1480,296,1776,45093
Skyfall Construction Limited,Misc Supp & Serv Cst,Cap - Housing,44872.22,8974.44,53846.66,45033
Slade T/A Slade (London),Build Maint Exit Cst,Cap - Housing,10711.25,2142.25,12853.5,45021
Slade T/A Slade (London),Build Maint Exit Cst,Cap - Housing,6189.25,1237.85,7427.1,45062
Slade T/A Slade (London),Build Maint Exit Cst,Cyclical Maintenance,4976.32,995.26,5971.58,45063
Slade T/A Slade (London),Build Maint Exit Cst,Cyclical Maintenance,2844.36,568.87,3413.23,45093
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,76835.53,15367.11,92202.64,45064
Slade T/A Slade (London),Build Maint Exit Cst,Housing Repairs,47415.54,9483.11,56898.65,45092
SL-Complete Limited,Computer Purchases,Cap - Regeneration,975.18,195.04,1170.22,45069
SL-Complete Limited,Computer Purchases,Commissioning Team,93.75,18.75,112.5,45083
SL-Complete Limited,Computer Purchases,Development Control,191.9,38.38,230.28,45069
SL-Complete Limited,Computer Purchases,Mental Health  - S75,10524.19,2104.84,12629.03,45084
SL-Complete Limited,Computer Purchases,Section 47 Team,191.9,38.38,230.28,45069
SL-Complete Limited,Equipment Purchases,Cap- IT,1467.92,293.58,1761.5,45103
SLM Leisure Services Everyone Active,Other Professionals,Leisure Centre,7260,1452,8712,45027
Smartspace Property Solutions Limited,Accommodation,Bed&Breakfast,1050,0,1050,45085
Smartspace Property Solutions Limited,Accommodation,Bed&Breakfast,1085,0,1085,45091
SMI Int Group Ltd,Clothes & Uniforms,Divisional Director Environment & Cultur,243.6,48.72,292.32,45019
SMI Int Group Ltd,Clothes & Uniforms,Divisional Director Environment & Cultur,159.5,31.9,191.4,45021
SMI Int Group Ltd,Clothes & Uniforms,Divisional Director Environment & Cultur,42.08,8.42,50.5,45041
SMI Int Group Ltd,Clothes & Uniforms,Divisional Director Environment & Cultur,1284.87,256.97,1541.84,45049
SMI Int Group Ltd,Clothes & Uniforms,Divisional Director Environment & Cultur,91.62,18.32,109.94,45055
SMI Int Group Ltd,Clothes & Uniforms,Divisional Director Environment & Cultur,270,54,324,45062
SMI Int Group Ltd,Clothes & Uniforms,Divisional Director Environment & Cultur,638.34,127.67,766.01,45082
SMI Int Group Ltd,Clothes & Uniforms,Divisional Director Environment & Cultur,642.9,128.58,771.48,45091
SMI Int Group Ltd,Clothes & Uniforms,Estate Services,938.4,187.68,1126.08,45040
SMI Int Group Ltd,Clothes & Uniforms,Estate Services,4935.68,987.14,5922.82,45041
SMI Int Group Ltd,Private Contractors,Street Cleansing,1086.67,217.33,1304,45027
SMI Int Group Ltd,Private Contractors,Street Cleansing,359.8,71.96,431.76,45035
Smiles,Private Contractors,Car Pk-M/S.Queens Hse.,1885,0,1885,45029
Smiles,Private Contractors,Car Pk-M/S.Queens Hse.,1885,0,1885,45068
