Organisation,Supplier Name,Unique reference number,Payment Date,Cost Center/Capital Project Description,GL Account Description,Amount £ (Ex VAT)
LBHF,United Learning Trust - Langford Primary School,3009202300258,45110,"Top-up Academies, Free Schs & Colleges",OE - SEN - Pri,1534.91
LBHF,United Learning Trust - Langford Primary School,3009202300259,45110,SEN contingency (non EHCP),OE - SEN - Pri,2000
LBHF,Ormiston Academies Trust,3009202300260,45110,Alternative Provision Commissioning,OE-Elmnt3-Topup Fund,42794
LBHF,Fulham Primary School,3009202300261,45110,SEN contingency (non EHCP),OE - SEN - Pri,2000
LBHF,London Borough of hammersmith and F,3009202300262,45110,Looked After Children External Placement,Other Est - LAC Sav,8557.79
LBHF,One-time vendors,3009202300263,45110,Specialist Procurement Team,Letting Cost Avoidan,4500
LBHF,One-time vendors,3009202300264,45110,Refugee Team,Grant Aid&Donations,500
LBHF,One-time vendors,3009202300265,45110,Refugee Team,Grant Aid&Donations,500
LBHF,One-time vendors,3009202300266,45110,Refugee Team,Grant Aid&Donations,500
LBHF,One-time vendors,3009202300267,45110,Refugee Team,Grant Aid&Donations,350
LBHF,One-time vendors,3009202300268,45110,Refugee Team,Grant Aid&Donations,500
LBHF,One-time vendors,3009202300269,45110,Refugee Team,Grant Aid&Donations,500
LBHF,One-time vendors,3009202300270,45110,Refugee Team,Grant Aid&Donations,500
LBHF,One-time vendors,3009202300271,45110,Refugee Team,Grant Aid&Donations,500
LBHF,One-time vendors,3009202300272,45110,Refugee Team,Grant Aid&Donations,500
LBHF,One-time vendors,3009202300273,45110,Refugee Team,Grant Aid&Donations,500
LBHF,One-time vendors,3009202300274,45110,Refugee Team,Grant Aid&Donations,500
LBHF,One-time vendors,3009202300275,45110,Refugee Team,Grant Aid&Donations,500
LBHF,One-time vendors,3009202300276,45110,Refugee Team,Grant Aid&Donations,500
LBHF,Personal Data - Name Redacted,3009202300277,45110,Econ Household Support Fund DWP,Equipment,200
LBHF,F.M Conway Ltd,3009202300278,45111,King St Pedestrian Improvements,Contr- New & Enhcmnt,15309.75
LBHF,F.M Conway Ltd,3009202300279,45111,North End Road - GGF,Contr- New & Enhcmnt,1236.28
LBHF,F.M Conway Ltd,3009202300280,45111,North End Road - GGF,Contr- New & Enhcmnt,162.12
LBHF,London Hire Ltd,3009202300281,45111,Ashchurch LD Day Services,Veh Lease&Hire Costs,1050
LBHF,British Telecommunications Plc,3009202300282,45111,Network and Telephony,Telephony,8067.55
LBHF,British Telecommunications Plc,3009202300283,45111,Network and Telephony,Telephony,8306.73
LBHF,Northgate Public Services,3009202300284,45111,Application Services,IT Software,45144
LBHF,Niton Equipment Ltd,3009202300285,45111,Law Enforcement,"Cloth,Unifrm&Laundry",494.7
LBHF,Stark Software International Ltd,3009202300286,45111,Utilities holding account,Premises Service Chg,13078.87
LBHF,SoloProtect Limited,3009202300287,45111,Health and Safety,Health&Safety Equip,1132.5
LBHF,SoloProtect Limited,3009202300288,45111,Health and Safety,Health&Safety Equip,2315.25
LBHF,Car Hire (Day Of Swansea)Ltd,3009202300289,45111,Transport Leases,Veh Lease&Hire Costs,30.25
LBHF,Car Hire (Day Of Swansea)Ltd,3009202300290,45111,Transport Leases,Veh Lease&Hire Costs,20947.8
LBHF,Baily Garner LLP,3009202300291,45111,Continuing Programme,Contr-Refurb & Restn,7107.69
LBHF,Baily Garner LLP,3009202300292,45111,Continuing Programme,Contr-Refurb & Restn,6183.1
LBHF,Baily Garner LLP,3009202300293,45111,Package 8: Sulivan Ct Phase 2 (ABHJKMNPR,Contr-Refurb & Restn,18057.79
LBHF,C & P Hygiene,3009202300294,45111,Sheltered Housing Team,Clean & Domstic Supp,827
LBHF,Greenham Trading Ltd,3009202300295,45111,H&F maintenance (DLO),Health&Safety Equip,55.46
LBHF,Pageone,3009202300296,45111,Emergency Planning,Telephony,176.06
LBHF,Dunne & Dusted Ltd,3009202300297,45111,Housing Services North,Removal Costs,1407
LBHF,Personal Data - Name Redacted,3009202300298,45111,Business Engagement & Inward Investment,Activities & Events,225
LBHF,Wormholt Park Primary School,3009202300299,45111,Schools Maintenance - Wormholt Park,Contr-Refurb & Restn,11412
LBHF,Standing Together,3009202300300,45111,Violence Against Women and Girls,Pmts to Vol Bodies,13750
LBHF,Standing Together,3009202300301,45111,Violence Against Women and Girls,Pmts to Vol Bodies,6250
LBHF,Single Homeless Project,3009202300302,45111,Supporting People Services,Pmts to Vol Bodies,30128.75
LBHF,Hilltop Hotel,3009202300303,45111,Asylum Seekers Adult S21,OE-Temp Acc,1350
LBHF,London Councils,3009202300304,45111,Community Investment Third Sector,Memberships & Subs,33988
LBHF,Idox Software Ltd,3009202300305,45111,Application Services,IT Software,20342.5
LBHF,Project Centre,3009202300306,45111,The Former Dairy Crest Site S106,Contr- New & Enhcmnt,2136
LBHF,Project Centre,3009202300307,45111,Notice Processing,Postage and Delivery,28926.38
LBHF,Core Projects Ltd,3009202300308,45111,H&F maintenance (DLO),Reac R&M-Materials,1716.47
LBHF,Core Projects Ltd,3009202300309,45111,H&F maintenance (DLO),Reac R&M-Materials,135
LBHF,Core Projects Ltd,3009202300310,45111,H&F maintenance (DLO),Reac R&M-Materials,486.09
LBHF,Core Projects Ltd,3009202300311,45111,H&F maintenance (DLO),Reac R&M-Materials,52.62
LBHF,Core Projects Ltd,3009202300312,45111,H&F maintenance (DLO),Reac R&M-Materials,52.62
LBHF,Core Projects Ltd,3009202300313,45111,H&F maintenance (DLO),Reac R&M-Materials,430.32
LBHF,Core Projects Ltd,3009202300314,45111,H&F maintenance (DLO),Reac R&M-Materials,1492.37
LBHF,Core Projects Ltd,3009202300315,45111,H&F maintenance (DLO),Reac R&M-Materials,431.32
LBHF,Core Projects Ltd,3009202300316,45111,H&F maintenance (DLO),Reac R&M-Materials,239.08
LBHF,Core Projects Ltd,3009202300317,45111,H&F maintenance (DLO),Reac R&M-Materials,52.62
LBHF,Core Projects Ltd,3009202300318,45111,H&F maintenance (DLO),Reac R&M-Materials,47.84
LBHF,Core Projects Ltd,3009202300319,45111,H&F maintenance (DLO),Reac R&M-Materials,47.84
LBHF,Core Projects Ltd,3009202300320,45111,H&F maintenance (DLO),Reac R&M-Materials,990
LBHF,Core Projects Ltd,3009202300321,45111,H&F maintenance (DLO),Reac R&M-Materials,1670
LBHF,Core Projects Ltd,3009202300322,45111,H&F maintenance (DLO),Reac R&M-Materials,135
LBHF,Core Projects Ltd,3009202300323,45111,H&F maintenance (DLO),Reac R&M-Materials,135
LBHF,Core Projects Ltd,3009202300324,45111,H&F maintenance (DLO),Reac R&M-Materials,1380
LBHF,Starchoice Services Ltd T/A Kall Kwik Chiswick,3009202300325,45111,Business Engagement & Inward Investment,Activities & Events,60
LBHF,Starchoice Services Ltd T/A Kall Kwik Chiswick,3009202300326,45111,Employment Opportunities/ Work Matters,Activities & Events,250
LBHF,Kent County Council,3009202300327,45111,Utilities holding account,Energy-Electricity,50087.67
LBHF,Kent County Council,3009202300328,45111,Utilities holding account,Energy-Electricity,9690.92
LBHF,Kent County Council,3009202300329,45111,Utilities holding account,Energy-Electricity,-50087.67
LBHF,Kent County Council,3009202300330,45111,Utilities holding account,Energy-Electricity,-9690.92
LBHF,Kent County Council,3009202300331,45111,Utilities holding account,Energy-Electricity,50087.67
LBHF,Kent County Council,3009202300332,45111,Utilities holding account,Energy-Electricity,9690.92
LBHF,Hats Group Ltd,3009202300333,45111,Imperial Wharf Day Services,Pmts to Transport Op,542.29
LBHF,Hats Group Ltd,3009202300334,45111,Elgin Day Care,Pmts to Transport Op,542.95
LBHF,Hats Group Ltd,3009202300335,45111,Ashchurch LD Day Services,Pmts to Transport Op,524.84
LBHF,Hats Group Ltd,3009202300336,45111,SEN Transport (LA),Pmts to Transport Op,5672.57
LBHF,Hats Group Ltd,3009202300337,45111,Short Breaks,Pmts to Transport Op,539.85
LBHF,Personal Data - Name Redacted,3009202300338,45111,Family Support and Child Protection,Legal Costs,790
LBHF,Personal Data - Name Redacted,3009202300339,45111,Family Support and Child Protection,Legal Costs,1730
LBHF,Peak Law Costs,3009202300340,45111,Disrepairs-Client Team,Fees-Tech&Prof Consu,270
LBHF,Peak Law Costs,3009202300341,45111,Disrepairs-Client Team,Fees-Tech&Prof Consu,672.5
LBHF,Screwfix Direct Ltd,3009202300342,45111,FM DLO (Hard),Reac R&M-Rep & Maint,9.08
LBHF,Screwfix Direct Ltd,3009202300343,45111,FM DLO (Hard),Reac R&M-Rep & Maint,18.61
LBHF,Screwfix Direct Ltd,3009202300344,45111,FM DLO (Hard),Reac R&M-Rep & Maint,31.23
LBHF,Esendex Ltd,3009202300345,45111,SEN Transport (LA),Pmts to Transport Op,117.72
LBHF,Esendex Ltd,3009202300346,45111,Application Services,IT Software,114.22
LBHF,Scooters Ltd,3009202300347,45111,Parking Enforcement Penalty Charges,"Cloth,Unifrm&Laundry",99.99
LBHF,Scooters Ltd,3009202300348,45111,Parking Enforcement Penalty Charges,"Cloth,Unifrm&Laundry",33.33
LBHF,Scooters Ltd,3009202300349,45111,Parking Enforcement Penalty Charges,"Cloth,Unifrm&Laundry",33.33
LBHF,Geometra Systems LLP,3009202300350,45111,AD Resident&BuildingSafety,IT Hardware,565
LBHF,Flowbird Smart City UK Limited,3009202300351,45111,Pay And Display,Fees-Mgt & Admin,4358.5
LBHF,Gerda Security Products Ltd,3009202300352,45111,H&F Maintenance (FRA works),Materials,1489.6
LBHF,Personal Data - Name Redacted,3009202300353,45111,Disrepairs-Client Team,Legal Costs,101.25
LBHF,Personal Data - Name Redacted,3009202300354,45111,Disrepairs-Client Team,Legal Costs,675
LBHF,Personal Data - Name Redacted,3009202300355,45111,Disrepairs-Client Team,Legal Costs,607.5
LBHF,Harrow Green Limited,3009202300356,45111,West King Street Renewal Programme,FM-Doc Arch & Store,1682.85
LBHF,Personal Data - Name Redacted,3009202300357,45111,ASC Legal Fees,Legal Costs,600
LBHF,Personal Data - Name Redacted,3009202300358,45111,AD Resident&BuildingSafety,Legal Costs,168.75
LBHF,Letechia Consulting Limited,3009202300359,45111,Family Support and Child Protection,Legal Costs,739.24
LBHF,Orbis Protect,3009202300360,45111,Customer Service Centre,Fees-Tech&Prof Consu,3312.5
LBHF,LTA Direct Ltd,3009202300361,45111,Asylum Seekers-Families Sec17,OE-Temp Acc,1080
LBHF,In-Trac & Consultancy Ltd,3009202300362,45111,People and Talent (L&D),Training Expenses,1900
LBHF,Personal Data - Name Redacted,3009202300363,45111,LBHF Food Safety Team,Legal Costs,562.5
LBHF,Thomas International UK Ltd,3009202300364,45111,Contracts,Staff Travel Exp,700
LBHF,Personal Data - Name Redacted,3009202300365,45111,Employment Opportunities/ Work Matters,Activities & Events,145
LBHF,Personal Data - Name Redacted,3009202300366,45111,Central & Corporately Requested Events,Activities & Events,635
LBHF,Offsite Archive Storage & Integrate,3009202300367,45111,Records Management,IT Software,12713.62
LBHF,Personal Data - Name Redacted,3009202300368,45111,Family Support and Child Protection,Legal Costs,4061.78
LBHF,Envalue Solutions Limited,3009202300369,45111,Repairs Client Side Team,Fees-Mgt Consultancy,2685.49
LBHF,Coghlan Lodges Ltd,3009202300370,45111,MH HOSPITAL DISCHARGE AND ADMISSION AVOI,Pmts to Health Auth,4485.39
LBHF,Transport for All,3009202300371,45111,CPZ Project Development,Training Expenses,1800
LBHF,Student Employment Services (UK) Ltd,3009202300372,45111,Legal - Business Support,Agency Staff,828.74
LBHF,Pay360 Limited,3009202300373,45111,Application Services,IT Hardware,4393.9
LBHF,Personal Data - Name Redacted,3009202300374,45111,Family Support and Child Protection,Legal Costs,650
LBHF,LIGHTING AND MAINS POWER SOLUTIONS,3009202300375,45111,H&F Maintenance (FRA works),Reac R&M-Materials,9.98
LBHF,IDNA GENETICS LTD,3009202300376,45111,Head of Contact and Assessment,Legal Costs,72.08
LBHF,Ray Linge Market Stalls Limited,3009202300377,45111,Business Engagement & Inward Investment,Activities & Events,5400
LBHF,Personal Data - Name Redacted,3009202300378,45111,Family Support & Child Protection Team 2,OE-Assessment-Other,330
LBHF,SUPREMA SUPPORT CARE LIMITED,3009202300379,45111,"Quality, Standards & Performance",Fees-General,250
LBHF,SUPREMA SUPPORT CARE LIMITED,3009202300380,45111,"Quality, Standards & Performance",Fees-General,250
LBHF,Personal Data - Name Redacted,3009202300381,45111,Permanence and Post Order Supp,OE-SGO,193.65
LBHF,Personal Data - Name Redacted,3009202300382,45111,Permanence and Post Order Supp,OE-SGO,182
LBHF,Personal Data - Name Redacted,3009202300383,45111,Permanence and Post Order Supp,OE-SGO,-24
LBHF,Personal Data - Name Redacted,3009202300384,45111,Permanence and Post Order Supp,OE-SGO,150.71
LBHF,Personal Data - Name Redacted,3009202300385,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202300386,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202300387,45111,Permanence and Post Order Supp,OE-SGO,216
LBHF,Personal Data - Name Redacted,3009202300388,45111,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202300389,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202300390,45111,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202300391,45111,Permanence and Post Order Supp,OE-SGO,133.48
LBHF,Personal Data - Name Redacted,3009202300392,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202300393,45111,UASC and Young Adults - age 0 to 18,Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202300394,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202300395,45111,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202300396,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202300397,45111,Looked After Children External Placement,Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202300398,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202300399,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202300400,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202300401,45111,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202300402,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202300403,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202300404,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202300405,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202300406,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202300407,45111,Permanence and Post Order Supp,OE-SGO,157
LBHF,Personal Data - Name Redacted,3009202300408,45111,Permanence and Post Order Supp,OE-SGO,316.28
LBHF,Personal Data - Name Redacted,3009202300409,45111,Permanence and Post Order Supp,OE-SGO,-112.15
LBHF,Personal Data - Name Redacted,3009202300410,45111,Permanence and Post Order Supp,OE-SGO,304.49
LBHF,Personal Data - Name Redacted,3009202300411,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-8.1
LBHF,Personal Data - Name Redacted,3009202300412,45111,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202300413,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202300414,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202300415,45111,Permanence and Post Order Supp,OE-SGO,216
LBHF,Personal Data - Name Redacted,3009202300416,45111,Permanence and Post Order Supp,OE-SGO,140.42
LBHF,Personal Data - Name Redacted,3009202300417,45111,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202300418,45111,Permanence and Post Order Supp,OE-SGO,597.42
LBHF,Personal Data - Name Redacted,3009202300419,45111,Permanence and Post Order Supp,OE-SGO,182
LBHF,Personal Data - Name Redacted,3009202300420,45111,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202300421,45111,Permanence and Post Order Supp,OE-SGO,-24
LBHF,Personal Data - Name Redacted,3009202300422,45111,Permanence and Post Order Supp,OE-SGO,240
LBHF,Personal Data - Name Redacted,3009202300423,45111,Permanence and Post Order Supp,OE-SGO,224.1
LBHF,Personal Data - Name Redacted,3009202300424,45111,Permanence and Post Order Supp,OE-SGO,216
LBHF,Personal Data - Name Redacted,3009202300425,45111,Permanence and Post Order Supp,OE-SGO,129.95
LBHF,Personal Data - Name Redacted,3009202300426,45111,Permanence and Post Order Supp,OE-SGO,216
LBHF,Personal Data - Name Redacted,3009202300427,45111,Permanence and Post Order Supp,OE-SGO,217.55
LBHF,Personal Data - Name Redacted,3009202300428,45111,Permanence and Post Order Supp,OE-SGO,2116.57
LBHF,Personal Data - Name Redacted,3009202300429,45111,Permanence and Post Order Supp,OE-SGO,2076.59
LBHF,Personal Data - Name Redacted,3009202300430,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202300431,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-8.1
LBHF,Personal Data - Name Redacted,3009202300432,45111,Permanence and Post Order Supp,OE-SGO,216
LBHF,Hammersmith & Fulham Mencap,3009202300433,45111,Learning Disability Team,Fees-General,6500
LBHF,Personal Data - Name Redacted,3009202300434,45111,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202300435,45111,"Fostering Duty, Supervision & Support",OE-Kinship Allowance,237
LBHF,Personal Data - Name Redacted,3009202300436,45111,"Fostering Duty, Supervision & Support",OE-Kinship Allowance,203
LBHF,Personal Data - Name Redacted,3009202300437,45111,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202300438,45111,Permanence and Post Order Supp,OE-SGO,224.1
LBHF,Personal Data - Name Redacted,3009202300439,45111,Permanence and Post Order Supp,OE-SGO,216
LBHF,Personal Data - Name Redacted,3009202300440,45111,Permanence and Post Order Supp,OE-SGO,157
