Transparency Report - December 2024,,,,,
Date,Supplier,Department ,CC Description,Ledger Code,Amount
12/12/2024,Access24 Health & Medical Services Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,120.00"
12/12/2024,Distinct Care and Support LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,512.00"
12/12/2024,Distinct Care and Support LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£983.36
12/12/2024,Distinct Care and Support LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,080.00"
12/12/2024,Distinct Care and Support LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,080.00"
12/12/2024,Distinct Care and Support LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£433.16
12/12/2024,Distinct Care and Support LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£3,648.04"
12/12/2024,Distinct Care and Support LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£3,647.14"
12/12/2024,Distinct Care and Support LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£3,478.03"
12/12/2024,Distinct Care and Support LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£3,647.14"
12/12/2024,Distinct Care and Support LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£3,647.14"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£3,826.58"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£5,381.10"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£8,370.60"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£8,370.60"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£8,370.60"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£8,370.60"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£8,370.60"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£7,473.75"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£797.20
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£3,827.49"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£4,278.29"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,850.24"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£5,890.50"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£9,163.00"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£9,163.00"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£9,163.00"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£9,163.00"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£9,163.00"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£8,181.25"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,938.44"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£998.48
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,233.40"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,688.00"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,715.17"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,715.17"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£896.00
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,688.00"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,297.63"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,297.63"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,688.00"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,688.00"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,688.00"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,100.00"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£3,580.00"
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£704.00
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£252.00
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£257.60
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£515.20
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£515.20
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£704.00
12/12/2024,KS Care LTD,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£704.00
12/12/2024,Community Housing and Therapy - Lilias Gillies Hou,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£658.56
12/12/2024,Community Housing and Therapy - Lilias Gillies Hou,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,780.53"
12/12/2024,Angel Support Newham Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,078.00"
12/12/2024,Angel Support Newham Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,380.00"
12/12/2024,Destiny Integrated Care Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,554.00"
12/12/2024,Destiny Integrated Care Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,849.00"
12/12/2024,Destiny Integrated Care Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£296.00
12/12/2024,Destiny Integrated Care Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,201.44"
12/12/2024,Destiny Integrated Care Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£888.00
12/12/2024,Cordial Support Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£720.00
12/12/2024,Cordial Support Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£864.00
12/12/2024,Cordial Support Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£4,052.05"
12/12/2024,Cordial Support Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,120.00"
12/12/2024,Cordial Support Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£7,248.20"
12/12/2024,Cordial Support Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,520.00"
12/12/2024,PGS Helathcare Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,675.80"
12/12/2024,PGS Helathcare Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£3,796.80"
12/12/2024,Winray Care Housing Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,577.12"
12/12/2024,Winray Care Housing Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,585.92"
12/12/2024,Winray Care Housing Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£7,929.60"
12/12/2024,Winray Care Housing Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£269.92
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£840.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£980.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,520.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,800.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£4,536.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,520.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,520.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,520.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,520.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,380.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£560.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£560.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,520.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,016.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£560.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£560.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£560.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£840.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£840.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£800.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£680.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£560.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£560.00
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,152.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,512.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,512.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,016.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,016.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,200.00"
12/12/2024,K& s solutions Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,760.00"
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£583.52
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£583.52
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£583.52
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£583.52
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£583.52
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£551.04
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£551.04
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£551.04
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£551.04
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£551.04
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,167.04"
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,167.04"
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,167.04"
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,167.04"
12/12/2024,TCPC Management Ltd,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,167.04"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£587.44
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£587.44
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,440.00"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£720.00
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,937.20"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£2,937.20"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,153.90"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£4,116.00"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£3,360.00"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,104.00"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£920.00
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,748.00"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£6,720.00"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£6,320.00"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£902.86
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£460.00
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,"£1,288.00"
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£460.00
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£630.00
12/12/2024,Deway Care Limited,Population Wellbeing,Adults Mental Health Purchased Care 18-6,Supported Living,£945.00
