Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
Place,Youth & Communities,Community Services,District Partnerships,Room Hire,Neon Hub,45371,750
Place,Youth & Communities,Community Services,District Partnerships,Grants,Light up Denshaw,45327,750
People,Children´s Services,Children´s Social Care,Children in Care,CWD Community Independent Care,Pennine Social Care Ltd,45335,750
People,Children´s Services,"Education, Skills & Early Years",School Support Services,Services - Professional Fees,Simm Education Consultancy,45357,750
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Vanessa Lau,45306,750
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Training Expenses,Complete Training & Assessment Ltd,45334,750
Place,Environmental Services,Environmental Services,Highways,Services - Payments To Contractors,Pavement Testing Services Ltd,45360,750
People,Community Health and Adult Social Care,Community Health & Social Care,Community Health & Social Care,Legal Expenses,Adam Fullwood,45363,750
People,Community Health and Adult Social Care,Community Health & Social Care,Community Health & Social Care,Legal Expenses,Adam Fullwood,45363,750
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Janice Wills,45320,750
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Janice Wills,45334,750
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Joanne Oakes,45322,750
Place,Economy,Economy,Strategic Housing,Chief Rents,Kamran Ghafoor & Sameer Zulqurnain T/A Kings Hall Estates,45323,750
Place,Economy,Economy,Strategic Housing,Chief Rents,Kamran Ghafoor & Sameer Zulqurnain T/A Kings Hall Estates,45352,750
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Rebecca Kocerhan,45322,750
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Cobden House Chambers,45334,750
Place,Youth & Communities,Community Services,District Partnerships,Grants,Greater Manchester South Asian Women’s Support CIO,45356,750
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Angela Bennett,45306,750
People,Children´s Services,Children´s Social Care,Children´s Services Intergration,Services - Professional Fees,Linda Clegg,45306,750
People,Children´s Services,Children´s Social Care,Children´s Services Intergration,Services - Professional Fees,Linda Clegg,45334,750
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Samantha Jones,45322,750
Place,"Economic Development, Enterprise and Skills",Capital - Asset Management,Capital - Asset Mgt - Asset Management,Fees - Agency,Construction Documentation North West Ltd,45314,750
Place,"Economic Development, Enterprise and Skills",Capital - Asset Management,Capital - Asset Mgt - Asset Management,Fees - Agency,Construction Documentation North West Ltd,45334,750
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Services - Professional Fees,Jane Acklam,45365,750
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Family Hubs - Home Learning Environment,Focus on Early Years,45352,750
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,St Mary’s RC Primary School,45322,750
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Shabana Bi,45366,750
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,Jake Gibbons,45372,750
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,TXM Healthcare Limited,45307,750
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,TXM Healthcare Limited,45309,750
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45370,749.8
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Comms - Postages,Financial Data Management,45314,748.96
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Comms - Postages,Financial Data Management,45308,748.82
People,Children´s Services,Preventative Services,Early Help,Services - Professional Fees,D A Languages Ltd,45348,748.66
People,Children´s Services,Schools,Schools,Additional grant for Schools,Woodlands Primary Academy,45377,748.13
Place,Environmental Services,Environmental Services,Fleet Management,Vehicle Maintenance - Contract,Dennis Eagle Ltd,45307,748
Corporate Services,Corporate Services,Legal Services,Elections,Office Expenses,Thomson Reuters (Professional) UK Ltd,45351,748
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Panda Pre School Group,45302,747.48
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Dawson Rentals Sweepers Ltd,45373,747.1
People,Children´s Services,Children´s Social Care,Children in Care,Direct Payments,PERSONAL DETAILS REDACTED,45350,746.6
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Professional Fees,Canon (UK) Ltd,45376,746.37
People,Children´s Services,Preventative Services,Early Help,Services - Professional Fees,D A Languages Ltd,45378,745.26
People,Children´s Services,Children´s Social Care,Children in Care,Direct Payments,PERSONAL DETAILS REDACTED,45345,744.94
Place,Economy,Economy,Estates,Comms - Postages,Quadient UK Limited,45327,742.96
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45370,742.9
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Castings Services Ltd,45358,742.4
Place,Economy,Economy,Facilities Management,Catering - Food,Dunsters Farm Ltd,45342,742.12
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Guardian Technical Maintenance Ltd,45351,740.67
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Services - Professional Fees,Pennine Social Care Ltd,45373,740
Corporate Services,Corporate Services,Legal Services,Democratic and Civic Services,General Provision - Repairs & Maintenance,Securitas Technology Ltd,45307,739.8
People,Children´s Services,"Education, Skills & Early Years",Skills and Employment,Public Transport/Travel Expenses,Get Oldham Working,45308,738.58
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Arjo UK Ltd,45378,738.36
People,Children´s Services,Children´s Social Care,Children in Care,Direct Payments,PERSONAL DETAILS REDACTED,45336,737.76
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Services - Professional Fees,Pennine Social Care Ltd,45373,737.5
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Northgate Vehicle Hire Ltd,45322,737.24
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Northgate Vehicle Hire Ltd,45357,737.24
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Grants,Fullcircle NW CIC,45335,737
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Corlett Electrical Engineering Co (1981) Ltd,45372,736.29
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Child Autism UK,45362,735.43
People,Children´s Services,Children´s Social Care,Children in Care,Direct Payments,PERSONAL DETAILS REDACTED,45344,735.31
People,Children´s Services,Children´s Social Care,Children in Care,Assistance To Families Grants,PERSONAL DETAILS REDACTED,45372,735
Place,Economy,Economy,Facilities Management,Catering - Food,Dunsters Farm Ltd,45300,734.08
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Services - Professional Fees,Child Action Northwest,45334,733.55
Place,Environmental Services,Environmental Services,Fleet Management,Operational Materials,MRB Workshop Services Ltd,45342,733.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45320,733.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45320,733.33
Place,Environmental Services,Environmental Services,Environmental Management,Protective Clothing,Arco Ltd,45301,731.9
Place,Economy,Economy,Facilities Management,Catering - Food,Dunsters Farm Ltd,45322,731.74
People,Children´s Services,Schools,Schools,Additional grant for Schools,The Oak Trust - Thorp Primary School,45376,731.5
Place,Economy,Economy,Facilities Management,Catering - Food,Dunsters Farm Ltd,45300,731.36
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Concept Elevators (UK) Ltd,45348,731.29
Place,Environmental Services,Environmental Services,Building Control,Services - Payments To Contractors,Edge Structural Design,45349,728.75
Place,Environmental Services,Environmental Services,Fleet Management,Tyres,ProFit Tyre Group Ltd,45308,728
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45303,728
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Multimedia Expenses,Soleil Dee,45370,726.69
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45334,726.67
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Retained DSG,Alt Academy,45303,725.4
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,M R M Street Furniture Ltd,45300,725
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,M R M Street Furniture Ltd,45300,725
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,M R M Street Furniture Ltd,45301,725
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Services - Payments To Contractors,The Chowdhury Practice,45316,725
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45366,725
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Castings Services Ltd,45331,724.8
People,Children´s Services,Children´s Social Care,Children in Care,CWD Community Independent Care,My Ability,45359,723.8
People,Children´s Services,Children´s Social Care,Children in Care,Direct Payments,PERSONAL DETAILS REDACTED,45350,722.76
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45367,722
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Publications,Askews & Holts Library Services Ltd,45294,720.51
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Balmers Garden Machinery Ltd,45308,720.36
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Corlett Electrical Engineering Co (1981) Ltd,45342,720.16
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Room Hire,Goyt Properties Ltd,45371,720
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45337,720
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45349,720
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45349,720
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45352,720
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45367,720
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45376,720
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,ABC Industrial Doors Ltd,45351,720
