PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT ,DESCRIPTION,£ SPEND (EXCLUDING VAT,
06/02/2024,Spencer & Arlington Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,10994.16,
06/02/2024,Spencer & Arlington Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,10994.16,
06/02/2024,Spencer & Arlington Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,10994.16,
06/02/2024,Spencer & Arlington Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,10994.16,
06/02/2024,Spencer & Arlington Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,7547.92,
06/02/2024,Spencer & Arlington Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,7547.92,
06/02/2024,Sporting Way CIC,HAF - HOUSEHOLD FUND 4,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,3200,
06/02/2024,SSI Schaefer Plastics UK Ltd,REFUSE: DOMESTIC,REFUSE COLLECTION SERVICE,RECYCLING,20512.8,
06/02/2024,St George's C of E School,HOUSEHOLD SUPPORT FUND,REVENUES AND BENEFITS,GRANTS AND CONTRIBUTIONS,2610,
06/02/2024,St George's C of E School,HOUSEHOLD SUPPORT FUND,REVENUES AND BENEFITS,GRANTS AND CONTRIBUTIONS,1335,
06/02/2024,Redacted,PLANNING DEVELOPMENT CONTROL,PLANNING,CONSULTANCY FEES,1530,
06/02/2024,Redacted,PLANNING DEVELOPMENT CONTROL,PLANNING,CONSULTANCY FEES,795,
06/02/2024,Step Academy Trust t/a Turnham Academy,CWCN: SEN ACADEMIES AND FREE SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,23586.79,
06/02/2024,Step Academy Trust t/a Turnham Academy,HOUSEHOLD SUPPORT FUND,REVENUES AND BENEFITS,GRANTS AND CONTRIBUTIONS,1065,
06/02/2024,Step Academy Trust t/a Turnham Academy,HOUSEHOLD SUPPORT FUND,REVENUES AND BENEFITS,GRANTS AND CONTRIBUTIONS,2070,
06/02/2024,Street Tree Care Ltd,TREES-PLANTING PROGRAMME,GREEN SCENE,GROUNDS MAINTENANCE,6390,
06/02/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1164,
06/02/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,620,
06/02/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577,
06/02/2024,Sundry Suppliers,LH DISREPAIRS COSTS,HOUSING QUALITY AND INVESTMENT - HRA,FACILITIES MANAGEMENT,900,
06/02/2024,SV Academy Ltd,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,8783.34,
06/02/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),392,
06/02/2024,Teaching Talent Ltd,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,29333.33,
06/02/2024,Teatree Property Ltd,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,2364,
06/02/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577,
06/02/2024,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,647.36,
06/02/2024,The Albany,DEPTFORD LOUNGE,DEPTFORD LOUNGE,PRIVATE CONTRACTORS PAYMENT - OTHER,68267.75,
06/02/2024,The Albany,DEPTFORD LOUNGE,DEPTFORD LOUNGE,CYCLICAL/PLANNED MAINTENANCE - BUILDING,17982.25,
06/02/2024,The Bridge London Trust Ltd,WORKFORCE AND PRACTICE DEVELOPMENT SERVICE,PRINCIPAL SOCIAL WORK & ADVANCE PRACTITIONERS,STAFF TRAINING AND DEVELOPMENT,850,
06/02/2024,The New School At West Heath,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,30800,
06/02/2024,The New School At West Heath,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,19600,
06/02/2024,The New School At West Heath,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,19600,
06/02/2024,The New School At West Heath,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,30800,
06/02/2024,The New School At West Heath,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,19600,
06/02/2024,The New School At West Heath,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,25162.67,
06/02/2024,The New School At West Heath,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,30800,
06/02/2024,The New School At West Heath,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,19600,
06/02/2024,The New School At West Heath,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,19600,
06/02/2024,The New School At West Heath,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,19600,
06/02/2024,The Tulips Care Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1657.14,
06/02/2024,The Tulips Care Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1864.29,
06/02/2024,The Tulips Care Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,16985.73,
06/02/2024,The Tulips Care Home,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2900,
06/02/2024,The Tutorial Foundation,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,650.28,
06/02/2024,The Tutorial Foundation,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,6329.5,
06/02/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310,
06/02/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),400.77,
06/02/2024,Redacted,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,1400,
06/02/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1064,
06/02/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577,
06/02/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,577,
06/02/2024,Treasure House (London) CIC,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,11000,
06/02/2024,Vankero Limited,NO RECOURSE TO PUBLIC FUNDS (NRTPF) - SERVICE DELIVERY,"REFERRAL AND ASSESSMENT, MASH, SAFE SPACE & EDT",RENTS PAYABLE,5250,
06/02/2024,Voyage Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,11346,
06/02/2024,Voyage Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,10916.43,
06/02/2024,Voyage Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,5296.61,
06/02/2024,Voyage Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,8422.26,
06/02/2024,Voyage Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL CARE INCOME,6971.46,
06/02/2024,Voyage Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL CARE INCOME,9650.21,
06/02/2024,Voyage Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,6569.12,
06/02/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,577,
06/02/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),546,
07/02/2024,1GC Family Law,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,COUNSEL FEES,750,
07/02/2024,33 Bedford Row,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,2955,
07/02/2024,4 Paper Buildings,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,950,
07/02/2024,42 Bedford Row,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,550,
07/02/2024,42 Bedford Row,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,625,
07/02/2024,ABC Social Work Services Ltd,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,3000,
07/02/2024,Access for Living,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1553.6,
07/02/2024,Access for Living,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1145.78,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1087.52,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1009.84,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,699.12,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,699.12,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1708.96,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1320.56,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1320.56,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,310.72,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,776.8,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,699.12,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1165.2,
07/02/2024,Access for Living,MENTAL HEALTH SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1475.92,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,699.12,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,466.08,
07/02/2024,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,932.16,
07/02/2024,Access for Living,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1446.79,
07/02/2024,Access for Living,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,932.16,
07/02/2024,Access for Living,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,310.72,
07/02/2024,Access UK Limited,NO RECOURSE TO PUBLIC FUNDS (NRTPF) - SERVICE DELIVERY,"REFERRAL AND ASSESSMENT, MASH, SAFE SPACE & EDT",PROFESSIONAL SERVICES ,792711.81,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,8650.02,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL CARE INCOME,8613.39,
07/02/2024,Achieve Together Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,10949.69,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,6889.31,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,6866.23,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,6999.27,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,4971.25,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,12610.71,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,8812.02,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,15729.71,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,4623.07,
07/02/2024,Achieve Together Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,7266.22,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,8528.85,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,9279.45,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,5411.58,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,8974.15,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,9491.09,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,8974.72,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,6245.44,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,4328.09,
07/02/2024,Achieve Together Ltd,SUPPORT AND MEMORY COGNITION ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,10115.83,
07/02/2024,Achieve Together Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,9014.62,
07/02/2024,Achieve Together Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,14478.82,
07/02/2024,Advocacy for All,FAMILY SUPPORT & SAFEGUARDING SERVICE MANAGEMENT,FAMILY SOCIAL WORK SERVICE,SECTION 17 - COMMISSIONED FAMILY SUPPORT SERVICES,597,
07/02/2024,Advocacy for All,FAMILY SUPPORT & SAFEGUARDING SERVICE MANAGEMENT,FAMILY SOCIAL WORK SERVICE,SECTION 17 - COMMISSIONED FAMILY SUPPORT SERVICES,496.13,
07/02/2024,Apollo Home Healthcare Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1303.18,
07/02/2024,Ballers Sports Coaching LTD,HAF - HOUSEHOLD FUND 4,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,4040,
07/02/2024,Ballers Sports Coaching LTD,HAF - HOUSEHOLD FUND 4,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,4000,
07/02/2024,Banner Group Limited,FAMILY THRIVE SERVICE,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,OFFICE STATIONERY,334.15,
07/02/2024,Redacted,PREVENTION AND INCLUSION TEAM (PIT),PREVENTION AND INCLUSION,HEALTHCARE SERVICES - GENERAL,1200,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,1126.5,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,1567.9,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,1472.2,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,808.2,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,2219.1,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,856.5,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,1124.9,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,832.1,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,573.7,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,341.1,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,429.3,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,411.4,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,505.9,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,851,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,894.4,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,1281,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,817.2,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,1188.1,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,826.8,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,527,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,458.4,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,603.4,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,463.2,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,438.5,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,578,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,362,
07/02/2024,Browne Jacobson,LITIGATION,HEAD OF LEGAL SERVICES ,LEGAL FEES,346,
07/02/2024,Brownhill Care Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,26385.42,
07/02/2024,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,3187.6,
07/02/2024,Cansford Laboratories Limited,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,284.33,
07/02/2024,Careoline Carers Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,10101.5,
07/02/2024,Careoline Carers Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,10315.34,
07/02/2024,Careoline Carers Services Ltd,CHILDREN LOOKED AFTER (GM),CORPORATE PARENTING,ADDITIONAL SUPPORT - PLACEMENT STABILITY,1809.32,
07/02/2024,Careoline Carers Services Ltd,CHILDREN LOOKED AFTER (GM),CORPORATE PARENTING,ADDITIONAL SUPPORT - PLACEMENT STABILITY,1735.57,
07/02/2024,Careoline Carers Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,10098.75,
07/02/2024,Careoline Carers Services Ltd,CLA-CARE (Excludes placement costs),CORPORATE PARENTING,CLIENT TRAVEL- TAXIS & OTHER,467.85,
07/02/2024,Careoline Carers Services Ltd,CHILDREN LOOKED AFTER (GM),CORPORATE PARENTING,ADDITIONAL SUPPORT - PLACEMENT STABILITY,1879.27,
07/02/2024,Careoline Carers Services Ltd,FAMILY SUPPORT & SAFEGUARDING SERVICE MANAGEMENT,FAMILY SOCIAL WORK SERVICE,SECTION 17 - COMMISSIONED FAMILY SUPPORT SERVICES,2180.75,
