Organisation Name,Organisation Code,Organisational Structure Tier 1(T),Cost Centre(T),Cost Centre,Supplier ID(T),Supplier ID,Pay Date,Trans Number,Net Amount,Account(T),Account,Proclass Level 1,Proclass Level 1 - code,Proclass Level 2,Proclass Level 2 - code,Proclass Level 3,Proclass Level 3 - code
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Libraries,C300005,Recclesia Ltd,12524469,45127,12300184652,97454,External Professional Fees,C6002,Consultancy,P1006,Technical & Feasibility,P2053,Technical & Feasibility,P3075
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Northwich Adult Community Social Care team,R202105,Andrew Care Limited,12500417,45127,129000443472,27707.83,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45127,129000443594,25750,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability CH&EP Team,R202108,Special Needs Care Ltd,12512753,45127,129000443527,20109.02,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Capital - Corporate,C400001,Savills (UK) Limited Parking,12513900,45127,12300185996,11650.8,External Professional Fees,C6002,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Buildings,P3393
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Capital - Corporate,C400001,Gardiner And Theobald Llp,12502062,45127,12300187488,10000,Internal Professional Fees,C6001,Consultancy,P1006,Strategic Planning,P2052,Strategic Planning,P3074
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45127,129000443595,10000,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,AA pre-2018 services,R160999,Moving Up,12504190,45127,129000443596,10000,Transfer Payments - Non Schools,R6306,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Libraries,C300005,Constellia Public Limited,12531002,45127,12300186837,7762.5,External Professional Fees,C6002,Financial Services,P1011,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45127,129000443593,7440,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Inter Authority England,R161067,Knutsford Multi Academy Trust,12504188,45127,12300186709,6911,TPP -Other LA's,R5200,Education,P1008,Educational Placements,P2059,Educational Placements,P3081
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Economic Growth,C300009,Barker Proudlove Limited,12521670,45127,12300187474,5000,Internal Professional Fees,C6001,Consultancy,P1006,Property,P2051,Property,P3073
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Winsford Adult Community Social Care team,R202104,Lawton Manor Care Home Ltd,12529136,45127,129000443552,3838,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Nursing & Residential Care Homes,P2193,Nursing & Residential Care Homes,P3287
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Northwich Adult Community Social Care team,R202105,Springcare (Hatton) Ltd,12529297,45127,129000443553,3400,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Domiciliary Care,P2188,Domiciliary Care,P3280
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Winsford Adult Community Social Care team,R202104,Camelot Rest Home Limited,12531386,45127,129000443565,3393.44,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Nursing & Residential Care Homes,P2193,Nursing & Residential Care Homes,P3287
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Schl Improvement Advisers,R162010,Gail Webb Education Consultancy Ltd,12532201,45127,12300187744,3000,Services - Professional Fees,R4400,Human Resources,P1018,Professional & Advisory Services,P2155,Professional & Advisory Services,P3213
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Communication,R404201,NLA Media Access Limited,12515000,45127,12300187717,2926,Services - General Licences,R4402,Facilities & Management Services,P1010,Public Relations & Image,P2092,Public Relations & Image,P3138
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Northwich Adult Community Social Care team,R202105,Hanford Manor Limited,12534573,45127,129000443582,2600,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Nursing & Residential Care Homes,P2193,Nursing & Residential Care Homes,P3287
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Libraries,C300005,Recclesia Ltd,12524469,45127,12300184650,2160,External Professional Fees,C6002,Consultancy,P1006,Technical & Feasibility,P2053,Technical & Feasibility,P3075
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Libraries,C300005,Recclesia Ltd,12524469,45127,12300184651,2070,External Professional Fees,C6002,Consultancy,P1006,Technical & Feasibility,P2053,Technical & Feasibility,P3075
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Schl Improvement Advisers,R162010,Concordia Multi Academy Trust (Wolverham PS),12513350,45127,12300187659,2041.67,Services - Professional Fees,R4400,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Farms Estate,R309010,Cheshire West And Chester Council,12502070,45127,12300187736,1981.89,Business Rates,R2300,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Libraries,C300005,Ramboll UK Limited,12500254,45127,12300186933,1977.08,External Professional Fees,C6002,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Northwich Adult Community Social Care team,R202105,Sunrise Senior Living T/A Gracewell Healthcare Ltd,12517749,45127,129000443533,1057.12,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Moderation,R162016,Acresfield Primary School,12520453,45127,12300187726,1035.15,Services - Professional Fees,R4400,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Roodee Café,R204700,Gleam & Glisten,12509943,45127,12300186846,1007.5,Contract Cleaning,R2700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,StreetCare Delivery,R300201,Quantum Traffic Management (Northern) Limited,12527992,45127,12300187489,850,Services - Fees and Charges,R4401,"Works - Construction, Repair & Maintenance",P1031,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,CWAC Concessionary Fares,R305901,Arriva N W & Wales,12501277,45127,12300187743,796.02,Int Rech Exp - Transport,R9732,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Adoption Support Fund,R160614,Gateway Psychology Ltd,12504763,45127,12300181167,718.75,Services - Professional Fees,R4400,Healthcare,P1014,Counselling,P2123,Counselling,P3178
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Winsford Regeneration,R307001,Tetra Consulting Ltd,12534395,45127,12300182559,680,Services - Professional Fees,R4400,Health & Safety,P1013,Services,P2120,Consultancy,P3233
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability VR Team,R202109,Supported Community Business(Special Needs)Limited,12532611,45127,129000443571,677.92,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Day Care,P2186,Day Care,P3278
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,HQ,R204020,Healthcare Matters,12504735,45127,12300187570,653.38,R&M Building Planned,R2004,Healthcare,P1014,Equipment,P2035,Equipment,P3043
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Business Crimes,R302712,Babble Cloud (VIV) Limited,12506132,45127,12300183193,556.99,ICT Equipment,R4535,Information Communication Technology,P1019,Telecommunications,P2165,Mobile,P3248
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Moderation,R162016,Concordia Multi Academy Trust (Wolverham PS),12513350,45127,12300187703,548.85,Services - Professional Fees,R4400,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Road Safety Team,R300704,Traffic Technology Ltd,12534176,45127,12300187797,530,Services - Fees and Charges,R4401,Street & Traffic Management,P1028,Traffic Control,P2216,Traffic Control,P3379
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Roodee Café,R204700,Seekers Pest & Property Services Ltd,12505413,45127,12300187713,528,Grounds Maintenance - Contract,R2075,Environmental Services,P1009,Animal Services,P2070,Pest & Animal Control,P3097
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Farms Estate,R309010,Cheshire West And Chester Council,12502070,45127,12300187735,507.98,Business Rates,R2300,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability CH&EP Team,R202108,We Support Ltd T/A We Support,12505278,45128,129000444652,161197.28999999995,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Waste & Environment,C300004,Dawsongroup Bus And Coach Ltd T/A Ventura Bus And Coach Sales,12509308,45128,12300188172,70779,Vehicle Purchases,C2000,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester Adult Community Social Care Team,R202102,Barchester Healthcare Homes Ltd,12500928,45128,129000444641,57512.09,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Northwich Adult Community Social Care team,R202105,Infinite Care Ltd T/A Care Connect,12500962,45128,129000444643,29282.16,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
