,,,,April 2023 £500 spend data,,,,
Payment Date,Transaction Number,Non Recoverable VAT,Amount,Supplier,Supplier Number,Expense Type,Directorate,Service Area
28/04/2023,857423,0,3820,PEACE MANOR LTD,8400014500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857426,0,3831.6,PEACE MANOR LTD,8400014500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857430,0,4600,PEACE MANOR LTD,8400028000,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857433,0,4369.28,PEACE MANOR LTD,8400028000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857436,0,825.86,PEACE MANOR LTD,8400028000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857438,0,4200,PEACE MANOR LTD,8400028000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857442,0,4369.28,PEACE MANOR LTD,8400028000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857445,0,4404.57,PEACE MANOR LTD,8400028000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857446,0,4577.32,PEACE MANOR LTD,8400028000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857449,0,7708,PEACE MANOR LTD,8400028000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857458,0,1281,PEBBLE GROVE PROPERTIES LTD,8000035100,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
28/04/2023,857485,0,6000,PECULIAR CARE HOMES LTD,8400027500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857486,0,6000,PECULIAR CARE HOMES LTD,8400027500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857487,0,8000,PECULIAR CARE HOMES LTD,8400027500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857488,0,8000,PECULIAR CARE HOMES LTD,8400027500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857493,0,1692.68,PELHAM MANOR,8400039500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857496,0,2732.48,PELHAM MANOR,8400039500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857499,0,3645.72,PELHAM MANOR,8400039500,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857502,0,6479.04,PELHAM MANOR,8400039500,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857527,0,602,PENNA PLC,5628800,Salaries Gross,Place,Housing and Strategic Planning
28/04/2023,857551,0,-690.24,PENNINGTON COURT CARE HOME,8400033800,CRAG income - Nursing,Adults & Health,Bexley Care
28/04/2023,857557,0,2868,PENNINGTON COURT CARE HOME,8400033800,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857567,0,945,PERTEMPS PROFESSIONAL RECRUITMENT LTD,10093800,Agency Staff,Children's Services,Children Social Care & Safegua
28/04/2023,857568,0,1260,PERTEMPS PROFESSIONAL RECRUITMENT LTD,10093800,Agency Staff,Children's Services,Children Social Care & Safegua
28/04/2023,857570,0,1575,PERTEMPS PROFESSIONAL RECRUITMENT LTD,10093800,Agency Staff,Children's Services,Children Social Care & Safegua
28/04/2023,857589,0,10592.54,PG PASSENGER SERVICES LTD,8425800,Transport Costs Clients,Children's Services,Education Services
28/04/2023,857627,0,5409.05,Precious Homes Support Ltd,8400479900,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857628,0,7212.07,Precious Homes Support Ltd,8400479900,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857697,0,1977.84,PRIORY MEWS HEALTHCARE,8400482500,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857698,0,2307.48,PRIORY MEWS HEALTHCARE,8400482500,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857703,0,-582.58,PRIORY MEWS HEALTHCARE,8400482500,CRAG income - Nursing,Adults & Health,Bexley Care
28/04/2023,857704,0,-557.45,PRIORY MEWS HEALTHCARE,8400482500,CRAG income - Nursing,Adults & Health,Bexley Care
28/04/2023,857707,0,658.13,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857708,0,658.13,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857709,0,1135.27,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857710,0,1248.36,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857711,0,1248.36,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857712,0,1248.36,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857713,0,1248.36,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857714,0,1285.71,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857715,0,1324.29,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857716,0,1513.69,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857717,0,1579.51,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857718,0,1664.48,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857719,0,1664.48,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857720,0,1664.48,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857721,0,1664.48,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857722,0,1714.29,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857723,0,1765.71,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857724,0,1977.84,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857725,0,2106.01,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857726,0,2637.12,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857742,0,3685.52,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857743,0,3685.52,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857744,0,3685.52,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857745,0,3685.52,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857746,0,3685.52,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857747,0,3685.52,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857748,0,3685.52,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857749,0,1028.57,PRIORY MEWS HEALTHCARE,8400482500,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857752,0,1088.76,PRIORY MEWS HEALTHCARE,8400482500,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857753,0,1451.68,PRIORY MEWS HEALTHCARE,8400482500,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857797,0,520,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
28/04/2023,857835,0,740.27,PUDDINGSTONE GRANGE,8400043700,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857836,0,1330.27,PUDDINGSTONE GRANGE,8400043700,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857837,0,1459.83,PUDDINGSTONE GRANGE,8400043700,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857838,0,1546.23,PUDDINGSTONE GRANGE,8400043700,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857839,0,1773.69,PUDDINGSTONE GRANGE,8400043700,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857840,0,1946.45,PUDDINGSTONE GRANGE,8400043700,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857841,0,2061.65,PUDDINGSTONE GRANGE,8400043700,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857856,0,7972.79,PURDY CONTRACTS LTD,8721200,Grants Paid,Finance & Corporate,Central Finance
28/04/2023,857944,0,3990.52,RECTORY LODGE,8400036600,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857947,0,1712.76,RECTORY LODGE,8400036600,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857950,0,3667,RECTORY LODGE,8400036600,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857954,0,3824.52,RECTORY LODGE,8400036600,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857957,0,4033.12,RECTORY LODGE,8400036600,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,858580,0,616,REDACTED PERSONAL DATA,8300002400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858581,0,616,REDACTED PERSONAL DATA,8300002400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858583,0,1023.96,REDACTED PERSONAL DATA,8300002400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858652,0,518.56,REDACTED PERSONAL DATA,8300002501,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858701,0,1023.96,REDACTED PERSONAL DATA,8300002600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858689,0,1111.2,REDACTED PERSONAL DATA,8300004100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858677,0,2535.52,REDACTED PERSONAL DATA,8300004300,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858578,0,4998,REDACTED PERSONAL DATA,8300004600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858655,0,1166.76,REDACTED PERSONAL DATA,8300005500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858564,0,3071.88,REDACTED PERSONAL DATA,8300011400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858609,0,1706.6,REDACTED PERSONAL DATA,8300011500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858587,0,1950.4,REDACTED PERSONAL DATA,8300013600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858637,0,2599.56,REDACTED PERSONAL DATA,8300016100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858657,0,682.64,REDACTED PERSONAL DATA,8300019100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858601,0,2703.92,REDACTED PERSONAL DATA,8300023600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858669,0,691.6,REDACTED PERSONAL DATA,8300026500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858664,0,1145.86,REDACTED PERSONAL DATA,8300031000,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858659,0,518.56,REDACTED PERSONAL DATA,8300032500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858660,0,518.56,REDACTED PERSONAL DATA,8300032500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858661,0,518.56,REDACTED PERSONAL DATA,8300032500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858662,0,518.56,REDACTED PERSONAL DATA,8300032500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858708,0,682.64,REDACTED PERSONAL DATA,8300032800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858673,0,3279.84,REDACTED PERSONAL DATA,8300033800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858647,0,2522,REDACTED PERSONAL DATA,8300034600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858633,0,1166.76,REDACTED PERSONAL DATA,8300034900,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858560,0,1481.6,REDACTED PERSONAL DATA,8300042000,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858594,0,2296.48,REDACTED PERSONAL DATA,8300044100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858712,0,3145.02,REDACTED PERSONAL DATA,8300044900,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858617,0,1877.26,REDACTED PERSONAL DATA,8300046200,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858569,0,888.96,REDACTED PERSONAL DATA,8300047100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858597,0,1889.45,REDACTED PERSONAL DATA,8300048300,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858693,0,2592.8,REDACTED PERSONAL DATA,8300049000,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858630,0,1913.83,REDACTED PERSONAL DATA,8300049500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858695,0,548.8,REDACTED PERSONAL DATA,8300049900,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858698,0,851.92,REDACTED PERSONAL DATA,8300049900,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858681,0,3600,REDACTED PERSONAL DATA,8300050800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858566,0,597.31,REDACTED PERSONAL DATA,8300052300,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858644,0,1185.28,REDACTED PERSONAL DATA,8300054500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858685,0,511.98,REDACTED PERSONAL DATA,8300056400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858558,0,4944,REDACTED PERSONAL DATA,8300056500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858640,0,1292.14,REDACTED PERSONAL DATA,8300056600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858651,0,926,REDACTED PERSONAL DATA,8300059700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858613,0,518.56,REDACTED PERSONAL DATA,8300060300,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858621,0,2495.48,REDACTED PERSONAL DATA,8300061100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858626,0,6721.12,REDACTED PERSONAL DATA,8300061900,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858667,0,907.48,REDACTED PERSONAL DATA,8300062100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858553,0,947.6,REDACTED PERSONAL DATA,8300062700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858716,0,1219,REDACTED PERSONAL DATA,8300063400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858718,0,1407.52,REDACTED PERSONAL DATA,8300063400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858704,0,853.3,REDACTED PERSONAL DATA,8300067600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858706,0,685.24,REDACTED PERSONAL DATA,8300068100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858605,0,2398.68,REDACTED PERSONAL DATA,8300068400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858466,0,1304.33,REDACTED PERSONAL DATA,8300071000,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858446,0,708.39,REDACTED PERSONAL DATA,8300071800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858449,0,3608,REDACTED PERSONAL DATA,8300071800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858432,0,1111.2,REDACTED PERSONAL DATA,8300072400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858434,0,1944.6,REDACTED PERSONAL DATA,8300072400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858730,0,2592.8,REDACTED PERSONAL DATA,8300073200,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858770,0,2778,REDACTED PERSONAL DATA,8300075900,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858534,0,814.88,REDACTED PERSONAL DATA,8300076700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858493,0,1333.44,REDACTED PERSONAL DATA,8300077100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858471,0,1462.8,REDACTED PERSONAL DATA,8300077500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858490,0,740.8,REDACTED PERSONAL DATA,8300077600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858755,0,1981.64,REDACTED PERSONAL DATA,8300077900,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858760,0,597.31,REDACTED PERSONAL DATA,8300078000,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858497,0,2767.8,REDACTED PERSONAL DATA,8300078900,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858391,0,-1111.2,REDACTED PERSONAL DATA,8300079500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858393,0,1333.44,REDACTED PERSONAL DATA,8300079500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858395,0,1777.92,REDACTED PERSONAL DATA,8300079500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858438,0,1666.8,REDACTED PERSONAL DATA,8300079600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858442,0,1037.12,REDACTED PERSONAL DATA,8300080000,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858416,0,597.31,REDACTED PERSONAL DATA,8300080100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858742,0,1279.95,REDACTED PERSONAL DATA,8300080400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858474,0,963.04,REDACTED PERSONAL DATA,8300080600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858531,0,740.8,REDACTED PERSONAL DATA,8300080900,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858526,0,2656.6,REDACTED PERSONAL DATA,8300081000,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858758,0,975.2,REDACTED PERSONAL DATA,8300081200,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858405,0,-2592.8,REDACTED PERSONAL DATA,8300081700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858406,0,-833.4,REDACTED PERSONAL DATA,8300081700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858408,0,952.46,REDACTED PERSONAL DATA,8300081700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858411,0,2963.2,REDACTED PERSONAL DATA,8300081700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858412,0,2963.2,REDACTED PERSONAL DATA,8300081700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858387,0,555.6,REDACTED PERSONAL DATA,8300082300,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858522,0,1185.28,REDACTED PERSONAL DATA,8300083500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858541,0,1685.32,REDACTED PERSONAL DATA,8300083600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858427,0,1351.96,REDACTED PERSONAL DATA,8300084300,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858450,0,-950.82,REDACTED PERSONAL DATA,8300084400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858452,0,1097.1,REDACTED PERSONAL DATA,8300084400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858454,0,1462.8,REDACTED PERSONAL DATA,8300084400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858476,0,1185.28,REDACTED PERSONAL DATA,8300084500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858385,0,1296.4,REDACTED PERSONAL DATA,8300085900,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858751,0,1296.4,REDACTED PERSONAL DATA,8300086100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858776,0,780.16,REDACTED PERSONAL DATA,8300086200,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858528,0,720,REDACTED PERSONAL DATA,8300087000,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858726,0,777.84,REDACTED PERSONAL DATA,8300087100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858789,0,1296.4,REDACTED PERSONAL DATA,8300087300,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858787,0,1463.08,REDACTED PERSONAL DATA,8300088100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858516,0,1535.94,REDACTED PERSONAL DATA,8300088600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858546,0,2333.52,REDACTED PERSONAL DATA,8300089600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858507,0,3704,REDACTED PERSONAL DATA,8300090000,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858537,0,1316.52,REDACTED PERSONAL DATA,8300090200,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858774,0,1092.68,REDACTED PERSONAL DATA,8300090400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858503,0,1037.12,REDACTED PERSONAL DATA,8300092100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858797,0,3630.56,REDACTED PERSONAL DATA,8300093800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858459,0,1351.96,REDACTED PERSONAL DATA,8300094300,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858724,0,777.84,REDACTED PERSONAL DATA,8300094400,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858486,0,767.97,REDACTED PERSONAL DATA,8300094500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858745,0,592.64,REDACTED PERSONAL DATA,8300095500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858420,0,2333.52,REDACTED PERSONAL DATA,8300095600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858400,0,1333.44,REDACTED PERSONAL DATA,8300095800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858793,0,804.54,REDACTED PERSONAL DATA,8300096500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858513,0,759.32,REDACTED PERSONAL DATA,8300097700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858445,0,511.98,REDACTED PERSONAL DATA,8300097800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858732,0,2074.24,REDACTED PERSONAL DATA,8300098100,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858440,0,2074.24,REDACTED PERSONAL DATA,8300098200,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858478,0,592.64,REDACTED PERSONAL DATA,8300098500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858479,0,592.64,REDACTED PERSONAL DATA,8300098500,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858550,0,1518.64,REDACTED PERSONAL DATA,8300098600,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858800,0,907.48,REDACTED PERSONAL DATA,8300098800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858509,0,967.67,REDACTED PERSONAL DATA,8300099700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858510,0,1426.04,REDACTED PERSONAL DATA,8300099700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858511,0,1426.04,REDACTED PERSONAL DATA,8300099700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858512,0,1426.04,REDACTED PERSONAL DATA,8300099700,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858762,0,583.38,REDACTED PERSONAL DATA,8300100800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858763,0,1231.58,REDACTED PERSONAL DATA,8300100800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858764,0,1814.96,REDACTED PERSONAL DATA,8300100800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858765,0,1814.96,REDACTED PERSONAL DATA,8300100800,CommServs-DirectPayOP,Adults & Health,Bexley Care
28/04/2023,858766,0,1814.96,REDACTED PERSONAL DATA,8300100800,CommServs-DirectPayOP,Adults & Health,Bexley Care
