DCC Transparency Report Supplier Payment over ï¿½500,,,,,,,,,,,,,
,,,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,,Purpose of Spend,Procurement Classification,Selection Code 3 Description,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST,18/04/2023,919,2735,"1,007.76",High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST,18/04/2023,919,2736,936.59,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST,18/04/2023,919,2737,875.27,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST,18/04/2023,919,2741,983.77,Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST,18/04/2023,919,2742,"1,055.19",Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST,18/04/2023,919,2743,983.77,Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST,18/04/2023,919,2744,"1,104.93",Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST,18/04/2023,919,2745,983.77,Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST,18/04/2023,919,2751,641.83,Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST DE22 2QR (INTERFACE),18/04/2023,1102,2753,629.61,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST DE22 2QR (INTERFACE),18/04/2023,1102,2754,561.71,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST DE22 2QR (INTERFACE),18/04/2023,1102,2755,858.45,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST DE22 2QR (INTERFACE),18/04/2023,1102,2756,732.31,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST DE22 2QR (INTERFACE),18/04/2023,1102,2763,802.66,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST DE22 2QR (INTERFACE),18/04/2023,1102,2764,804.77,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST DE22 2QR (INTERFACE),18/04/2023,1102,2765,715.33,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST DE22 2QR (INTERFACE),18/04/2023,1102,2766,804.77,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST DE22 2QR (INTERFACE),18/04/2023,1102,2767,751.1,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST DE22 2QR (INTERFACE),18/04/2023,1102,2768,804.77,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2775,983.77,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2776,983.77,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2787,657.87,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2789,983.8,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2795,760.5,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2798,834.86,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2799,651.86,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2807,983.77,Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2808,983.77,Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2809,983.77,Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2813,752.14,Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,18/04/2023,500,2814,889.5,Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,18/04/2023,1029,2817,622.22,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,18/04/2023,1029,2819,590.42,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,18/04/2023,1029,2820,564.65,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,18/04/2023,1029,2822,673.07,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,18/04/2023,1029,2824,660.07,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,18/04/2023,1029,2828,654.87,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,18/04/2023,1029,2831,548.56,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,18/04/2023,1029,2832,527.87,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,18/04/2023,1029,2833,653.42,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,18/04/2023,1029,2853,"1,341.15",Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RIDGEWAY INFANT SCHOOL,18/04/2023,560,2855,903.46,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RIDGEWAY INFANT SCHOOL,18/04/2023,560,2856,504.36,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RIDGEWAY INFANT SCHOOL,18/04/2023,560,2857,947.59,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RIDGEWAY INFANT SCHOOL,18/04/2023,560,2858,947.59,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RIDGEWAY INFANT SCHOOL,18/04/2023,560,2859,965.42,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RIDGEWAY INFANT SCHOOL,18/04/2023,560,2860,"1,066.89",High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RIDGEWAY INFANT SCHOOL,18/04/2023,560,2861,875.57,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RIDGEWAY INFANT SCHOOL,18/04/2023,560,2869,947.59,High Needs Contingency,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RIDGEWAY INFANT SCHOOL,18/04/2023,560,2871,989.89,Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RIDGEWAY INFANT SCHOOL,18/04/2023,560,2874,836.68,Element 3 Funding,,SME,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,18/04/2023,848,2975,"1,383.79",High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,18/04/2023,848,2976,"1,201.09",High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,18/04/2023,848,2977,503.92,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,18/04/2023,848,2984,965.38,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,18/04/2023,848,2985,924.97,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,18/04/2023,848,2986,770.42,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,18/04/2023,848,2987,896.18,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,18/04/2023,848,2989,885.3,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,2996,960.81,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,2997,562.68,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,3000,945.77,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,3001,"1,072.65",High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,3002,"1,133.86",High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,3003,936.37,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,3004,954.79,High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,3005,"1,144.48",High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,3016,"1,128.44",High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,3017,"1,155.22",High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,3020,"1,615.16",High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,3022,"1,015.93",High Needs Contingency,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,HARDWICK PRIMARY SCHOOL,18/04/2023,798,3024,752.25,Element 3 Funding,,Public/Government Agency,,
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,18/04/2023,816,3026,839.28,High Needs Contingency,,Public/Government Agency,,
