,,,,,,,,,,
Organisation name,Organisation Code,Directorate,Service Category label,Service Category code,Supplier name,Payment date,Transaction number,Net Amount,Purpose of spend,Procurement category name
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3307,FAMILY WORKS FOSTERING,17/12/2024,12076014,"4,457.40",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,FAMILY WORKS FOSTERING,17/12/2024,12076014,"5,670.00",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,FAMILY WORKS FOSTERING,17/12/2024,12076014,"4,367.40",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,FAMILY WORKS FOSTERING,17/12/2024,12076014,"4,457.40",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1105,FIRST POINT 24 LTD,17/12/2024,12076014,"9,687.76",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1205,FIRST POINT 24 LTD,17/12/2024,12076014,"2,455.57",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1400,FIRST POINT 24 LTD,17/12/2024,12076014,995.14,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1105,FIRST POINT 24 LTD,17/12/2024,12076014,"9,845.63",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1205,FIRST POINT 24 LTD,17/12/2024,12076014,"2,606.09",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1400,FIRST POINT 24 LTD,17/12/2024,12076014,"1,029.68",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1105,FIRST POINT 24 LTD,17/12/2024,12076014,"9,749.64",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1205,FIRST POINT 24 LTD,17/12/2024,12076014,"2,700.33",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1400,FIRST POINT 24 LTD,17/12/2024,12076014,"1,010.83",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1294,FOCUS CARE AGENCY LIMITED,17/12/2024,12076014,"13,434.80",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1320,FORGET ME NOT CARING LTD,17/12/2024,12076014,"1,831.80",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1320,FORGET ME NOT CARING LTD,17/12/2024,12076014,841.92,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1320,FORGET ME NOT CARING LTD,17/12/2024,12076014,"1,874.60",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,FOSTER CARE UK,17/12/2024,12076014,"5,498.78",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,FOSTERING SUPPORT GROUP,17/12/2024,12076014,"6,981.90",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1305,REDACTED PERSONAL DATA,17/12/2024,12076014,"2,070.04",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,FUSION FOSTERING LTD,17/12/2024,12076014,"5,912.14",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3250,FUTURES FOR CHILDREN,17/12/2024,12076014,"3,520.98",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1305,REDACTED PERSONAL DATA,17/12/2024,12076014,"2,524.48",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1100,REDACTED PERSONAL DATA,17/12/2024,12076014,"1,346.40",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1200,REDACTED PERSONAL DATA,17/12/2024,12076014,"14,259.84",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1100,REDACTED PERSONAL DATA,17/12/2024,12076014,628.32,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1305,REDACTED PERSONAL DATA,17/12/2024,12076014,985.88,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3290,GREAT FUTURE SUPPORT LTD,17/12/2024,12076014,800.00,Accomodation Payment,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3308,GREAT FUTURE SUPPORT LTD,17/12/2024,12076014,536.00,Accomodation Payment,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3307,GRIHA CARE AND SUPPORT LIMITED,17/12/2024,12076014,502.11,Additional Allowances (non employee),Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3290,GRIHA CARE AND SUPPORT LIMITED,17/12/2024,12076014,-708.57,Accomodation Payment,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3290,GRIHA CARE AND SUPPORT LIMITED,17/12/2024,12076014,700.00,Accomodation Payment,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3307,GRIHA CARE AND SUPPORT LIMITED,17/12/2024,12076014,"4,800.00",Accomodation Payment,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3308,GRIHA CARE AND SUPPORT LIMITED,17/12/2024,12076014,"1,230.00",Accomodation Payment,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1105,HALES GROUP LTD,17/12/2024,12076014,"2,249.64",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1320,HAMELIN TRUST,17/12/2024,12076014,509.70,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1263,HAMELIN TRUST,17/12/2024,12076014,"1,557.99",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1263,HAMELIN TRUST,17/12/2024,12076014,778.66,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Housing Services,6011,HARP,17/12/2024,12076014,"88,177.56",Other Agencies,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,602.32,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,527.03,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,527.03,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,602.32,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,602.32,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,"1,204.64",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,"1,129.35",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1146,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,903.48,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,527.03,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,602.32,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,828.19,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1176,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,602.32,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,903.48,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1145,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,903.48,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1585,HARWOOD HOUSE DAY CENTRE,17/12/2024,12076014,602.32,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3265,REDACTED PERSONAL DATA,17/12/2024,12076014,539.61,Foster Carer Allowance,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3265,REDACTED PERSONAL DATA,17/12/2024,12076014,639.61,Foster Carer Allowance,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3481,REDACTED PERSONAL DATA,17/12/2024,12076014,580.32,Direct Payments,Housing Benefits
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Finance & Resources,Central Services,8608,HOPEWORX RE-USE CENTRE,17/12/2024,12076014,"1,369.75",Furniture Purchase,Equipment Furniture And Materials
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Planning Services,5641,HUBSPOT UK HOLDINGS LTD,17/12/2024,12076014,"1,958.40",Professional Fees,Services
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1305,REDACTED PERSONAL DATA,17/12/2024,12076014,"1,009.28",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1294,INNER RESOURCES LTD,17/12/2024,12076014,"1,137.60",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Cultural And Related Services,4200,INSTAKIL PEST CONTROL SERVICES,17/12/2024,12076014,850.00,Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Environment & Place,Cultural And Related Services,4200,INSTAKIL PEST CONTROL SERVICES,17/12/2024,12076014,"1,558.00",Pest Control,Cleaning And Domestic Supplies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Adults & Communities,Adult Social Care,1305,REDACTED PERSONAL DATA,17/12/2024,12076014,"3,524.98",Private Contractors,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3265,REDACTED PERSONAL DATA,17/12/2024,12076014,"1,197.90",Foster Carer Allowance,Other Agencies
Southend-on-Sea City Council,https://opendatacommunities.org/doc/unitary-authority/southend,ED Children & Public Health,Children And Education Services,3265,REDACTED PERSONAL DATA,17/12/2024,12076014,"1,626.86",Foster Carer Allowance,Other Agencies
