Auth,Proclass,Supplier,Date,Dept,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),3018.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),3018.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),3018.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),3018.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),3018.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),3018.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),3018.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),3200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),3350.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),3940
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Age Concern Manchester,45098,Health and Adult Care (formerly OCO),1541.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Age Concern Manchester,45098,Health and Adult Care (formerly OCO),2698.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Age Concern Manchester,45098,Health and Adult Care (formerly OCO),2698.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Age Concern Manchester,45098,Health and Adult Care (formerly OCO),2698.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Aidapt Bathrooms Ltd,45090,Health and Adult Care (formerly OCO),600
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Aidapt Bathrooms Ltd,45093,Health and Adult Care (formerly OCO),1080
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Aidapt Bathrooms Ltd,45093,Health and Adult Care (formerly OCO),1080
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Aidapt Bathrooms Ltd,45090,Health and Adult Care (formerly OCO),1200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Aidapt Bathrooms Ltd,45090,Health and Adult Care (formerly OCO),1750
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Aidapt Bathrooms Ltd,45103,Health and Adult Care (formerly OCO),2370
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Ambito Care and Education,45098,Health and Adult Care (formerly OCO),3935.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Ambito Care and Education,45098,Health and Adult Care (formerly OCO),8416.38
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Amicura Services Ltd,45098,Health and Adult Care (formerly OCO),2435.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,AMJ Support Services Ltd,45098,Health and Adult Care (formerly OCO),3992.54
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Anchor - Bluegrove House,45098,Health and Adult Care (formerly OCO),3120
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45105,Health and Adult Care (formerly OCO),507.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),511.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),516.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),517.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),522.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45105,Health and Adult Care (formerly OCO),572.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),590.27
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),594.54
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),634.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),642.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),643.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),644.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),649.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),651.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),671.91
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45105,Health and Adult Care (formerly OCO),717.06
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),790.69
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),806.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),817
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),818.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),822.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),834.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),841.74
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),882.97
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),979.73
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),997.59
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1062.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1093.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1129.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1147.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1267.61
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1279.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1343.91
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1369.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1416.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1447.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1454.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1466.46
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1492.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1495.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1506.79
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1539.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45105,Health and Adult Care (formerly OCO),1639.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1663.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1676.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1705.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1771.62
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1815.66
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1918.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),1999.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),2175.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),2242.71
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),2290.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),2359.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),2369.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45105,Health and Adult Care (formerly OCO),2504.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),2661.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),2768.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),2784.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),3228.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),3322.46
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),3384.97
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45079,Health and Adult Care (formerly OCO),3541.14
