,Transparency Report November 2023,,,,,,,
Stoke City Council,4CLGF,Non Departmental Costs,ec100,Other local authorities,45246,SOT1008335,Staffordshire County Council,18119.2
Stoke City Council,4CLGF,Non Departmental Costs,ec107,Other local authorities,45246,SOT1008335,Staffordshire County Council,152407
Stoke City Council,4CLGF,Non Departmental Costs,EC108,Other local authorities,45246,SOT1008335,Staffordshire County Council,18867
Stoke City Council,4STAR,Strategy & Resources,de113,Services,45254,SOT1010071,Staffordshire County Council,19654.2
Stoke City Council,4STAR,Strategy & Resources,de113,Services,45254,SOT1011319,Staffordshire County Council,-19654.2
Stoke City Council,4STAR,Strategy & Resources,de113,Services,45254,SOT1011320,Staffordshire County Council,19654.2
Stoke City Council,4STAR,Strategy & Resources,IB100,Other Partnership Income,45246,SOT1008335,Staffordshire County Council,-60223.08
Stoke City Council,4CAF,Children and Family Services,de113,Services,45245,SOT1004588,Staffordshire North & S-o-T Citizens Advice Bureau,7750
Stoke City Council,4HDG,"Housing, Development & Growth",EG100,Other establishments,45236,SOT1002069,Staffordshire North & S-o-T Citizens Advice Bureau,3846.15
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45238,SOT1001393,Staffordshire Paediatric Occupational Therapy,2400
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45238,SOT1001394,Staffordshire Paediatric Occupational Therapy,1500
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45238,SOT1002889,Staffordshire Paediatric Occupational Therapy,1500
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45240,SOT0969206,Staffordshire Paediatric Occupational Therapy,1343
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45254,SOT1010005,Staffordshire Paediatric Occupational Therapy,1551.5
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45254,SOT1011250,Staffordshire Paediatric Occupational Therapy,1551.5
Stoke City Council,4CAF,Children and Family Services,de113,Services,45231,SOT1000269,Staffordshire Paediatric Occupational Therapy,1185
Stoke City Council,4CAF,Children and Family Services,de113,Services,45236,SOT1002090,Staffordshire Paediatric Occupational Therapy,1327.5
Stoke City Council,4CAF,Children and Family Services,de113,Services,45236,SOT1002091,Staffordshire Paediatric Occupational Therapy,1327.5
Stoke City Council,4HRA,Housing Revenue Account,ab506,Severance payments,45233,SOT1001514,Staffordshire Pension Fund,135831.14
Stoke City Council,4HRA,Housing Revenue Account,ab506,Severance payments,45247,SOT1008435,Staffordshire Pension Fund,21711.84
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45250,SOT1007620,Staffordshire Police,117620.93
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45250,SOT1007621,Staffordshire Police,117620.93
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45250,SOT1007626,Staffordshire Police,37500
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45250,SOT1007627,Staffordshire Police,37500
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45254,SOT1010876,Staffordshire Police,5000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DH100,Grants and subscriptions,45243,SOT1003445,Staffordshire University,18539.86
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,Works,45236,SOT1002370,Stannah Stairlifts Ltd                            ,3849
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,Works,45236,SOT1002372,Stannah Stairlifts Ltd                            ,6930
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,Works,45240,SOT1002917,Stannah Stairlifts Ltd                            ,3813
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,Works,45247,SOT1008008,Stannah Stairlifts Ltd                            ,4482
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DA211,Equipment  furniture and mater,45254,SOT1011199,Stannah Stairlifts Ltd                            ,6250
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DK133,Miscellaneous expenses,45238,SOT1002377,Stannah Stairlifts Ltd                            ,1334
Stoke City Council,4CAF,Children and Family Services,cc109,Contract hire&operating leases,45238,SOT1002611,Stantons of Stoke,4795.56
Stoke City Council,4HDG,"Housing, Development & Growth",DA139,Equipment  furniture and mater,45259,SOT1008436,Stantons of Stoke,18175
Stoke City Council,4HLCITY,Holding Acc City Renewal ,DE250,Services,45231,SOT1000191,Stantons of Stoke,1175.86
Stoke City Council,4SCHL,Schools,CC100,Contract hire&operating leases,45259,SOT1012114,Stantons of Stoke,1395
Stoke City Council,4CAF,Children and Family Services,cc109,Contract hire&operating leases,45245,SOT1007559,Star Private Hire Staffs Ltd,6830
Stoke City Council,4CITD,City Director,DK184,Miscellaneous expenses,45231,SOT1000293,Starbots Creative Limited,5147.8
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45257,000009181696176,STAYWHENEVER LTD,1208.33
Stoke City Council,4HRAHT,Housing Transformation,EG170,Other establishments,45236,SOT1002267,REDACTED - Personal Data,1227.63
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45259,SOT1012192,Stepping Stones Care (Midlands) Limited,28342.86
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45239,SOT1003266,Stocks Hall Residential Care Home,1918.68
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45253,SOT1011179,Stocks Hall Residential Care Home,1918.68
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45239,SOT1003202,STOKE 365 LTD Formerly Magna Cura Ltd,1024
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45253,SOT1011111,STOKE 365 LTD Formerly Magna Cura Ltd,1024
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45239,SOT1003202,STOKE 365 LTD Formerly Magna Cura Ltd,20531.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45253,SOT1011111,STOKE 365 LTD Formerly Magna Cura Ltd,32874.229999999996
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45239,SOT1003202,STOKE 365 LTD Formerly Magna Cura Ltd,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45253,SOT1011111,STOKE 365 LTD Formerly Magna Cura Ltd,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45239,SOT1003202,STOKE 365 LTD Formerly Magna Cura Ltd,5721.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45253,SOT1011111,STOKE 365 LTD Formerly Magna Cura Ltd,5721.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG210,Other establishments,45239,SOT1003202,STOKE 365 LTD Formerly Magna Cura Ltd,6771.43
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG210,Other establishments,45253,SOT1011111,STOKE 365 LTD Formerly Magna Cura Ltd,2400
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45239,SOT1003202,STOKE 365 LTD Formerly Magna Cura Ltd,-3073.7799999999997
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45253,SOT1011111,STOKE 365 LTD Formerly Magna Cura Ltd,-1873.78
Stoke City Council,4SCHL,Schools,DK193,Miscellaneous expenses,45238,SOT1002619,Stoke Amateur Theatre Society,840
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45231,SOT1000149,Stoke City Community Trust,3875
Stoke City Council,4SCHL,Schools,DE105,Services,45259,SOT1012418,Stoke City Community Trust,5720
Stoke City Council,#N/A,Collection Fund Revenue,DJ131,Contributions to provisions,45246,SOT1008153,Stoke On Trent & Staffs Fire Authority,73698.08
Stoke City Council,#N/A,Collection Fund Revenue,DJ134,Contributions to provisions,45246,SOT1008153,Stoke On Trent & Staffs Fire Authority,12389.58
Stoke City Council,#N/A,Collection Fund Revenue,DJ134,Contributions to provisions,45246,SOT1008168,Stoke On Trent & Staffs Fire Authority,7628.5
Stoke City Council,#N/A,General Fund,YB108,Current Liabilities,45245,SOT1003834,Stoke-on-Trent City Centre BID,11374.14
Stoke City Council,#N/A,General Fund,YB108,Current Liabilities,45245,SOT1007757,Stoke-on-Trent City Centre BID,119236.89
Stoke City Council,4CAF,Children and Family Services,de113,Services,45247,SOT1008420,Stoke-on-Trent College,11750
Stoke City Council,4CITD,City Director,EH136,Private contractors,45238,SOT0993420,Stoke-on-Trent Theatres Ltd,69999
Stoke City Council,4CAF,Children and Family Services,EG222,Other establishments,45247,SOT1008347,Stop Domestic Abuse,1566.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45239,SOT1003184,Strathmore Care Services,3107.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45253,SOT1011093,Strathmore Care Services,3107.12
Stoke City Council,4HDG,"Housing, Development & Growth",BA114,Repairs alterations mtce of bu,45257,SOT1009463,Structural Investigation Services Limited,2860
Stoke City Council,4CAF,Children and Family Services,cc109,Contract hire&operating leases,45259,SOT1012208,Stuart Naismith Taxi,1300
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,Direct transport costs,45245,SOT1002658,Stuart Taylor International,758.54
Stoke City Council,4HDG,"Housing, Development & Growth",DA102,Equipment  furniture and mater,45245,SOT1001830,Stuart Taylor International,758.61
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45236,SOT1002291,Sunbeam Fostering Agency,5046.11
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45259,SOT1012303,Sunbeam Fostering Agency,6347.48
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45247,SOT1008077,Sunbelt Rental Ltd,752.31
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45247,SOT1008378,Sunbelt Rental Ltd,763.12
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45244,SOT1003938,Sunnier Skies Care,19928.57
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45244,SOT1003946,Support and Sustain,24411.43
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,Other establishments,45236,SOT1002107,Supported Homes Ltd t/a Eden Futures,15436.94
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,Other establishments,45236,SOT1002108,Supported Homes Ltd t/a Eden Futures,4735.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG433,Other establishments,45236,SOT1002107,Supported Homes Ltd t/a Eden Futures,10782.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,Other establishments,45236,SOT1002113,Supported Independent Living,3100
Stoke City Council,4STAR,Strategy & Resources,df126,Communications and computing,45240,SOT0993432,SureCloud Limited,20000
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45238,SOT1002397,Sweco UK lImited ,3285.88
Stoke City Council,4HDG,"Housing, Development & Growth",de113,Services,45238,SOT1002399,Sweco UK lImited ,4084.25
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",qxwne,External Fees,45245,SOT0999766,Sweco UK lImited ,3514.44
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",qxwne,External Fees,45245,SOT0999767,Sweco UK lImited ,1844.61
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45236,SOT1002277,Swiis Foster Care Ltd,37993.630000000005
Stoke City Council,4PUBH,Public Health,DA100,Equipment  furniture and mater,45252,SOT1001559,SWIM ENGLAND TRADING LIMITED,1400
Stoke City Council,4HDG,"Housing, Development & Growth",BA100,Repairs alterations mtce of bu,45233,SOT0992642,T Derek Thursfield Ltd,1225
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,Direct transport costs,45247,SOT1008109,T.V.C. VEHICLE RENTALS LIMITED,586
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,Direct transport costs,45254,SOT1011444,T.V.C. VEHICLE RENTALS LIMITED,548.85
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45238,SOT1002465,T.V.C. VEHICLE RENTALS LIMITED,800
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45245,SOT1007581,T.V.C. VEHICLE RENTALS LIMITED,840
Stoke City Council,4CAF,Children and Family Services,cc109,Contract hire&operating leases,45252,SOT1010529,Take Me (Stoke) Ltd,-1781
Stoke City Council,4CAF,Children and Family Services,cc109,Contract hire&operating leases,45252,SOT1010530,Take Me (Stoke) Ltd,65528
Stoke City Council,4CAF,Children and Family Services,cd104,Public transport,45252,SOT1010530,Take Me (Stoke) Ltd,630
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45252,SOT1010530,Take Me (Stoke) Ltd,570
Stoke City Council,4CITD,City Director,dc103,Clothes  uniform and laundry,45252,SOT1007684,Take Me (Stoke) Ltd,2078.6
Stoke City Council,4CITD,City Director,dc105,Clothes  uniform and laundry,45250,SOT1007683,Take Me (Stoke) Ltd,1645.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,cc109,Contract hire&operating leases,45233,SOT1001803,Take Me (Stoke) Ltd,7857.7
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,cc109,Contract hire&operating leases,45252,SOT1010530,Take Me (Stoke) Ltd,12054.8
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45245,SOT1007647,Tamworth Taxis,663
Stoke City Council,4HDG,"Housing, Development & Growth",DF100,Communications and computing,45240,SOT1003459,Taranto Systems Ltd,847.55
Stoke City Council,4HDG,"Housing, Development & Growth",DF100,Communications and computing,45250,SOT1002083,Taranto Systems Ltd,2343.78
Stoke City Council,4HDG,"Housing, Development & Growth",DF100,Communications and computing,45250,SOT1002084,Taranto Systems Ltd,1945.9
Stoke City Council,4HDG,"Housing, Development & Growth",DA100,Equipment  furniture and mater,45247,SOT1004898,Tarmac Trading Limited                 ,746.04
Stoke City Council,4HDG,"Housing, Development & Growth",DA100,Equipment  furniture and mater,45252,SOT1004899,Tarmac Trading Limited                 ,740.7
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45239,SOT1003256,REDACTED - Personal Data,17534
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45253,SOT1011167,REDACTED - Personal Data,17534
Stoke City Council,4CAF,Children and Family Services,EG100,Other establishments,45238,SOT0998611,Tatton Psychology Ltd,3404
Stoke City Council,4HDG,"Housing, Development & Growth",DI110,Private Finance Initiative&PPP,45236,SOT1002217,Tay Valley Lighting (Stoke-on-Trent) Ltd,403848.3
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",qxwnc,Works,45233,SOT0976676,Tay Valley Lighting (Stoke-on-Trent) Ltd,883.84
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45236,SOT1002204,TAYLOR DAVENPORT RESOURCING LTD,3360
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45238,SOT1002631,TAYLOR DAVENPORT RESOURCING LTD,3360
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45247,SOT1003307,TAYLOR DAVENPORT RESOURCING LTD,3360
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45252,SOT1007848,TAYLOR DAVENPORT RESOURCING LTD,3360
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45252,SOT1010114,TAYLOR DAVENPORT RESOURCING LTD,3360
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45252,SOT1010757,TAYLOR DAVENPORT RESOURCING LTD,3360
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45257,SOT1011807,TAYLOR DAVENPORT RESOURCING LTD,3360
Stoke City Council,4CAF,Children and Family Services,de113,Services,45245,SOT1002761,Teacher Active Limited,924.75
Stoke City Council,4CAF,Children and Family Services,de113,Services,45245,SOT1004778,Teacher Active Limited,739.8
Stoke City Council,4CAF,Children and Family Services,de113,Services,45245,SOT1004779,Teacher Active Limited,924.75
Stoke City Council,4CAF,Children and Family Services,de113,Services,45245,SOT1004780,Teacher Active Limited,924.75
Stoke City Council,4CAF,Children and Family Services,de113,Services,45245,SOT1004781,Teacher Active Limited,739.8
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45233,SOT1001294,Teacher Active Limited,5178.6
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45233,SOT1001295,Teacher Active Limited,7028.1
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45233,SOT1001297,Teacher Active Limited,8507.7
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,eg136,Other establishments,45250,SOT1009142,Teasdale Healthcare Ltd,2425.25
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45252,SOT1003677,telent Technology Services Limited,2618.2
