Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Maria Mallaband Care Group -Alexandra Court,1001127,48201,30/06/2023,"2,724.57",0,Short Term Care,20467,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,48202,30/06/2023,"1,849.80",0,Short Term Care,20411,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Parkview Care Home,1003955,48203,30/06/2023,544.5,0,Short Term Care,20450,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Priory Court Nursing Home,1000430,48204,30/06/2023,"1,931.20",0,Short Term Care,20368,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Fylde & Wyre Society For The Blind,1000445,48205,30/06/2023,"2,312.25",0,Residential Placements,20346,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arc Community Care Ltd - Rosehaven,1002967,48206,30/06/2023,"1,270.50",0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Anchor - Halcyon Court Care Home,1003267,48207,30/06/2023,619.98,0,Residential Placements,20095,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,48208,30/06/2023,903.68,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Priory Court Nursing Home,1000430,48209,30/06/2023,"1,279.88",0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sheridan Care Ltd T/A Elmsdene N/Home,1000051,48210,30/06/2023,"1,270.50",0,Residential Placements,20333,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Headroomgate Nursing Home,1000324,48211,30/06/2023,919.02,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Glenholme Healthcare Ltd - Bispham Gardens,1003867,48213,30/06/2023,"1,743.22",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,48214,30/06/2023,908.9,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Prory Court Developments,1000166,48216,30/06/2023,"1,270.50",0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Haddon Court Rest Home,1000489,48217,30/06/2023,912.9,0,Residential Placements,20168,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sheridan Care Ltd T/A Elmsdene N/Home,1000051,48218,30/06/2023,628.78,0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Glenholme Healthcare Ltd - Bispham Gardens,1003867,48219,30/06/2023,"1,568.02",0,Nursing Placements,20219,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,48221,30/06/2023,"1,270.50",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Ashbourne Lodge Jm Ltd,1000288,48222,30/06/2023,"1,375.50",0,Residential Placements,20361,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lytham Court Nursing Home,1000491,48223,30/06/2023,"1,884.90",0,Nursing Placements,20231,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Qualia Care Ltd T/A Gilwood Lodge,1002847,48224,30/06/2023,"1,412.50",0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,48225,30/06/2023,"1,801.02",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Alexandra Nursing Home,1000490,48227,30/06/2023,"2,148.18",0,Nursing Placements,20231,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
G Rose Care Ltd - Lavender Lodge,1003549,48228,30/06/2023,"1,270.50",0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
New Victoria Care Home,1000202,48229,30/06/2023,835.44,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Amber Court Care Home,1001492,48230,30/06/2023,889.34,0,Nursing Placements,20231,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Brooklands House Rest Home,1000661,48232,30/06/2023,"1,067.14",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lillibet Healthcare 2 Ltd - Belgravia,1004881,48233,30/06/2023,804.92,0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Parade Rest Home Ltd,1004039,48234,30/06/2023,891.34,0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
G Rose Care Ltd - Lavender Lodge,1003549,48236,30/06/2023,"1,270.50",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,48238,30/06/2023,"1,897.02",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
New Care Project Lytham (Opco) Ltd,1003407,48240,30/06/2023,"2,092.38",0,Residential Placements,20208,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Athena Healthcare Group,1004911,48241,30/06/2023,"1,850.72",0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Haddon Court Rest Home,1000489,48243,30/06/2023,"1,270.50",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Red Oak Rest Home,1000152,48245,30/06/2023,"1,234.94",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sheridan Care Ltd T/A Elmsdene N/Home,1000051,48246,30/06/2023,924.9,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,48250,30/06/2023,900.12,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lillibet Healthcare 2 Ltd - Belgravia,1004881,48251,30/06/2023,"1,150.52",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Zion Care (St Albans) Ltd,1000108,48252,30/06/2023,"1,519.30",0,Nursing Placements,20207,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,48253,30/06/2023,"1,028.90",0,Residential Placements,20418,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sheridan Care Limited,1000154,48254,30/06/2023,"1,270.50",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
The Manse Care Ltd,1006224,48255,30/06/2023,666.64,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,48256,30/06/2023,"1,089.18",0,Residential Placements,20418,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,48258,30/06/2023,"1,270.50",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Milton Lodge Residential Home,1000218,48259,30/06/2023,"1,518.68",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Aegis Residential Care Home,1000094,48260,30/06/2023,"1,067.14",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,48261,30/06/2023,748.9,0,Residential Placements,20502,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Manor Homes (Poulton) Ltd,1000242,48262,30/06/2023,"1,275.86",0,Nursing Placements,20390,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lancashire Property Investment Find Ltd,1000186,48263,30/06/2023,842.16,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,48264,30/06/2023,"1,150.52",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Prory Court Developments,1000166,48266,30/06/2023,"1,270.50",0,Nursing Placements,20231,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Balmoral Care Home,1000469,48268,30/06/2023,"1,447.02",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Ashbourne Lodge Jm Ltd,1000288,48269,30/06/2023,924.9,0,Residential Placements,20375,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lancashire Property Investment Find Ltd,1000186,48270,30/06/2023,643.8,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Susash Blackpool Ltd - Carlin Lodge,1003846,48271,30/06/2023,"1,270.50",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lillibet Healthcare 2 Ltd - Belgravia,1004881,48272,30/06/2023,963.1,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Qualia Care Ltd T/A Gilwood Lodge,1002847,48273,30/06/2023,"1,412.50",0,Nursing Placements,20219,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,48274,30/06/2023,931.08,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,48275,30/06/2023,"1,270.50",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Fylde & Wyre Society For The Blind,1000445,48277,30/06/2023,"1,400.00",0,Short Term Care,20429,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Parade Rest Home Ltd,1004039,48278,30/06/2023,"2,732.12",0,Short Term Care,20429,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Thornlea Care Home,1000090,48280,30/06/2023,"1,120.14",0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
CARING ALTERNATIVES LTD - HILLCREST CARE HOME,1139418,48281,30/06/2023,"1,500.00",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Imap Centre Limited,1004852,48282,30/06/2023,"19,294.40",0,Residential Placements,20251,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Acorn Nursing Home,1000494,48284,30/06/2023,889.34,0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
G Rose Care Ltd - Lavender Lodge,1003549,48285,30/06/2023,929.68,0,Residential Placements,20168,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lancashire Property Investment Find Ltd,1000186,48286,30/06/2023,918.9,0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sheridan Care Limited,1000154,48287,30/06/2023,924.9,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arc Community Care Ltd - Rosehaven,1002967,48288,30/06/2023,"1,201.87",0,Residential Placements,20346,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Westholme Care Home Limited,1005448,48289,30/06/2023,"1,412.74",0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lancashire Property Investment Find Ltd,1000186,48290,30/06/2023,684.48,0,Residential Placements,20168,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
New Victoria Care Home,1000202,48291,30/06/2023,924.9,0,Nursing Placements,20434,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,48292,30/06/2023,804.92,0,Residential Placements,20418,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Red Oak Rest Home,1000152,48293,30/06/2023,596.78,0,Short Term Care,20411,47107,Ola-Stc With Carers-Resident,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
