Body Name,,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Blackpool Council,Excel Fostering Limited,1001832,164238,12/01/2024,880.57,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164239,12/01/2024,889.47,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164240,12/01/2024,979.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164241,12/01/2024,845.44,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164242,12/01/2024,893.53,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164243,12/01/2024,930.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164244,12/01/2024,"1,389.57",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164245,12/01/2024,"1,181.32",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164246,12/01/2024,"2,257.71",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164247,12/01/2024,"1,683.99",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164248,12/01/2024,"2,392.67",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164249,12/01/2024,"1,657.74",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164250,12/01/2024,"1,847.51",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164251,12/01/2024,"1,847.51",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164252,12/01/2024,"1,818.74",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164253,12/01/2024,"1,818.74",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164254,12/01/2024,"1,818.74",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164255,12/01/2024,"2,301.60",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,164256,12/01/2024,"1,360.03",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168935,19/01/2024,912.31,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168936,19/01/2024,751.27,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168937,19/01/2024,713.73,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168938,19/01/2024,713.73,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168939,19/01/2024,856.77,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168940,19/01/2024,947.17,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168941,19/01/2024,751.27,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168942,19/01/2024,793.01,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168943,19/01/2024,753.38,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168944,19/01/2024,793.01,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168945,19/01/2024,751.27,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168946,19/01/2024,"1,007.16",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168947,19/01/2024,979.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168948,19/01/2024,"1,398.69",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168949,19/01/2024,751.27,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168950,19/01/2024,780.02,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168951,19/01/2024,780.02,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168952,19/01/2024,821.08,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168953,19/01/2024,751.27,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168954,19/01/2024,821.08,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168955,19/01/2024,854.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168956,19/01/2024,863.57,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168957,19/01/2024,854.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168958,19/01/2024,854.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168959,19/01/2024,863.57,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168960,19/01/2024,979.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168961,19/01/2024,956.8,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168962,19/01/2024,"1,007.16",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168963,19/01/2024,859.81,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168964,19/01/2024,865.43,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168965,19/01/2024,843.89,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168966,19/01/2024,835.45,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168967,19/01/2024,979.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168968,19/01/2024,816.95,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168969,19/01/2024,860.02,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168970,19/01/2024,"1,007.16",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168971,19/01/2024,780.02,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168972,19/01/2024,821.08,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168973,19/01/2024,865.43,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168974,19/01/2024,856.77,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168975,19/01/2024,856.77,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168976,19/01/2024,880.57,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168977,19/01/2024,889.47,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168978,19/01/2024,979.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168979,19/01/2024,845.44,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,168980,19/01/2024,893.53,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
