Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,587.06,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,610.87,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,664.41,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,620.9,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.03,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,533.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,664.41,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,668.81,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,753.11,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,532.8,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,668.81,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,610.87,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,753.11,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,620.9,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,591.53,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,620.9,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,620.9,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,668.81,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,668.81,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,664.41,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,617.73,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,637.89,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,620.9,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.03,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,637.89,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,664.41,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,620.9,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,516.67,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,668.81,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,516.67,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,664.41,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.03,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,610.87,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,664.41,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,637.89,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,516.02,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,533.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,668.81,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.03,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,709.48,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,620.9,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,620.9,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,637.89,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,668.81,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,508.58,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,689.61,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,620.9,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.4,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165013,01/12/2024,24/12/2024,500.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165013,01/12/2024,24/12/2024,606.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165013,01/12/2024,24/12/2024,505.04,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165013,01/12/2024,24/12/2024,587.93,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165013,01/12/2024,24/12/2024,587.93,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165013,01/12/2024,24/12/2024,617.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165013,01/12/2024,24/12/2024,604.61,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165013,01/12/2024,24/12/2024,587.93,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165013,01/12/2024,24/12/2024,632.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165013,01/12/2024,24/12/2024,617.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165013,01/12/2024,24/12/2024,606.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.03,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,604.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,735.6,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MAGNIT GLOBAL GRI LTD,11165104,08/12/2024,03/01/2025,648.03,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
MKM BUILDING SUPPLIES (HULL) LTD,55590467,21/11/2024,12/12/2024,772.5,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
MOTIF8 EMBROIDERY & PRINT LTD,55589890,14/11/2024,12/12/2024,827,Ppe Clothing & Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
NEASHAM NURSERIES LTD,55590008,15/11/2024,13/12/2024,"8,068.41",Finished Bedding,PREMISES,GROUNDS MAINTENANCE
NET WORLD SPORTS LTD,55589798,14/11/2024,12/12/2024,"3,373.28",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
NICOLA DILLON,55589883,14/11/2024,12/12/2024,601.02,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
NICOLL MERCHANDISE LTD,55591110,23/10/2024,18/12/2024,"3,775.50",Merchandise Sales Paid To Others,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,55590341,11/10/2024,11/12/2024,600,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
NORTHERN CHILDREN'S BOOK FESTIVAL,55590755,23/11/2024,20/12/2024,700,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
NORTHERN MUNICIPAL SPARES LIMITED (PROBRUSH),55590475,22/11/2024,20/12/2024,820.25,Sweeper Brushes,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
NORTHGATE VEHICLE HIRE LIMITED,55590781,26/11/2024,24/12/2024,675.08,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
NORTHGATE VEHICLE HIRE LIMITED,55591227,29/11/2024,24/12/2024,694.68,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
OXFORD UNIVERSITY PRESS,57728043,29/11/2024,24/12/2024,"1,836.00",Books,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
PALMERS TYRES LTD,57727793,19/11/2024,05/12/2024,780,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
PALMERS TYRES LTD,57728673,27/11/2024,18/12/2024,550,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
PALMERS TYRES LTD,57730163,03/12/2024,19/12/2024,"1,040.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
PALMERS TYRES LTD,57730165,09/12/2024,19/12/2024,650,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
PHIL ALDERIDGE PRODUCTIONS LTD,55591941,17/10/2024,02/01/2025,"16,590.89",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
PHS GROUP,55591509,01/12/2024,24/12/2024,783,Refuse Services,Non Resource Allocation,CENTRAL SUPPORT SERVICES
PPL PRS LTD,55591171,20/11/2024,18/12/2024,"7,385.99",Licences,SUPPLIES & SERVICES,EXPENSES
PROMOGROUP,55590670,19/11/2024,17/12/2024,750,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
REACTION FIREWORKS LTD,55590667,18/11/2024,13/12/2024,"2,350.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
RICHARD ALCOCK T/AS EJB PROMOTIONS AND EVENTS,55589598,20/11/2024,03/12/2024,"10,891.34",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
RLSS UK ENTERPRISES LIMITED,55590612,03/09/2024,17/12/2024,620,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
RUTH MCDONALD,55591434,30/11/2024,24/12/2024,577.5,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
SAVILLS (UK) LTD,55591516,01/12/2024,24/12/2024,"4,028.11",Rent Of Facilities,PREMISES,RENTS
SCOTT ENSBURY,55590340,11/10/2024,11/12/2024,600,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
SEABRIGHT LIVE LTD,55587922,27/10/2024,17/12/2024,"1,966.32",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SENBLA LTD,55590353,01/11/2024,10/12/2024,"17,199.98",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SEWELL & CARR,55591809,27/11/2024,24/12/2024,640,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SPEEDY ASSET SERVICES LIMITED (SPEEDY),55590427,20/11/2024,18/12/2024,570,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
SPORTMAX,55590302,20/11/2024,18/12/2024,"2,290.00",Items For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
STANNERS EQUIPMENT LTD,57728477,06/12/2024,17/12/2024,"1,230.35",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
STEVE STEINMAN PRODUCTIONS,55590639,05/12/2024,13/12/2024,"16,125.05",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
STOCKTON ON TEES BOROUGH COUNCIL,55589908,14/11/2024,12/12/2024,"2,088.58",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
STOCKTON ON TEES BOROUGH COUNCIL,55589903,14/11/2024,12/12/2024,"22,663.06",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
STOCKTON ON TEES BOROUGH COUNCIL,55589903,14/11/2024,12/12/2024,"1,661.52",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
STREETSCAPE,55589803,13/11/2024,11/12/2024,"1,305.00",Building Repairs And Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
STREETSCAPE,55589805,13/11/2024,11/12/2024,"1,087.00",Building Repairs And Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TELESHORE GROUP LIMITED,55589562,11/11/2024,06/12/2024,583.32,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TERBERG MATEC UK LTD,57728470,04/12/2024,13/12/2024,624.32,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TERBERG MATEC UK LTD,57728472,06/12/2024,13/12/2024,"1,243.26",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
THE ACTIVE LIFE FOUNDATION,55590651,30/08/2024,13/12/2024,510,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
THEATRE HULLABALOO,55589815,31/10/2024,05/12/2024,534,Ticket Sales Paid To Others,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
THEATRE HULLABALOO,55589826,31/10/2024,05/12/2024,"1,840.00",Ticket Sales Paid To Others,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
THEATRE HULLABALOO,55589827,31/10/2024,05/12/2024,943,Ticket Sales Paid To Others,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
THEATRE TOURS INTERNATIONAL,55590705,26/11/2024,13/12/2024,"1,800.00",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
TOTAL RESOURCES UK LTD,55589877,25/08/2024,05/12/2024,726,Traffic Management,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TOTAL RESOURCES UK LTD,55589878,25/08/2024,05/12/2024,"1,869.00",Traffic Management,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TOTAL RESOURCES UK LTD,55589880,07/07/2024,05/12/2024,"1,420.00",Traffic Management,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TOTAL RESOURCES UK LTD,55590136,17/11/2024,13/12/2024,510,Traffic Management,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TOTAL RESOURCES UK LTD,55589881,08/09/2024,10/12/2024,"1,815.00",Traffic Management,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TOTAL RESOURCES UK LTD,55589882,15/09/2024,10/12/2024,"1,452.00",Traffic Management,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TOTAL RESOURCES UK LTD,55589959,31/10/2024,10/12/2024,804,Traffic Management,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TOTAL RESOURCES UK LTD,55589963,13/10/2024,10/12/2024,884,Traffic Management,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TOTAL RESOURCES UK LTD,55589964,13/10/2024,10/12/2024,"1,204.00",Traffic Management,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
TRACKS,55591618,15/12/2024,20/12/2024,500,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
ULTIMATE DISCO (CARL DOUTHWAITE),55591908,13/11/2024,02/01/2025,"1,700.00",Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
VIVEDIA LTD,55591348,30/11/2024,24/12/2024,"2,697.00",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
WERNICK HIRE LTD,55591304,30/11/2024,02/01/2025,728.58,Premises Related Hire Charges,PREMISES,RENTS
WEST END THEATRE MANAGERS LTD,55591123,18/11/2024,18/12/2024,840,Tma Theatre Tokens,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
WHISTL UK LIMITED,55589440,10/11/2024,06/12/2024,"7,061.12",Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
WHISTL UK LIMITED,55590534,24/11/2024,20/12/2024,"1,398.90",Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
WORKSPACE SOLUTIONS,55589535,22/11/2024,04/12/2024,"4,710.00",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
YOUR NRG LTD,55590201,18/11/2024,13/12/2024,"16,848.09",Vehicle Fuel,TRANSPORT,DIRECT TRANSPORT COSTS
YOUR NRG LTD,55590288,19/11/2024,17/12/2024,"4,170.95",Vehicle Fuel,TRANSPORT,DIRECT TRANSPORT COSTS
YOUR NRG LTD,55590937,27/11/2024,24/12/2024,"13,910.46",Vehicle Fuel,TRANSPORT,DIRECT TRANSPORT COSTS
YOUR NRG LTD,55591644,04/12/2024,24/12/2024,"3,873.60",Vehicle Fuel,TRANSPORT,DIRECT TRANSPORT COSTS
ADARE LIMITED,55589986,14/11/2024,12/12/2024,"3,214.99",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
TOTAL RESOURCES UK LTD,55590604,10/11/2024,12/12/2024,"1,046.10",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
TRAVELPERK UK IRL LIMITED,55589634,13/11/2024,11/12/2024,871.58,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
TRAVELPERK UK IRL LIMITED,55589634,13/11/2024,11/12/2024,897.2,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
TRAVELPERK UK IRL LIMITED,55590309,20/11/2024,18/12/2024,923.9,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
TRAVELPERK UK IRL LIMITED,55590873,27/11/2024,24/12/2024,529.7,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
TRAVELPERK UK IRL LIMITED,55590873,27/11/2024,24/12/2024,659.07,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
TRAVELPERK UK IRL LIMITED,55591628,04/12/2024,24/12/2024,592.3,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
WHISTL UK LIMITED,55590152,17/11/2024,13/12/2024,"6,934.21",Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
WHISTL UK LIMITED,55591562,01/12/2024,24/12/2024,"1,297.01",Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
WHISTL UK LIMITED,55590531,24/11/2024,20/12/2024,"1,322.48",Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
ALLIED PUBLICITY SERVICES,55590768,26/11/2024,24/12/2024,795.71,Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
BOARDS DIRECT,55588538,29/10/2024,13/12/2024,"4,120.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
BOARDS DIRECT,55589173,01/11/2024,17/12/2024,"14,840.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
CRITIQOM LIMITED,55591493,30/11/2024,24/12/2024,533.5,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
CRITIQOM LIMITED,55591493,30/11/2024,24/12/2024,533.51,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
EXPERIAN LTD,55591466,30/11/2024,24/12/2024,906,Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
G & A SECURITY,55591511,01/12/2024,24/12/2024,"3,256.13",Security Services,SUPPLIES & SERVICES,SERVICES
GOOSEPOOL HOTEL DARLINGTON DND GROUP LTD,55591392,01/12/2024,24/12/2024,"7,675.04",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
GOOSEPOOL HOTEL DARLINGTON DND GROUP LTD,55591087,24/11/2024,18/12/2024,"8,708.37",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
