Body Name,Transaction Number,Account Code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath and North East Somerset Council,11062447,LJ4,Contracts,P25,Transport,VEEZU LTD,01/11/2023,835
Bath and North East Somerset Council,11062431,LA1,Equipment Purchase (Non Medical),P05,Neighbourhood Services,FREESTYLE DESIGNS BATH LTD,01/11/2023,845.7
Bath and North East Somerset Council,81235119,PG1,Rent Allowances,P26,Economic Development & Resources,CURO,01/11/2023,551.48
Bath and North East Somerset Council,81235140,PG1,Rent Allowances,P26,Economic Development & Resources,CURO,01/11/2023,608.23
Bath and North East Somerset Council,81235125,PG1,Rent Allowances,P26,Economic Development & Resources,CURO,01/11/2023,681.35
Bath and North East Somerset Council,81235138,PG1,Rent Allowances,P26,Economic Development & Resources,CURO,01/11/2023,736.35
Bath and North East Somerset Council,11062552,LJ3,Other Services to the Council,P27,Climate Emergency & Sustainable Travel,MS J F HARMAR,01/11/2023,900
Bath and North East Somerset Council,81235122,PG1,Rent Allowances,P26,Economic Development & Resources,CURO,01/11/2023,889.57
Bath and North East Somerset Council,81235118,PG1,Rent Allowances,P26,Economic Development & Resources,CURO,01/11/2023,950.27
Bath and North East Somerset Council,81235120,PG1,Rent Allowances,P26,Economic Development & Resources,CURO,01/11/2023,1378.31
Bath and North East Somerset Council,81235121,PG1,Rent Allowances,P26,Economic Development & Resources,CURO,01/11/2023,1500
Bath and North East Somerset Council,81235109,LA7,Purchases for Resale,P04,Leader,ST JUSTIN CORNWALL LIMITED,01/11/2023,923.4
Bath and North East Somerset Council,11062467,HE5,Security of Premises,P25,Transport,SAFE AND SOUND UK LIMITED,01/11/2023,924.14
Bath and North East Somerset Council,81234881,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234882,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235001,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234986,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062612,DB1,Agency Staff,P28,Adult Services & Council House Building,RETAIN HEALTHCARE LTD,01/11/2023,1004.75
Bath and North East Somerset Council,11062558,KA3,Fuel,P05,Neighbourhood Services,WATSON FUELS,01/11/2023,1020
Bath and North East Somerset Council,11062420,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,01/11/2023,1034.36
Bath and North East Somerset Council,11062473,HE5,Security of Premises,P25,Transport,SAFE AND SOUND UK LIMITED,01/11/2023,1056.16
Bath and North East Somerset Council,11062506,LL1,Services to/for Clients,P29,Children and Young People & Communities,ALWAYS PRECIOUS LTD,01/11/2023,1117.1
Bath and North East Somerset Council,11062499,DB1,Agency Staff,P28,Adult Services & Council House Building,RETAIN HEALTHCARE LTD,01/11/2023,1126.18
Bath and North East Somerset Council,81235049,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235044,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235052,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235045,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234989,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235024,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234975,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,01/11/2023,507.28
Bath and North East Somerset Council,81235019,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235005,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235055,LJ3,Other Services to the Council,P26,Economic Development & Resources,First Direct,01/11/2023,500
Bath and North East Somerset Council,81235102,LA7,Purchases for Resale,P04,Leader,CHALICE MEAD LTD,01/11/2023,1182
Bath and North East Somerset Council,11062435,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,01/11/2023,1227.92
Bath and North East Somerset Council,11062376,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,01/11/2023,1264.26
Bath and North East Somerset Council,11062565,LJ4,Contracts,P05,Neighbourhood Services,DENNIS EAGLE LTD,01/11/2023,1275.18
Bath and North East Somerset Council,11062329,LK1,Fees,P29,Children and Young People & Communities,REDACTED,01/11/2023,8520
Bath and North East Somerset Council,11062502,DB1,Agency Staff,P28,Adult Services & Council House Building,RETAIN HEALTHCARE LTD,01/11/2023,1279.25
Bath and North East Somerset Council,11062576,LL1,Services to/for Clients,P29,Children and Young People & Communities,THORNBURY NURSING SERVICES,01/11/2023,1287.88
Bath and North East Somerset Council,11062581,LL1,Services to/for Clients,P29,Children and Young People & Communities,THORNBURY NURSING SERVICES,01/11/2023,1287.88
Bath and North East Somerset Council,11062411,DB1,Agency Staff,P28,Adult Services & Council House Building,BACK-2-FRONT UK LTD,01/11/2023,1294.86
Bath and North East Somerset Council,81235107,LA7,Purchases for Resale,P04,Leader,ROMAN CANDLES OF BATH LTD,01/11/2023,1317.6
Bath and North East Somerset Council,11062477,LJ4,Contracts,P25,Transport,CHANDLERS COACH TRAVEL,01/11/2023,1330
Bath and North East Somerset Council,81235035,LJ3,Other Services to the Council,P26,Economic Development & Resources,Graham Long and Company Limited,01/11/2023,500
Bath and North East Somerset Council,11062585,DB1,Agency Staff,P28,Adult Services & Council House Building,RETAIN HEALTHCARE LTD,01/11/2023,1337.44
Bath and North East Somerset Council,81235040,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235058,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062523,LF5,Postages,P26,Economic Development & Resources,TOPLINK ENVELOPES LTD,01/11/2023,1361.73
Bath and North East Somerset Council,11062380,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,01/11/2023,1372.23
Bath and North East Somerset Council,11062425,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,01/11/2023,1406
Bath and North East Somerset Council,11062591,DB1,Agency Staff,P28,Adult Services & Council House Building,RETAIN HEALTHCARE LTD,01/11/2023,1448.35
Bath and North East Somerset Council,11062600,3C4,Building Works,P07,Community Resources,N K S CONTRACTS LTD,01/11/2023,1488.19
Bath and North East Somerset Council,11062564,LK1,Fees,P31,"Economic Development, Regeneration & Growth",DAVID MACKIE,01/11/2023,1500
Bath and North East Somerset Council,11062536,HV1,Contract Cleaning,P26,Economic Development & Resources,DIRECT CLEANING SERVICES SW LTD,01/11/2023,1523.07
Bath and North East Somerset Council,81235053,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234985,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235071,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234849,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235033,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234835,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062454,LJ4,Contracts,P25,Transport,NEED TO GET HOME? TAXI COMPANY,01/11/2023,1616.52
Bath and North East Somerset Council,81235112,LA7,Purchases for Resale,P04,Leader,WILD THINGS GIFTS LTD,01/11/2023,1624.5
Bath and North East Somerset Council,81234992,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235123,PG1,Rent Allowances,P26,Economic Development & Resources,LIVEWEST HOMES LIMITED,01/11/2023,1881.96
Bath and North East Somerset Council,81235061,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235022,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234827,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,01/11/2023,580
Bath and North East Somerset Council,81235006,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234741,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062599,3N7,Misc. Costs,P24,Community Services,HARRISON BROOKES LTD,01/11/2023,1649.2
Bath and North East Somerset Council,11062538,3F7,External Fees,P23,"Housing, Planning & Economic Development",ENVIRONMENTAL GAIN LTD,01/11/2023,1650
Bath and North East Somerset Council,81235039,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062563,HE5,Security of Premises,P25,Transport,SAFE AND SOUND UK LIMITED,01/11/2023,1716.26
Bath and North East Somerset Council,81235072,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062504,LK6,Photography/Artworks/Graphics,P04,Leader,THE HEPWORTH WAKEFIELD ENTERPRISES,01/11/2023,1750
Bath and North East Somerset Council,11062438,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,01/11/2023,1760
Bath and North East Somerset Council,81234990,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235004,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062383,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,01/11/2023,1805.88
Bath and North East Somerset Council,11062441,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,01/11/2023,1815
Bath and North East Somerset Council,81235062,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234883,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062416,LK1,Fees,P28,Adult Services & Council House Building,ARK CONSULTANCY LIMITED,01/11/2023,1845.9
Bath and North East Somerset Council,81235068,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062422,3F7,External Fees,P19,Resources,SAVILLS (UK) LTD,01/11/2023,1850
Bath and North East Somerset Council,81235010,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235069,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234919,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,01/11/2023,820
Bath and North East Somerset Council,81234920,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,01/11/2023,820
Bath and North East Somerset Council,81235051,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234840,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,01/11/2023,517.73
Bath and North East Somerset Council,81235037,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235065,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234996,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235038,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235028,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235066,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235111,LA7,Purchases for Resale,P04,Leader,SUPERIOR CREATIVE,01/11/2023,1920
Bath and North East Somerset Council,81235041,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235017,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235020,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235048,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235064,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235009,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234999,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235000,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235011,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235031,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235025,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234995,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234932,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,01/11/2023,740
Bath and North East Somerset Council,81234933,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,01/11/2023,740
Bath and North East Somerset Council,81235046,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235027,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062410,HA2,Servicing,P26,Economic Development & Resources,TESGL LTD,01/11/2023,2006.6
Bath and North East Somerset Council,81234997,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235002,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062549,DB1,Agency Staff,P28,Adult Services & Council House Building,RETAIN HEALTHCARE LTD,01/11/2023,2011.11
Bath and North East Somerset Council,81234998,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062432,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,01/11/2023,2021.98
Bath and North East Somerset Council,81235073,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234769,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,01/11/2023,1040
Bath and North East Somerset Council,81235063,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
