Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (œ),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,21/12/2022,4752096,351220,REED,Refuse Collection,10.61,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Refuse Collection,10.61,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Refuse Collection,8.52,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Refuse Collection,11.34,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Refuse Collection,10.61,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Refuse Collection,10.61,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Refuse Collection,8.61,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Localities Team,1402.3,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Localities Team,1721.25,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Localities Team,1041.1,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Localities Team,807.75,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Localities Team,1957.94,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Localities Team,24.3,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Localities Team,2.16,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Localities Team,2.25,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Localities Team,14.85,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Members Services,301.28,Agency Staff,Third Party Supplier,STANDARD,2500,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),581.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1238.55,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1310,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1310,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),2560.08,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1276,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1823,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),982.58,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),542.14,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),196.75,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),389.12,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),2926,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1956,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),211.05,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),46.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),18,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1994.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1100.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),2301.36,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),2179.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),9.9,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),25.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),2157.56,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),3196,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1808.93,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,Valuation,1394.85,Agency Staff,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),2276,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),2176,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),1615.79,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),180,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,Localities Team,1402.3,Training & Development Costs,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Test and Trace,1478.55,Agency Staff,Third Party Supplier,STANDARD,2068,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Finance systems Re-procurement,2926,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,21/12/2022,4752096,351220,REED,Finance systems Re-procurement,2633.4,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,21/12/2022,4752096,351220,REED,Finance systems Re-procurement,2926,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,21/12/2022,4752096,351220,REED,Finance systems Re-procurement,2926,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,21/12/2022,4752096,351220,REED,Finance systems Re-procurement,2194.5,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),2053.39,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,BFFC Agency Staff (Rechargeable),2053.39,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,Preparing for Adulthood Service,1321.27,Agency Staff,Third Party Supplier,STANDARD,5720,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Audit,2643.5,Agency Staff,Third Party Supplier,STANDARD,2225,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,933.6,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,1910.21,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,1505.16,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,1468.53,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,1698.3,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,1542.16,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,1767.03,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,8.14,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,8.14,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,9,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,13.5,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Reviews Team,12.15,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Discharge to Assess Hospital Service,1790.89,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Discharge to Assess Hospital Service,1694.16,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Discharge to Assess Hospital Service,1328.3,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Discharge to Assess Hospital Service,1394.9,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Discharge to Assess Hospital Service,23.85,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Discharge to Assess Hospital Service,54.71,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Contact Centre,599.66,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,Registration,1274.5,Agency Staff,Third Party Supplier,STANDARD,4604,LAAA-Directorate of Resources
RBC Legal Entity,21/12/2022,4752096,351220,REED,Advice and Wellbeing Service,1550.3,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Advice and Wellbeing Service,1394.9,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,21/12/2022,4752096,351220,REED,Advice and Wellbeing Service,1451.25,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
