Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,Carer Support Allowances,AA0180,Private Contractors,Private Providers,10/03/2025,17358008,Revenue - General Fund,SUPPLIER NAME REDACTED,16589,-1309.6
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,Carer Support Allowances,AA0180,Private Contractors,Private Providers,20/02/2025,24966,Revenue - General Fund,SUPPLIER NAME REDACTED,20863,563.76
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,Carer Support Allowances,AA0180,Private Contractors,Private Providers,20/02/2025,24969,Revenue - General Fund,SUPPLIER NAME REDACTED,48474,922.82
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,Carer Support Allowances,AA0180,Private Contractors,Private Providers,20/02/2025,3737062,Revenue - General Fund,SUPPLIER NAME REDACTED,48044,-516.4
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,Carer Support Allowances,AA0180,Private Contractors,Private Providers,20/03/2025,25011,Revenue - General Fund,SUPPLIER NAME REDACTED,51537,618.57
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,Carer Support Allowances,AA0180,Private Contractors,Private Providers,20/03/2025,25014,Revenue - General Fund,SUPPLIER NAME REDACTED,15576,512.51
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,Carer Support Allowances,AA0180,Private Contractors,Private Providers,20/03/2025,25016,Revenue - General Fund,SUPPLIER NAME REDACTED,16589,1309.6
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,Carer Support Allowances,AA0180,Private Contractors,Private Providers,21/01/2025,17344637,Revenue - General Fund,SUPPLIER NAME REDACTED,48043,-718.35
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,Carer Support Allowances,AA0180,Private Contractors,Private Providers,22/01/2025,3730343,Revenue - General Fund,SUPPLIER NAME REDACTED,48043,-682.54
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,Carer Support Allowances,AA0180,Private Contractors,Private Providers,29/01/2025,17347357,Revenue - General Fund,SUPPLIER NAME REDACTED,48418,-1306.83
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,Carer Support Allowances,AA0180,Private Contractors,Private Providers,29/01/2025,17347359,Revenue - General Fund,SUPPLIER NAME REDACTED,39314,-677.85
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348017,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,2356.36
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Direct Payments Expenditure,06/01/2025,17339857,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,1092.6
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Direct Payments Expenditure,06/01/2025,17339998,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,2356.36
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342986,Revenue - General Fund,Waverley Lodge Nursing Home,15310,4070.97
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351177,Revenue - General Fund,Pegmar Ltd,18159,4272.36
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359692,Revenue - General Fund,Pegmar Ltd,18159,4730.11
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359797,Revenue - General Fund,Waverley Lodge Nursing Home,15310,4070.96
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342440,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,6091.81
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342514,Revenue - General Fund,Linden House Rest Home (Society of St James),14806,4795.7
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342600,Revenue - General Fund,St Andrews Residential Care Home (T/a Choice Ltd),20799,11512.78
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342750,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,6642.86
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342809,Revenue - General Fund,Sunrise Mental Health,54089,4836
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17343148,Revenue - General Fund,Sunrise Mental Health,54089,5611.98
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/02/2025,17349463,Revenue - General Fund,St Andrews Residential Care Home (T/a Choice Ltd),20799,6704.9
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/02/2025,17350740,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,5502.28
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/02/2025,17350810,Revenue - General Fund,Linden House Rest Home (Society of St James),14806,4331.6
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/02/2025,17350977,Revenue - General Fund,Stanwell Rest Home Ltd,20057,3800
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/02/2025,17351028,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,6000
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/02/2025,17351140,Revenue - General Fund,St Andrews Residential Care Home (T/a Choice Ltd),20799,11012.16
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17357888,Revenue - General Fund,Montis Care,54693,4731.42
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359482,Revenue - General Fund,Stanwell Rest Home Ltd,20057,4207.14
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359532,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,6642.86
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359650,Revenue - General Fund,Montis Care,54693,6111.43
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359967,Revenue - General Fund,Sunrise Mental Health,54089,4836
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Customer and client receipts - Fees & Charges,ASC Direct Payments Income,27/03/2025,25062,Revenue - General Fund,SUPPLIER NAME REDACTED,46429,1792
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348006,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,1711.4
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,03/03/2025,17356584,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,3627.96
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,03/03/2025,17356668,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,1648.6
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,03/03/2025,17356680,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,1142.65
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,06/01/2025,17339865,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,3627.96
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,06/01/2025,17339923,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,734.48
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,27/03/2025,25064,Revenue - General Fund,SUPPLIER NAME REDACTED,18257,657.88
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,27/03/2025,25082,Revenue - General Fund,SUPPLIER NAME REDACTED,19162,1353.37
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,31/03/2025,17365716,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,3610.36
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,31/03/2025,17365805,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,3611
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,04/03/2025,17356932,Revenue - General Fund,Cresta Healthcare Ltd,54099,1786.98
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,09/01/2025,17341028,Revenue - General Fund,Heart2Heart Homecare Services Ltd,16081,4047
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,13/03/2025,17362029,Revenue - General Fund,Cresta Healthcare Ltd,54099,1786.98
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,20/02/2025,17354408,Revenue - General Fund,SCA Community Care Services,15301,15281.52
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,31/03/2025,17365837,Revenue - General Fund,Starlight Healthcare Ltd,14443,9744
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17341097,Revenue - General Fund,Rosemary Park Nursing Home/Oldercare Haslemere Ltd,15622,41484.86
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17341103,Revenue - General Fund,Abbey House Nursing Home,16194,1428.57
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342871,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,4498.98
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342883,Revenue - General Fund,Hawthorne Court Nursing Home,49597,4096.03
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342888,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5005.57
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342893,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5434.61
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342905,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,6035.44
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342922,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5535.72
