Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
PCC,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"6,350.00 Next Link",,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Transport,Vehicle Allowances,Travel fares,,19.38 Corporate Support HQ Imprest,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police Superintendent - Basic Pay, NI & Pension","23,525.25",PCC for Wiltshire,13/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,"1,756.47 GOODYEAR TYRES UK LTD",06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Third Party Payments,Police Pay & Allowances,Contribution,"84,956.25",Rise Mutual CIC,19/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Printing Stationery & Office Exp,Forensic Science Services,"2,850.00",Systems Technology Consultants Ltd,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,211.28",PVL UK Ltd,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,500.00",PCC for Wiltshire,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,644.08 HOWARDS HONDA,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Communications & Computing,Software - Purchases (S&M),45.00,,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,"1,596.26 GOODYEAR TYRES UK LTD",17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Third Party Payments,Other Local Authorities or Forces,Contributions to Other Forces,"13,900.00",PCC for Dorset,31/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,612.50,Somerset Film and Video Ltd,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Unplanned Repair & Maintenance,Other Plant & Equipment,"2,370.00",BOF Group Ltd,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Allowances,Travel fares,,67.52 Corporate Support HQ Imprest,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"15,125.00",SafeLives,17/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Local Policing,Supplies & Services,Communications & Computing,IT Equip - Consumables,,850.00 Glide Student & Residential Ltd,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"1,437.50",PCC for Devon & Cornwall,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,794.10,Sepura Ltd,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,,456.00 National Crime Agency,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Other Expenses,Courses Fees,"2,400.00",Stow Forensic Services Limited,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Allowances,Travel fares,,17.86 Corporate Support HQ Imprest,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Grants & Subscriptions,Subscriptions,"2,540.45",Police Fed of Eng & Wales-Specials,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Overtime,"Police Sergeant - Basic Pay, OT, NI & Pension","7,747.18",PCC for Wiltshire,19/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Hire,Hired Vehicle Costs,"1,260.00 Car Port UK Ltd",,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Capital Charges,Other Expenses,Vehicles Purchase,"18,219.35 Motus Group (UK)",,19/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Local Policing,Supplies & Services,Communications & Computing,Software - Licences,"246,288.70",PHOENIX SOFTWARE LTD,31/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Other Expenses,Courses Fees,"1,259.97",Russbridge Academy Ltd,17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Other Expenses,Courses Fees,"2,000.00",,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Employees,Police Staff Pay & Allowances,Staffing Agency,,"1,375.00 Hays Specialist Recruitment Ltd",10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"2,661.64",Sodexo Limited,17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Fabric,,"1,240.00 DRA Maintenance Ltd",06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,697.54 Halls Electrical Ltd,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Capital Charges,Professional Fees & Consultancy,Vehicle Conversions,"1,676.36",PVL UK Ltd,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Professional Fees & Consultancy,ICT Equipment Purchase,,"2,925.00 Hays Specialist Recruitment Ltd",31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,708.90,Protect Signs,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,,"3,802.94 MCS Integrated Solutions",13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Insurance,Insurance General,"1,784.23",Kingsmead of Bath,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Professional Fees & Consultancy,ICT Equipment Purchase,"25,000.00",IBM (United Kingdom) Ltd,31/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,785.38",Volkswagen Group UK Ltd Parts,10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Planned Repair & Maintenance,"Police PC - OT, Pension & Unsociable Hours","-10,224.27  PCC for Dorset",,31/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Analyse,Supplies & Services,Equipment Furniture & Materials,Equipment,,"41,836.54 National Car Parks Ltd",27/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Cleaning & Domestic Supplies,Cleaning Charges,"16,681.00",Sodexo Limited,24/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Employees,Police Staff Pay & Allowances,Police Staff - Basic Pay & NI,"8,555.01",PCC for Devon & Cornwall,13/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigations,Third Party Payments,Other Local Authorities or Forces,Safeguarding Boards Contribution,"1,667.00",SOMERSET COUNCIL,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,"1,143.49 Halls Electrical Ltd",17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Rent Rates & Water,Professional Fees & Consultancy,"11,737.39",Joju Limited,19/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,715.00,Pomphrey and Sons Ltd,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Printing Stationery & Office Exp,Forensic Science Services,"2,428.00",Eurofins Forensics Services Limited,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Rent Rates & Water,Professional Fees & Consultancy,"3,320.32",Koru Collective Limited,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Professional Fees & Consultancy,ICT Equipment Purchase,,"2,925.00 Hays Specialist Recruitment Ltd",19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Rent Rates & Water,Professional Fees & Consultancy,"3,400.00",TLT SOLICITORS,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
