BODY,EXPENSE AREA,SUPPLIER,EXPENSE TYPE,REFERENCE,DATE,VALUE
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11748101,45237,874.05
Rotherham Metropolitan Borough Council,Finance & Customer Services,Matrix Scm Ltd,Agency Staff Services,11748102,45237,2118.75
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11748103,45237,1437.33
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748104,45237,1839.55
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748105,45237,1360.46
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11748106,45237,447.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11748107,45237,560.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11748108,45237,2284.8
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11748109,45237,414.45
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11748110,45237,297.91
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748111,45237,1386.9
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748112,45237,1450.15
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11748113,45237,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11748114,45237,223.92
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748115,45237,1103.08
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748116,45237,208.43
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748117,45237,351.76
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748118,45237,175.52
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748119,45237,219.4
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748120,45237,351.04
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748121,45237,167.95
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748122,45237,127.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11748123,45237,1024.98
Rotherham Metropolitan Borough Council,Finance & Customer Services,Matrix Scm Ltd,Agency Staff Services,11748124,45237,405.06
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11748125,45237,1437.18
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748126,45237,1176.62
Rotherham Metropolitan Borough Council,Finance & Customer Services,Matrix Scm Ltd,Agency Staff Services,11748127,45237,2072.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11748128,45237,335.88
Rotherham Metropolitan Borough Council,Finance & Customer Services,Matrix Scm Ltd,Agency Staff Services,11748129,45237,2123.65
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11748130,45237,1393.8
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748131,45237,204.07
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748132,45237,502.32
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748133,45237,228.64
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748134,45237,163.65
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748135,45237,163.65
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748136,45237,445.56
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748137,45237,527.64
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748138,45237,325.42
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748139,45237,127.25
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748140,45237,445.56
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748141,45237,372.98
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748142,45237,186.49
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748143,45237,175.88
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748144,45237,197.46
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748145,45237,175.88
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748146,45237,304.88
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748147,45237,1055.28
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748148,45237,318.13
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Matrix Scm Ltd,Agency Staff Services,11748149,45237,154.35
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Royal Mencap Society,Supporting People - Independent Sector Homecare,11748172,45237,6440.12
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748173,45237,3500
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748174,45237,2439.64
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748175,45237,592.68
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748176,45237,16211.28
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748176,45237,-327.18
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748177,45237,3354.12
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748177,45237,0
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748177,45237,149.1
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748177,45237,0
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748178,45237,16633.5
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748178,45237,0
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748179,45237,1456.36
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11748180,45237,1168.6
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748196,45237,730.85
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748197,45237,1269.93
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748198,45237,580.03
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748201,45237,642.21
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748203,45237,555.47
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748205,45237,555.47
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748206,45237,665.52
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748207,45237,1023.39
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748215,45237,555.47
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748216,45237,1258.74
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748217,45237,661.65
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748224,45237,631.31
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748228,45237,730.76
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748236,45237,555.47
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748240,45237,863.23
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Redacted,Supporting People - Independent Sector Homecare,11748242,45237,555.47
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Methodist Homes,Supporting People - Independent Sector Residential,11748244,45237,7182.47
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Methodist Homes,Supporting People - Independent Sector Residential,11748244,45237,874.73
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Adoptions,11748261,45237,1115.44
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748276,45237,327.85
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748296,45237,531.3
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748297,45237,535
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Adoptions,11748298,45237,135.1
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Adoptions,11748307,45237,334.1
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Generic Services,11748321,45237,575.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748353,45237,710.69
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Generic Services,11748377,45237,946.29
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Generic Services,11748401,45237,541.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Childcare Fees,11748418,45237,159.1
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Childcare Fees,11748418,45237,358.1
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Penderels Trust,Supporting People - Direct Payments,11748426,45237,1064.69
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,People Plus,Supporting People - Direct Payments,11748427,45237,11110.06
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Independent Sector Homecare,11748429,45237,993.63
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Direct Payments,11748442,45237,720
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748445,45237,1303.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748448,45237,1300
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748449,45237,1174
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748454,45237,1184
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748456,45237,604
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748457,45237,1999.57
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748458,45237,576
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748459,45237,712
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11748461,45237,728
