Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
Housing Revenue Account,Housing Revenue Account,Housing Revenue Account,Housing Revenue Account,General Provision - Repairs & Maintenance,JLA HVAC Ltd,45260,1026.04
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45218,1025.77
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45246,1025.77
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45247,1025
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Services - Professional Fees,Positive Steps Oldham,45265,1025
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Bleep 360 Care Limited,45257,1024.65
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Bleep 360 Care Limited,45274,1023.75
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45252,1023.5
People,Children´s Services,Capital - Adult Services,Capital - Adult Services,Construction - Main Contractor,First Choice Homes Ltd (FCHO),45257,1021.85
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45203,1021.2
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45218,1021.2
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45259,1021.2
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45259,1021.2
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45268,1021.2
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45278,1021.2
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Galleries Exhibition Costs,Preservation Equipment Ltd,45222,1020.45
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45208,1020.24
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45250,1020.24
Place,Environmental Services,Environmental Services,Street Lighting,Operational Materials,Christmas Plus Ltd,45250,1020
Place,"Economic Development, Enterprise and Skills",Capital - Asset Management,Capital - Asset Mgt - Asset Management,Construction - Main Contractor,Saddleworth Plant Hire Ltd (SPH Ltd),45279,1020
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Bleep 360 Care Limited,45257,1019.7
People,Children´s Services,Children´s Social Care,Children in Care,Assistance To Families Grants,Xoom X Ltd,45219,1015.6
People,Children´s Services,Children´s Social Care,Children in Care,Personal Needs & Pocket Money,OMBC Rivendell House,45205,1015.43
People,Community Health and Adult Social Care,Learning Disability,Learning Disability,Interpreter/Translation Services,D A Languages Ltd,45247,1014.67
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45203,1014
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45218,1014
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45259,1014
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45259,1014
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45259,1014
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45278,1014
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Bleep 360 Care Limited,45245,1012.5
Place,Environmental Services,Environmental Services,Fleet Management,Vehicle Maintenance - Contract,Dennis Eagle Ltd,45261,1012
Corporate Services,Corporate Services,Finance,Audit,Refuse Collection,Shred Station Ltd,45266,1012
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45245,1010.86
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45280,1010.86
Place,Economy,Economy,Town Centre and Markets,Operational Materials,Ali Asghar T/A Floorz Direct Ltd,45257,1010
Corporate Services,Corporate Services,Capital - IT,Capital - IT,Computer Software,Millgate Computer Systems Ltd,45229,1008
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45210,1007.4
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45238,1007.4
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45203,1005.85
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Yew Tree Pre School,45231,1005.33
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Timberplay Ltd,45251,1005
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45224,1004.12
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Care Today Childrens Services Ltd,45238,1003.98
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45210,1001
Place,Environmental Services,Environmental Services,Highways,Services - Payments To Contractors,Rowan Ashworth Ltd,45201,1000
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Rebecca Kocerhan,45203,1000
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Emma Greenhalgh,45204,1000
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Kalsoom Maqsood - Barrister,45204,1000
Corporate Services,Corporate Services,Communications and Research,Communications and Research,Services - Professional Fees,High Street Safari,45209,1000
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,S Nelson,45226,1000
Corporate Services,Corporate Services,Commissioning and Procurement,Commissioning and Procurement,Services - Professional Fees,Bloom Procurement Services Ltd,45230,1000
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Operational Materials,S Nelson,45231,1000
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Assistance To Families Grants,Sarah Meggison,45232,1000
Place,Economy,Economy,Strategic Housing,PRS Advance Payment,Kirkham Property Management Ltd,45232,1000
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Training Expenses,Able Training and Consultancy,45236,1000
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,Karuna Mohandas,45237,1000
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Training Expenses,Able Training and Consultancy,45245,1000
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Training Expenses,Lancashire County Council,45247,1000
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,Michelle Temperley,45250,1000
Place,Youth & Communities,Community Services,District Partnerships,Grants,Chadderton Cricket Club,45257,1000
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Joseph Lynch,45260,1000
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Olivia West,45264,1000
Place,Youth & Communities,Youth Services Client,Youth Services Client,Educational Visits / School Trips,Oldham Athletic Community Trust,45265,1000
Place,Environmental Services,Environmental Services,Environmental Management,Services - Payments To Contractors,Mad About Trees Ltd,45265,1000
People,Community Health and Adult Social Care,Director Adult Social Care,Director Adult Social Care,Legal Expenses,Adam Fullwood,45265,1000
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,PERSONAL DETAILS REDACTED,45267,1000
Place,Environmental Services,Environmental Services,Highways,Services - Payments To Contractors,Rhodes & Sons Construction Ltd,45272,1000
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Services - Professional Fees,Youth Services (Pre-Payment Card),45274,1000
Place,"Economic Development, Enterprise and Skills",Capital - Town Centre,Capital - Strategic Acquisitions,Acquisition Of Land,Jones Lang LaSalle Limited,45275,1000
Place,Youth & Communities,Community Services,Stronger Communities,Services - Payments To Contractors,PERSONAL DETAILS REDACTED,45275,1000
Place,Youth & Communities,Youth Services Client,Youth Services Client,Services - Payments To Contractors,Ridge and Partners LLP,45281,1000
Place,Strategic Highways,Capital - Transport,Capital - Trans - Miscellaneous,Construction - Main Contractor,Keywest Partnership Ltd,45236,998.75
Place,Youth & Communities,Youth Services Client,Youth Services Client,Educational Visits / School Trips,Lancashire Outdoor Activities Initiative,45266,997.7
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Payments To Carers/Volunteers/Providers,SafeNet Domestic Abuse Service,45223,996.59
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Interpreter/Translation Services,D A Languages Ltd,45215,996.57
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Waldor,45274,996
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Grants,Westwood & Coldhurst Womens Association TA WCWA,45244,995.2
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45251,995.01
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Bleep 360 Care Limited,45218,994.05
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,J Van Vliet (Ashton) Ltd,45238,991.3
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Forensic Testing Service LTD,45266,990.33
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Dick Leigh Chainsaw Specialist,45222,990
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Galleries Exhibition Costs,Imogen Durant,45247,990
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Mossley Private Hire Ltd,45267,990
People,Children´s Services,"Education, Skills & Early Years",Community / Adult Learning,Services - Professional Fees,Shooting Stars Nursery TA The Daycare Ltd,45264,988
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45271,988
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Agency Staff,Nina Semertzidou,45245,987.5
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Bleep 360 Care Limited,45224,985.5
Place,Environmental Services,Environmental Services,Public Protection,Services - Payments To Contractors,Howards Domestics Ltd,45210,980
Place,Environmental Services,Environmental Services,Public Protection,Operational Materials,VPS ( UK) Ltd,45251,978.44
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Publications,Askews & Holts Library Services Ltd,45205,977.16
Place,Strategic Highways,Capital - Transport,Capital - Trans - Bridges & Structures,Construction - Main Contractor,Rowan Ashworth Ltd,45229,976.5
Place,Environmental Services,Environmental Services,Waste Management Service,Publicity And Marketing,M-four,45257,975
Place,"Economic Development, Enterprise and Skills",Capital - Asset Management,Capital - Asset Mgt - Asset Management,Construction - Main Contractor,JLA HVAC Ltd,45288,975
Place,Economy,Economy,Property Management,Services - Professional Fees,TLT LLP,45238,970
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45202,969
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Alpha Biolaboratories Legal Limited,45230,968.9
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Dick Leigh Chainsaw Specialist,45218,967.5
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45246,967.2
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Galleries Exhibition Costs,Meaco Measurement & Control Ltd,45231,966
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Johanna Marston,45278,965.5
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45229,964.91
Place,Strategic Highways,Capital - Transport,Capital - Trans - Highway Major Works/Drainage schemes,Construction - Main Contractor,Keywest Partnership Ltd,45236,963.75
Place,Economy,Economy,Estates,Maintenance Contracts,LAC Airconditioning Ltd,45264,963.42
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Teddies Day Nurseries,45257,962.55
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Tiddleywinks Nursery School Ltd,45257,962.55
Place,Environmental Services,Environmental Services,Environmental Management,Services - Payments To Contractors,Barcham Trees PLC,45251,962
Corporate Services,Corporate Services,Legal Services,Elections,Office Expenses,Civica Uk Ltd,45245,961.64
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Publications,Askews & Holts Library Services Ltd,45231,961.26
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Computing - Maintenance Agreements,Dotted Eyes Limited,45229,960
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Forensic Testing Service LTD,45260,959.67
Place,Environmental Services,Environmental Services,Highways,Services - Payments To Contractors,Castings Services Ltd,45211,958.32
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Corlett Electrical Engineering Co (1981) Ltd,45273,954.36
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Fergal Allen,45244,950
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45250,950
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Anna White,45250,950
Corporate Services,Corporate Services,Capital - IT,Capital - IT,IT Consultancy,Access UK Ltd,45251,950
Place,Environmental Services,Environmental Services,Public Protection,Services - Payments To Contractors,Howards Domestics Ltd,45265,950
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45271,950
Place,Economy,Economy,Strategic Housing,Services - Professional Fees,Back Care Solutions Ltd,45224,949
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Computing - Licences,TNP Ltd,45257,948.87
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,SWIIS International Ltd,45230,947.31
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,SWIIS International Ltd,45237,947.31
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,SWIIS International Ltd,45245,947.31
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,SWIIS International Ltd,45250,947.31
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,SWIIS International Ltd,45257,947.31
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,SWIIS International Ltd,45265,947.31
People,Children´s Services,Children´s Social Care,Children in Care,Childrens Independent Foster Agency,SWIIS International Ltd,45280,947.31
Place,Environmental Services,Environmental Services,Waste Management Service,Protective Clothing,Arco Ltd,45212,947.28
Place,Strategic Highways,Capital - Transport,Capital - Trans - Highway Major Works/Drainage schemes,Construction - Main Contractor,Virgin Media,45257,945.86
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45231,945.25
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45279,945.25
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45243,943.98
Place,Environmental Services,Environmental Services,Environmental Management,Services - Payments To Contractors,Agrovista UK Ltd,45209,943.2
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,INS Sudlows Ltd,45226,941
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Sudlows Enterprise Services Ltd,45268,941
Place,Economy,Economy,Property Management,General Provision - Repairs & Maintenance,Thornborough Steel,45246,940
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Donna Winterbottom,45231,938.07
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,TXM Healthcare Limited,45268,937.5
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,E Smith & Son,45231,935.9
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45258,935
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Forensic Testing Service LTD,45260,934.7
People,Children´s Services,"Education, Skills & Early Years",Skills and Employment,General Provision - Repairs & Maintenance,E Smith & Son,45224,932.96
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,Pennine Social Care Ltd,45231,931.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45202,928.7
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,TXM Healthcare Limited,45268,927.5
Place,Environmental Services,Environmental Services,Highways,Hired Moveable Plant,Rhodes & Sons Construction Ltd,45237,926
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45203,925
Place,Environmental Services,Environmental Services,Environmental Management,Protective Clothing,Arco Ltd,45246,924.5
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Services - Professional Fees,Meritec Limited,45212,924.21
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Paramount Plumbing & Heating,45202,924
Corporate Services,Corporate Services,Finance,Audit,Refuse Collection,Shred Station Ltd,45238,920
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Operational Materials,Fools Paradise Ltd,45245,920
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Office Expenses,M-four,45257,920
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45271,920
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45266,918.07
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,County Car & Van Hire Ltd,45231,916.02
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,J A Jones & Sons (Churchtown) Ltd,45230,915
People,Children´s Services,Children´s Social Care,Children in Care,Publicity And Marketing,M-four,45232,915
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,JLA HVAC Ltd,45268,913.55
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Furniture,Back Care Solutions Ltd,45238,913
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Computing - Purchase Of Software,Lasa,45266,912
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,E Smith & Son,45204,911.4
Place,Youth & Communities,Youth Services Client,Youth Services Client,Educational Curriculum Equipment,Odyssey Outdoors,45257,911.04
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Family Hubs - Parent-Infant Relationship & Perinatal Mental Health,Ajay Javer,45238,911
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45202,910.35
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Interpreter/Translation Services,D A Languages Ltd,45224,910.35
Place,Environmental Services,Environmental Services,Public Protection,Operational Materials,Manchester City Council,45204,910
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45229,910
Place,Economy,Economy,Property Management,General Provision - Repairs & Maintenance,Walker Fire (UK) Ltd,45209,909.99
People,Children´s Services,Children´s Social Care,Children in Care,Personal Needs & Pocket Money,OMBC Rivendell House,45239,908.82
Corporate Services,Corporate Services,Finance,Audit,Refuse Collection,Shred Station Ltd,45208,908
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45229,901.07
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Educational Curriculum Equipment,Waterstones Booksellers Ltd,45202,900
Place,"Economic Development, Enterprise and Skills",Capital - Town Centre,Capital - Town Centre Developments,Fees - Agency,Kenmac Associates Ltd,45211,900
People,Community Health and Adult Social Care,Commissioning,Commissioning,Tools And Equipment,City Lift Services (NW) Ltd,45212,900
People,Children´s Services,Children´s Social Care,Children in Care,Allowances To Foster Parents,PERSONAL DETAILS REDACTED,45216,900
People,Children´s Services,Children´s Social Care,Children in Care,Allowances To Foster Parents,PERSONAL DETAILS REDACTED,45219,900
People,Children´s Services,Children´s Social Care,Children in Care,Allowances To Foster Parents,PERSONAL DETAILS REDACTED,45226,900
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,Kirsty Green TA Practioner in Arts and Education,45229,900
People,Children´s Services,Children´s Social Care,Children in Care,Allowances To Foster Parents,PERSONAL DETAILS REDACTED,45238,900
Place,"Economic Development, Enterprise and Skills",Capital - Town Centre,Capital - Town Centre Developments,Fees - Agency,Kenmac Associates Ltd,45243,900
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Emma Whelan,45244,900
People,Children´s Services,Children´s Social Care,Children in Care,Allowances To Foster Parents,PERSONAL DETAILS REDACTED,45245,900
Place,Youth & Communities,Community Services,District Partnerships,Grants,PERSONAL DETAILS REDACTED,45245,900
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,Jake Gibbons,45246,900
People,Children´s Services,Children´s Social Care,Children in Care,Allowances To Foster Parents,PERSONAL DETAILS REDACTED,45250,900
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Prospero Recruitment Ltd,45259,900
People,Children´s Services,Children´s Social Care,Children in Care,Semi - Independent Unit,Inspira Care,45264,900
People,Children´s Services,Children´s Social Care,Children in Care,Allowances To Foster Parents,PERSONAL DETAILS REDACTED,45265,900
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Ellie Whiteside-Hunt,45266,900
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Plumanicca Ltd,45267,900
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Plumanicca Ltd,45267,900
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Plumanicca Ltd,45267,900
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Plumanicca Ltd,45267,900
People,Children´s Services,Children´s Social Care,Children in Care,Allowances To Foster Parents,PERSONAL DETAILS REDACTED,45271,900
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,PERSONAL DETAILS REDACTED,45282,900
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45218,899.92
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45246,899.92
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45274,899.92
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45243,898
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45239,897.61
People,Children´s Services,Children´s Social Care,Children in Care,Publicity And Marketing,Baytree Flowers,45233,897
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,LS Systems Ltd,45216,896
Housing Revenue Account,Housing Revenue Account,Housing Revenue Account,Housing Revenue Account,General Provision - Repairs & Maintenance,Walker Fire (UK) Ltd,45268,895
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45280,892
People,Children´s Services,"Education, Skills & Early Years",Skills and Employment,Public Transport/Travel Expenses,Oldham Travel Shop,45218,890.56
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,John Chukwuemeka,45252,890
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45274,889.12
Place,Economy,Economy,Property Management,General Provision - Repairs & Maintenance,JLA HVAC Ltd,45271,888.82
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,CTC Psychological Services LLP,45245,888.44
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Hope Methodist Playgroup,45258,886
People,Children´s Services,Children´s Social Care,Children in Care,Semi - Independent Unit,Inspire Community Services,45245,885.05
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Jetchem Systems Ltd,45208,885
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Training Expenses,Sarah Watson Therapeutic Training and Consultancy,45230,885
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Optima Building Solutions Ltd,45274,885
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Limehurst Little Learners Ltd,45231,884.12
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Computing - Internet,Invosys Business,45251,881.88
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Ambrose Nursery Ltd,45257,881
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Alexandra Pre-school Ltd,45257,881
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Andrea Smith,45257,881
Place,Environmental Services,Environmental Services,Highways,Services - Payments To Contractors,Rhodes & Sons Construction Ltd,45237,880.09
Housing Revenue Account,Housing Revenue Account,Housing Revenue Account,Housing Revenue Account,Maintenance Contracts,JLA HVAC Ltd,45204,880
People,Children´s Services,Preventative Services,Early Help,Services - Professional Fees,IntraQuest Community CIC,45230,880
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Leeds Commercial Ltd t/a L C Vehicle Hire Ltd,45232,880
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Leeds Commercial Ltd t/a L C Vehicle Hire Ltd,45232,880
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Leeds Commercial Ltd t/a L C Vehicle Hire Ltd,45265,880
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Leeds Commercial Ltd t/a L C Vehicle Hire Ltd,45265,880
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45271,880
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45247,879.57
Place,Environmental Services,Environmental Services,Highways,Services - Payments To Contractors,Rhodes & Sons Construction Ltd,45260,879
Place,Economy,Economy,Property Management,Electricity,Scottish Power,45223,878.85
People,Children´s Services,Children´s Social Care,Children in Care,Staying Put Scheme,Sally Ann Chambers,45278,878.82
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Services - Professional Fees,Meritec Limited,45222,878.57
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Services - Professional Fees,Meritec Limited,45251,878.57
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Services - Professional Fees,Meritec Limited,45279,878.57
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45203,877.9
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45211,877.9
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Agency Staff,Hays Specialist Recruitment,45224,877.9
