Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Services - Professional Fees,Dream Big Sports Ltd,45121,45090
Capital Treasury and Technical Accounting,Capital Treasury and Technical Accounting,Corporate Expenses,Corporate Expenses,Public Liability Insurance,Crawford & Company Adjusters (UK) Limited,45124,45000
Capital Treasury and Technical Accounting,Capital Treasury and Technical Accounting,Corporate Expenses,Corporate Expenses,Public Liability Insurance,Crawford & Company Adjusters (UK) Limited,45153,45000
Capital Treasury and Technical Accounting,Capital Treasury and Technical Accounting,Corporate Expenses,Corporate Expenses,Public Liability Insurance,Crawford & Company Adjusters (UK) Limited,45184,45000
Place,Economy,Economy,Creating a Better Place,Services - Professional Fees,Buro Happold Ltd,45133,44925
Place,Economy,Economy,Creating a Better Place,Services - Professional Fees,Buro Happold Ltd,45174,44925
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,A-Star Kids Ltd,45161,44919
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,Co-op Academy Failsworth,45128,44814
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Allied Health-Services Limited,45154,44645.16
Place,Economy,Economy,Facilities Management,Catering - Food,Ralph Livesey Ltd,45120,44541.45
Corporate Services,Corporate Services,Capital - IT,Capital - IT,IT Consultancy,Insight Direct (UK) Ltd,45183,44342
People,Children´s Services,"Education, Skills & Early Years",Central Education Services,Services - Professional Fees,Academy Services (Oldham) Ltd,45138,43755.42
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Free Run Private Services Ltd,45118,43321.2
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Giggle And Grow Ltd Glodwick,45161,43139.25
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Kibble Education and Care Centre,45176,42904
People,Leisure Services,Leisure Services,Leisure Services,Services - Payments To Contractors,Oldham Community Leisure Ltd,45134,42833.4
People,Leisure Services,Leisure Services,Leisure Services,Services - Payments To Contractors,Oldham Community Leisure Ltd,45188,42833.4
People,Leisure Services,Leisure Services,Leisure Services,Services - Payments To Contractors,Oldham Community Leisure Ltd,45188,42833.4
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,Holy Family RC School,45128,42723.13
People,Children´s Services,"Education, Skills & Early Years",Central Education Services,Services - Professional Fees,Academy Services (Oldham) Ltd,45182,42609.42
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Computing - Purchase Of Software,Civica Uk Ltd,45114,42355.55
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Kibble Education and Care Centre,45176,42299.5
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Allied Health-Services Limited,45154,42245
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,IDOX Software Ltd,45134,42000
People,Children´s Services,"Education, Skills & Early Years",Central Education Services,Services - Professional Fees,Academy Services (Oldham) Ltd,45168,41763.22
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Borough Taxis Ltd,45134,41757.5
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Birtenshaw School,45182,41562.98
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Kibble Education and Care Centre,45133,41520
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Allied Health-Services Limited,45154,41412.84
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45126,41296.43
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45149,41296.43
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Services - Professional Fees,Salvation Army (Oldham),45135,41295
Place,Economy,Economy,Property Management,General Provision - Repairs & Maintenance,E Smith & Son,45155,41197
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45126,40964.29
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45149,40964.29
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Kibble Education and Care Centre,45133,40935
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Play Grow and Learn Ltd t/a Buttercup Corner Day Nursery,45161,40786.2
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45126,40521.43
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45149,40521.43
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Saddleworth Stars Nursery,45161,40413.01
Place,Economy,Economy,Estates,Water Services,Anglian Water Business (National) t/a Wave,45169,40248.13
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,Willowpark Primary Academy,45128,40159.17
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Computing - Consumables,Millgate Computer Systems Ltd,45152,40048
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45174,39964.29
Place,Economy,Economy,Estates,Chief Rents,Tunstall Ream Propco Series 1 Limited (Vine Property Management LLP),45194,39900
Place,Economy,Economy,Estates,Water Services,Anglian Water Business (National) t/a Wave,45139,39864.61
Corporate Services,Corporate Services,Finance,Finance,Click Travel - Consolidated Invoice Account,TravelPerk UK IRL Ltd,45173,39778.61
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45174,39642.86
People,Leisure Services,Leisure Services,Leisure Services,Services - Payments To Contractors,Oldham Community Leisure Ltd,45134,39637.5
People,Leisure Services,Leisure Services,Leisure Services,Services - Payments To Contractors,Oldham Community Leisure Ltd,45188,39637.5
People,Leisure Services,Leisure Services,Leisure Services,Services - Payments To Contractors,Oldham Community Leisure Ltd,45188,39637.5
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,Westwood Academy (The Harmony Trust),45135,39565.09
Place,Environmental Services,Environmental Services,Strategic Transport,Services - Professional Fees,Ove Arup & Partners Ltd,45189,39459
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Tulip Community Care,45160,39413.4
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45174,39214.29
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,Oasis Academy Oldham,45128,39197
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Services - Payments To Contractors,Turning Point Services Ltd,45198,39063.99
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,ICS Operations Limited,45194,39063.23
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,Alt Academy,45128,38840.47
Place,Strategic Highways,Capital - Transport,Capital - Trans - Highway Major Works/Drainage schemes,Construction - Main Contractor,Rowan Ashworth Ltd,45160,38830
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Forget Me Not Children´s Hospice Limited,45135,38750
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Forget Me Not Children´s Hospice Limited,45141,38750
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Forget Me Not Children´s Hospice Limited,45162,38750
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,ICS Operations Limited,45194,38547.8
Place,Economy,Economy,Facilities Management,Catering - Food,Brake Bros Foodservice Limited,45142,38427.82
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Tulip Community Care,45177,38142
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Subscriptions,Tameside MBC,45141,37545
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Services - Payments To Contractors,Turning Point Services Ltd,45154,37510
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Forget Me Not Children´s Hospice Limited,45134,37500
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Forget Me Not Children´s Hospice Limited,45184,37500
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Alexandra Pre-school Ltd,45161,37432.5
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Services - Professional Fees,Early Break,45126,37250
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Services - Professional Fees,Early Break,45138,37250
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Services - Professional Fees,Early Break,45173,37250
Place,Economy,Economy,Estates,Services - Professional Fees,Concerto Support Services Limited,45138,37010
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Borough Taxis Ltd,45117,36131
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45135,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45135,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45135,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45135,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45135,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45135,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45135,36027.2
People,Community Health and Adult Social Care,Commissioning,Commissioning,External Supported Living,Liberty Support Services Ltd,45135,36027.2
