element level code 02 + description,version,nominal,nominal description,group,group description,category,category description
COUNCIL  CUMBERLAND COUNCIL,4,21525,SEPTIC TANKS EMPTYING,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,21535,TOILET REQUISITES,B,premises,24,cleaning & domestic supplies
COUNCIL  CUMBERLAND COUNCIL,2,21535,TOILET REQUISITES,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,21535,TOILET REQUISITES,C,premises,60,other occupation costs
COUNCIL  CUMBERLAND COUNCIL,4,21535,TOILET REQUISITES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,21540,CLEANING SERVICES,B,premises,24,cleaning & domestic supplies
COUNCIL  CUMBERLAND COUNCIL,2,21540,CLEANING SERVICES,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,21540,CLEANING SERVICES,C,premises,26,cleaning & caretaking
COUNCIL  CUMBERLAND COUNCIL,4,21540,CLEANING SERVICES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,21550,FACILITIES MANAGEMENT SERVICES,B,premises,24,cleaning & domestic supplies
COUNCIL  CUMBERLAND COUNCIL,2,21550,FACILITIES MANAGEMENT SERVICES,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,21550,FACILITIES MANAGEMENT SERVICES,C,premises,26,cleaning & caretaking
COUNCIL  CUMBERLAND COUNCIL,4,21550,FACILITIES MANAGEMENT SERVICES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,21640,CAR PARKS CONTRACT,B,premises,26,grounds maintenance
COUNCIL  CUMBERLAND COUNCIL,2,21640,CAR PARKS CONTRACT,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,21640,CAR PARKS CONTRACT,C,premises,14,grounds maint & improvemt
COUNCIL  CUMBERLAND COUNCIL,4,21640,CAR PARKS CONTRACT,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,21690,GROUNDS MAINTENANCE,B,premises,26,grounds maintenance
COUNCIL  CUMBERLAND COUNCIL,2,21690,GROUNDS MAINTENANCE,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,21690,GROUNDS MAINTENANCE,C,premises,14,grounds maint & improvemt
COUNCIL  CUMBERLAND COUNCIL,4,21690,GROUNDS MAINTENANCE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,21810,PREMISES INSURANCE,B,premises,28,premises insurance
COUNCIL  CUMBERLAND COUNCIL,2,21810,PREMISES INSURANCE,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,21810,PREMISES INSURANCE,E,supplies and services,46,other insurance premiums
COUNCIL  CUMBERLAND COUNCIL,4,21810,PREMISES INSURANCE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23001,FOOTWAYS AND CYCLEWAYS,B,premises,40,structural maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23001,FOOTWAYS AND CYCLEWAYS,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23001,FOOTWAYS AND CYCLEWAYS,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23001,FOOTWAYS AND CYCLEWAYS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23002,DRAINAGE / REM EARTHWORKS,B,premises,40,structural maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23002,DRAINAGE / REM EARTHWORKS,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23002,DRAINAGE / REM EARTHWORKS,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23002,DRAINAGE / REM EARTHWORKS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23003,FENCES / BARRIERS,B,premises,40,structural maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23003,FENCES / BARRIERS,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23003,FENCES / BARRIERS,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23003,FENCES / BARRIERS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23022,NP DRAINAGE / REM EARTHWORKS,B,premises,40,structural maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23022,NP DRAINAGE / REM EARTHWORKS,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23022,NP DRAINAGE / REM EARTHWORKS,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23022,NP DRAINAGE / REM EARTHWORKS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23040,BRIDGES,B,premises,40,structural maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23040,BRIDGES,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23040,BRIDGES,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23040,BRIDGES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23050,PRIVATE WORKS,B,premises,40,structural maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23050,PRIVATE WORKS,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23050,PRIVATE WORKS,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23050,PRIVATE WORKS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23051,ACCIDENT DAMAGE,B,premises,40,structural maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23051,ACCIDENT DAMAGE,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23051,ACCIDENT DAMAGE,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23051,ACCIDENT DAMAGE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23201,MINOR CARRIAGEWAY REPAIRS,B,premises,42,routine maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23201,MINOR CARRIAGEWAY REPAIRS,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23201,MINOR CARRIAGEWAY REPAIRS,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23201,MINOR CARRIAGEWAY REPAIRS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23202,RESPONSE TEAMS,B,premises,42,routine maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23202,RESPONSE TEAMS,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23202,RESPONSE TEAMS,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23202,RESPONSE TEAMS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23203,VERGE MAINTENANCE,B,premises,42,routine maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23203,VERGE MAINTENANCE,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23203,VERGE MAINTENANCE,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23203,VERGE MAINTENANCE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23204,CLEANSING,B,premises,42,routine maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23204,CLEANSING,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23204,CLEANSING,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23204,CLEANSING,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23205,SWEEPING,B,premises,42,routine maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23205,SWEEPING,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23205,SWEEPING,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23205,SWEEPING,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23206,NON ILLUMINATED TRAF SIGNS,B,premises,42,routine maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23206,NON ILLUMINATED TRAF SIGNS,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23206,NON ILLUMINATED TRAF SIGNS,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23206,NON ILLUMINATED TRAF SIGNS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23401,SALTING AND SNOW CLEARING,B,premises,44,winter maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23401,SALTING AND SNOW CLEARING,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23401,SALTING AND SNOW CLEARING,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23401,SALTING AND SNOW CLEARING,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23421,NP SALTING AND SNOW CLEARING,B,premises,44,winter maintenance
COUNCIL  CUMBERLAND COUNCIL,2,23421,NP SALTING AND SNOW CLEARING,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23421,NP SALTING AND SNOW CLEARING,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23421,NP SALTING AND SNOW CLEARING,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23601,LIGHTING MAINTENANCE,B,premises,46,street lighting
COUNCIL  CUMBERLAND COUNCIL,2,23601,LIGHTING MAINTENANCE,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23601,LIGHTING MAINTENANCE,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23601,LIGHTING MAINTENANCE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23605,TRAFFIC SIGNAL MAINTENANCE,B,premises,46,street lighting
COUNCIL  CUMBERLAND COUNCIL,2,23605,TRAFFIC SIGNAL MAINTENANCE,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23605,TRAFFIC SIGNAL MAINTENANCE,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23605,TRAFFIC SIGNAL MAINTENANCE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23606,SIGNS / BOLLARDS MAINTCE,B,premises,46,street lighting
COUNCIL  CUMBERLAND COUNCIL,2,23606,SIGNS / BOLLARDS MAINTCE,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23606,SIGNS / BOLLARDS MAINTCE,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23606,SIGNS / BOLLARDS MAINTCE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,23608,ENERGY LIGHTING,B,premises,46,street lighting
COUNCIL  CUMBERLAND COUNCIL,2,23608,ENERGY LIGHTING,X,revenue,20,premises
COUNCIL  CUMBERLAND COUNCIL,3,23608,ENERGY LIGHTING,L,other non-cfr costs,2,non cfr premises
COUNCIL  CUMBERLAND COUNCIL,4,23608,ENERGY LIGHTING,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25210,TYRES,C,transport,4,veh & plant repair & maintnce
COUNCIL  CUMBERLAND COUNCIL,2,25210,TYRES,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25210,TYRES,E,supplies and services,2,learning resources
COUNCIL  CUMBERLAND COUNCIL,4,25210,TYRES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25230,VEHICLE MAINTENANCE & REPS,C,transport,4,veh & plant repair & maintnce
COUNCIL  CUMBERLAND COUNCIL,2,25230,VEHICLE MAINTENANCE & REPS,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25230,VEHICLE MAINTENANCE & REPS,E,supplies and services,2,learning resources
COUNCIL  CUMBERLAND COUNCIL,4,25230,VEHICLE MAINTENANCE & REPS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25410,VEHICLE FUEL,C,transport,6,veh & plant running costs
COUNCIL  CUMBERLAND COUNCIL,2,25410,VEHICLE FUEL,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25410,VEHICLE FUEL,E,supplies and services,2,learning resources
COUNCIL  CUMBERLAND COUNCIL,4,25410,VEHICLE FUEL,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25430,MAINTENANCE EXPENSES,C,transport,6,veh & plant running costs
COUNCIL  CUMBERLAND COUNCIL,2,25430,MAINTENANCE EXPENSES,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25430,MAINTENANCE EXPENSES,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25430,MAINTENANCE EXPENSES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25432,WORKSHOP TOOLS PCH & MAINT,C,transport,6,veh & plant running costs
COUNCIL  CUMBERLAND COUNCIL,2,25432,WORKSHOP TOOLS PCH & MAINT,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25432,WORKSHOP TOOLS PCH & MAINT,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25432,WORKSHOP TOOLS PCH & MAINT,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25440,VEHICLE ROAD FUND LICENCES,C,transport,6,veh & plant running costs
COUNCIL  CUMBERLAND COUNCIL,2,25440,VEHICLE ROAD FUND LICENCES,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25440,VEHICLE ROAD FUND LICENCES,E,supplies and services,2,learning resources
COUNCIL  CUMBERLAND COUNCIL,4,25440,VEHICLE ROAD FUND LICENCES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25450,PLANT-RUNNING COSTS (RECHARGED,C,transport,6,veh & plant running costs
COUNCIL  CUMBERLAND COUNCIL,2,25450,PLANT-RUNNING COSTS (RECHARGED,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25450,PLANT-RUNNING COSTS (RECHARGED,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25450,PLANT-RUNNING COSTS (RECHARGED,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25630,HIRED TRANSPORT CNTRCT ROUTE,C,transport,10,veh & plant contract hire
COUNCIL  CUMBERLAND COUNCIL,2,25630,HIRED TRANSPORT CNTRCT ROUTE,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25630,HIRED TRANSPORT CNTRCT ROUTE,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25630,HIRED TRANSPORT CNTRCT ROUTE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25640,HIRED TRANSPORT NOT CNTRCT,C,transport,10,veh & plant contract hire
COUNCIL  CUMBERLAND COUNCIL,2,25640,HIRED TRANSPORT NOT CNTRCT,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25640,HIRED TRANSPORT NOT CNTRCT,E,supplies and services,2,learning resources
COUNCIL  CUMBERLAND COUNCIL,4,25640,HIRED TRANSPORT NOT CNTRCT,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25642,HIRED TRANSPORT EDUC VISITS,C,transport,10,veh & plant contract hire
COUNCIL  CUMBERLAND COUNCIL,2,25642,HIRED TRANSPORT EDUC VISITS,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25642,HIRED TRANSPORT EDUC VISITS,E,supplies and services,2,learning resources
COUNCIL  CUMBERLAND COUNCIL,4,25642,HIRED TRANSPORT EDUC VISITS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25645,CONTRACT HIRE OF VEHICLES,C,transport,10,veh & plant contract hire
COUNCIL  CUMBERLAND COUNCIL,2,25645,CONTRACT HIRE OF VEHICLES,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25645,CONTRACT HIRE OF VEHICLES,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25645,CONTRACT HIRE OF VEHICLES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25655,VOLUNTEER EXPENSES,C,transport,10,veh & plant contract hire
COUNCIL  CUMBERLAND COUNCIL,2,25655,VOLUNTEER EXPENSES,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25655,VOLUNTEER EXPENSES,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25655,VOLUNTEER EXPENSES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25660,VOLUNTEER CAR SERVICE,C,transport,10,veh & plant contract hire
COUNCIL  CUMBERLAND COUNCIL,2,25660,VOLUNTEER CAR SERVICE,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25660,VOLUNTEER CAR SERVICE,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25660,VOLUNTEER CAR SERVICE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25670,FOSTER PARENT TRAVEL CLAIMS,C,transport,10,veh & plant contract hire
COUNCIL  CUMBERLAND COUNCIL,2,25670,FOSTER PARENT TRAVEL CLAIMS,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25670,FOSTER PARENT TRAVEL CLAIMS,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25670,FOSTER PARENT TRAVEL CLAIMS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25675,TRAVEL CONTACT VISITS,C,transport,20,travel expenses
COUNCIL  CUMBERLAND COUNCIL,2,25675,TRAVEL CONTACT VISITS,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25675,TRAVEL CONTACT VISITS,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25675,TRAVEL CONTACT VISITS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25680,GENERAL HIRE OF MOBILE PLANT,C,transport,10,veh & plant contract hire
COUNCIL  CUMBERLAND COUNCIL,2,25680,GENERAL HIRE OF MOBILE PLANT,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25680,GENERAL HIRE OF MOBILE PLANT,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25680,GENERAL HIRE OF MOBILE PLANT,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25690,OPERATING LEASES VEHICLES,C,transport,10,veh & plant contract hire
COUNCIL  CUMBERLAND COUNCIL,2,25690,OPERATING LEASES VEHICLES,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25690,OPERATING LEASES VEHICLES,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25690,OPERATING LEASES VEHICLES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25810,PUBLIC TRANS FOR SERVICE USERS,C,transport,14,public transport
COUNCIL  CUMBERLAND COUNCIL,2,25810,PUBLIC TRANS FOR SERVICE USERS,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25810,PUBLIC TRANS FOR SERVICE USERS,L,other non-cfr costs,8,non cfr transport
COUNCIL  CUMBERLAND COUNCIL,4,25810,PUBLIC TRANS FOR SERVICE USERS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,25820,PUBLIC TRANSPORT-STAFF/MEMBERS,C,transport,14,public transport
COUNCIL  CUMBERLAND COUNCIL,2,25820,PUBLIC TRANSPORT-STAFF/MEMBERS,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,25820,PUBLIC TRANSPORT-STAFF/MEMBERS,A,employee costs,60,indirect employee costs
COUNCIL  CUMBERLAND COUNCIL,4,25820,PUBLIC TRANSPORT-STAFF/MEMBERS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,26010,VEHICLE INSURANCES,C,transport,18,transport insurance
COUNCIL  CUMBERLAND COUNCIL,2,26010,VEHICLE INSURANCES,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,26010,VEHICLE INSURANCES,E,supplies and services,46,other insurance premiums
COUNCIL  CUMBERLAND COUNCIL,4,26010,VEHICLE INSURANCES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,26020,SCHOOL JOURNEY INSURANCES,C,transport,18,transport insurance
COUNCIL  CUMBERLAND COUNCIL,2,26020,SCHOOL JOURNEY INSURANCES,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,26020,SCHOOL JOURNEY INSURANCES,E,supplies and services,46,other insurance premiums
COUNCIL  CUMBERLAND COUNCIL,4,26020,SCHOOL JOURNEY INSURANCES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,27025,MILES/FARES GENERAL,C,transport,20,travel expenses
COUNCIL  CUMBERLAND COUNCIL,2,27025,MILES/FARES GENERAL,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,27025,MILES/FARES GENERAL,A,employee costs,60,indirect employee costs
COUNCIL  CUMBERLAND COUNCIL,4,27025,MILES/FARES GENERAL,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,27040,CAR ALLOWANCES,C,transport,20,travel expenses
COUNCIL  CUMBERLAND COUNCIL,2,27040,CAR ALLOWANCES,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,27040,CAR ALLOWANCES,A,employee costs,60,indirect employee costs
COUNCIL  CUMBERLAND COUNCIL,4,27040,CAR ALLOWANCES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,27044,CAR LEASING CHARGES,C,transport,20,travel expenses
COUNCIL  CUMBERLAND COUNCIL,2,27044,CAR LEASING CHARGES,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,27044,CAR LEASING CHARGES,A,employee costs,60,indirect employee costs
COUNCIL  CUMBERLAND COUNCIL,4,27044,CAR LEASING CHARGES,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,27050,TRAVEL EXPS AGENCY STAFF,C,transport,20,travel expenses
COUNCIL  CUMBERLAND COUNCIL,2,27050,TRAVEL EXPS AGENCY STAFF,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,27050,TRAVEL EXPS AGENCY STAFF,E,supplies and services,34,admin supplies
COUNCIL  CUMBERLAND COUNCIL,4,27050,TRAVEL EXPS AGENCY STAFF,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,27060,CAR HIRE,C,transport,20,travel expenses
COUNCIL  CUMBERLAND COUNCIL,2,27060,CAR HIRE,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,27060,CAR HIRE,A,employee costs,60,indirect employee costs
COUNCIL  CUMBERLAND COUNCIL,4,27060,CAR HIRE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,27070,CAR HIRE STAFF (WITH CCC INS),C,transport,20,travel expenses
COUNCIL  CUMBERLAND COUNCIL,2,27070,CAR HIRE STAFF (WITH CCC INS),X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,27070,CAR HIRE STAFF (WITH CCC INS),A,employee costs,60,indirect employee costs
COUNCIL  CUMBERLAND COUNCIL,4,27070,CAR HIRE STAFF (WITH CCC INS),A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,29040,HOME TO SCHOOL/COLLEGE,C,transport,10,veh & plant contract hire
COUNCIL  CUMBERLAND COUNCIL,2,29040,HOME TO SCHOOL/COLLEGE,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,29040,HOME TO SCHOOL/COLLEGE,E,supplies and services,50,special facilities
COUNCIL  CUMBERLAND COUNCIL,4,29040,HOME TO SCHOOL/COLLEGE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,29060,HOME TO SCHOOL GRANTS,C,transport,24,contn to trnsprt reltd provisn
COUNCIL  CUMBERLAND COUNCIL,2,29060,HOME TO SCHOOL GRANTS,X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,29060,HOME TO SCHOOL GRANTS,E,supplies and services,50,special facilities
COUNCIL  CUMBERLAND COUNCIL,4,29060,HOME TO SCHOOL GRANTS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,29080,ESCORT DUTY PAY(RECHARGED),C,transport,24,contn to trnsprt reltd provisn
COUNCIL  CUMBERLAND COUNCIL,2,29080,ESCORT DUTY PAY(RECHARGED),X,revenue,30,transport
COUNCIL  CUMBERLAND COUNCIL,3,29080,ESCORT DUTY PAY(RECHARGED),E,supplies and services,50,special facilities
COUNCIL  CUMBERLAND COUNCIL,4,29080,ESCORT DUTY PAY(RECHARGED),A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,30010,PURCH/REPAIR -FURNITURE ADMIN,D,supplies and services,2,equipmt/furniture / materials
COUNCIL  CUMBERLAND COUNCIL,2,30010,PURCH/REPAIR -FURNITURE ADMIN,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,30010,PURCH/REPAIR -FURNITURE ADMIN,E,supplies and services,34,admin supplies
COUNCIL  CUMBERLAND COUNCIL,4,30010,PURCH/REPAIR -FURNITURE ADMIN,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,30015,PURCH/REPAIR -FURN SRV USE REV,D,supplies and services,2,equipmt/furniture / materials
COUNCIL  CUMBERLAND COUNCIL,2,30015,PURCH/REPAIR -FURN SRV USE REV,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,30015,PURCH/REPAIR -FURN SRV USE REV,E,supplies and services,34,admin supplies
COUNCIL  CUMBERLAND COUNCIL,4,30015,PURCH/REPAIR -FURN SRV USE REV,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,30017,PURCH/REPAIR -FURN EDUC USE,D,supplies and services,2,equipmt/furniture / materials
COUNCIL  CUMBERLAND COUNCIL,2,30017,PURCH/REPAIR -FURN EDUC USE,X,revenue,40,supplies & services
COUNCIL  CUMBERLAND COUNCIL,3,30017,PURCH/REPAIR -FURN EDUC USE,E,supplies and services,2,learning resources
COUNCIL  CUMBERLAND COUNCIL,4,30017,PURCH/REPAIR -FURN EDUC USE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,30035,TEXT BOOKS,D,supplies and services,2,equipmt/furniture / materials
COUNCIL  CUMBERLAND COUNCIL,2,30035,TEXT BOOKS,X,revenue,40,supplies & services
