Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £,,,,
97454233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,RG20,31/07/2023,216.00,,,,
97454233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,RG20,31/07/2023,171.43,,,,
95467271,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,RG20,17/07/2023,216.00,,,,
93374233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,RG20,03/07/2023,216.00,,,,
93374233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,RG20,03/07/2023,536.00,,,,
97454233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,RG20,31/07/2023,382.86,,,,
97349587,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Carers,REDACTED PERSONAL DATA,SP11,31/07/2023,565.89,,,,
97349692,Physical Support,Adults,Physical Support 65 and over,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,31/07/2023,638.59,,,,
96744265,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN4 ,26/07/2023,650.00,,,,
96744261,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN4 ,26/07/2023,550.00,,,,
96744264,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN4 ,26/07/2023,650.00,,,,
96744262,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN4 ,26/07/2023,650.00,,,,
96744263,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN4 ,26/07/2023,650.00,,,,
97349291,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,31/07/2023,"2,992.84",,,,
96744267,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN8 ,26/07/2023,880.00,,,,
96744396,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN8 ,26/07/2023,865.00,,,,
96744278,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN8 ,26/07/2023,630.00,,,,
96744266,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN8 ,26/07/2023,880.00,,,,
97349615,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,31/07/2023,792.96,,,,
97349519,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN25,31/07/2023,510.49,,,,
97349586,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN1 ,31/07/2023,"2,684.73",,,,
97349555,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN3 ,31/07/2023,660.74,,,,
97349718,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN25,31/07/2023,"2,481.60",,,,
97349688,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,31/07/2023,707.37,,,,
97349617,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,31/07/2023,778.71,,,,
97349618,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,31/07/2023,537.66,,,,
93406485,Social Care,"Children, Families and Community Health Services",Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN5 ,03/07/2023,811.10,,,,
93406316,Social Care,"Children, Families and Community Health Services",Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN5 ,03/07/2023,657.24,,,,
97607250,Social Care,"Children, Families and Community Health Services",Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN5 ,31/07/2023,657.24,,,,
93406315,Social Care,"Children, Families and Community Health Services",Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN5 ,03/07/2023,657.24,,,,
97607416,Social Care,"Children, Families and Community Health Services",Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN5 ,31/07/2023,811.10,,,,
95559407,Social Care,"Children, Families and Community Health Services",Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN5 ,17/07/2023,811.10,,,,
95559241,Social Care,"Children, Families and Community Health Services",Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN5 ,17/07/2023,657.24,,,,
97349473,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Other,REDACTED PERSONAL DATA,SN25,31/07/2023,728.44,,,,
97349472,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN25,31/07/2023,"1,061.05",,,,
97349657,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Carers,REDACTED PERSONAL DATA,SP11,31/07/2023,565.89,,,,
96744373,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN1 ,26/07/2023,600.00,,,,
96744372,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN1 ,26/07/2023,600.00,,,,
97349583,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN3 ,31/07/2023,856.92,,,,
96744253,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,BS9 ,26/07/2023,650.00,,,,
93391233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN25,03/07/2023,427.43,,,,
97471233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN25,31/07/2023,251.43,,,,
95467287,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN25,17/07/2023,352.00,,,,
95467287,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,SN25,17/07/2023,216.00,,,,
97471233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,SN25,31/07/2023,216.00,,,,
93391233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Birthday Payment,REDACTED PERSONAL DATA,SN25,03/07/2023,176.00,,,,
97471233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN25,31/07/2023,171.43,,,,
93391233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,SN25,03/07/2023,262.29,,,,
97349425,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,31/07/2023,"1,093.46",,,,
97349242,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Carers,REDACTED PERSONAL DATA,SP11,31/07/2023,565.89,,,,
97349451,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,31/07/2023,"3,086.51",,,,
96744325,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN4 ,26/07/2023,850.00,,,,
97349589,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN2 ,31/07/2023,"2,018.34",,,,
97349596,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Carers,REDACTED PERSONAL DATA,SP11,31/07/2023,851.06,,,,
97349319,Physical Support,Adults,Physical Support 65 and over,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,31/07/2023,553.03,,,,
95467245,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Qualified,REDACTED PERSONAL DATA,SN3 ,17/07/2023,260.00,,,,
93349233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Qualified,REDACTED PERSONAL DATA,SN3 ,03/07/2023,260.00,,,,
97431233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Qualified,REDACTED PERSONAL DATA,SN3 ,31/07/2023,260.00,,,,
93349233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,03/07/2023,536.00,,,,
97431233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,31/07/2023,382.86,,,,
95467245,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,17/07/2023,536.00,,,,
97431233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,31/07/2023,171.43,,,,
97349636,Physical Support,Adults,Physical Support 65 and over,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,31/07/2023,"1,310.53",,,,
97452233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,31/07/2023,382.86,,,,
93372233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,03/07/2023,536.00,,,,
95467269,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Holiday Payment,REDACTED PERSONAL DATA,SN3 ,17/07/2023,-1.00,,,,
93372233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,03/07/2023,506.00,,,,
93372233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,SN3 ,03/07/2023,216.00,,,,
95467269,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,17/07/2023,536.00,,,,
95467269,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,SN3 ,17/07/2023,216.00,,,,
97452233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,31/07/2023,171.43,,,,
93372233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Holiday Payment,REDACTED PERSONAL DATA,SN3 ,03/07/2023,-1.00,,,,
97452233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,31/07/2023,361.43,,,,
97452233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Holiday Payment,REDACTED PERSONAL DATA,SN3 ,31/07/2023,-1.00,,,,
97452233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,SN3 ,31/07/2023,216.00,,,,
95467269,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,17/07/2023,506.00,,,,
97349408,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN3 ,31/07/2023,"2,335.87",,,,
97425233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN1 ,31/07/2023,382.86,,,,
95467239,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN1 ,17/07/2023,536.00,,,,
97425233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN1 ,31/07/2023,171.43,,,,
97425233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Qualified,REDACTED PERSONAL DATA,SN1 ,31/07/2023,260.00,,,,
93342233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Qualified,REDACTED PERSONAL DATA,SN1 ,03/07/2023,260.00,,,,
93342233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN1 ,03/07/2023,536.00,,,,
97425233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Birthday Payment,REDACTED PERSONAL DATA,SN1 ,31/07/2023,300.00,,,,
95467239,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Qualified,REDACTED PERSONAL DATA,SN1 ,17/07/2023,260.00,,,,
97472233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,31/07/2023,361.43,,,,
97472233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,31/07/2023,234.29,,,,
95467288,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,17/07/2023,328.00,,,,
93393233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,03/07/2023,328.00,,,,
95467288,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,17/07/2023,506.00,,,,
93393233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,03/07/2023,506.00,,,,
97472233,Social Care,"Children, Families and Community Health Services",Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN3 ,31/07/2023,171.43,,,,
97349307,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN1 ,31/07/2023,"2,369.20",,,,
