Authority,Service Area,Description,Supplier,Payment,Amount
Bolton MBC,Children's Services,Contracted Services,Bolton Carers Support,06-Jul-23,"£7,803.00"
Bolton MBC,Children's Services,Contracted Services,Bolton Carers Support,06-Jul-23,"£4,881.75"
Bolton MBC,Children's Services,Contracted Services,Bolton Carers Support,06-Jul-23,"£12,875.00"
Bolton MBC,Children's Services,Carer Additional Costs,Bolton School Limited,19-Jul-23,"£2,044.80"
Bolton MBC,Children's Services,Operational Equipment Purchase,Bolton Together,10-Jul-23,£940.80
Bolton MBC,Children's Services,Vol Assoc Grants - General,Bright Futures Care Limited,01-Jul-23,"£38,705.36"
Bolton MBC,Children's Services,Operational Equipment Purchase,BT plc#NOT GLOBAL SERVICES,01-Jul-23,£558.91
Bolton MBC,Children's Services,Clients - Taxi Fares,Bux Travel,31-Jul-23,"£2,925.00"
Bolton MBC,Children's Services,Clients - Taxi Fares,Bux Travel,01-Jul-23,"£3,900.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Cambian Childcare Limited,01-Jul-23,"£26,350.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Capstone Foster Care (North) Limited,01-Jul-23,"£8,528.70"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Capstone Foster Care (North) Limited,01-Jul-23,"£6,753.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Capstone Foster Care (North) Limited,01-Jul-23,"£8,812.99"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Capstone Foster Care (North) Limited,01-Jul-23,"£6,978.10"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Capstone Foster Care (North) Limited,01-Jul-23,"£4,201.43"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Care 4 Every Child Limited,01-Jul-23,"£23,141.73"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Care 4 Every Child Limited,01-Jul-23,"£23,141.73"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Care 4 Every Child Limited,01-Jul-23,"£22,395.03"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Care 4 Every Child Limited,01-Jul-23,"£22,395.03"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Care Today Childrens Services,01-Jul-23,"£14,906.53"
Bolton MBC,Children's Services,Inter Agency Fees,Caritas Care Ltd,01-Jul-23,"£2,142.90"
Bolton MBC,Children's Services,Inter Agency Fees,Caritas Care Ltd,01-Jul-23,"£2,142.90"
Bolton MBC,Children's Services,Other Fees,Caritas Care Ltd,01-Jul-23,"£2,970.75"
Bolton MBC,Children's Services,Legal Fees,Central Chambers Manchester,05-Jul-23,£650.00
Bolton MBC,Children's Services,Legal Fees,Central Chambers Manchester,06-Jul-23,£700.00
Bolton MBC,Children's Services,Legal Fees,Central Chambers Manchester,01-Jul-23,£700.00
Bolton MBC,Children's Services,Legal Fees,Central Chambers Manchester,17-Jul-23,£750.00
Bolton MBC,Children's Services,Legal Fees,Central Chambers Manchester,01-Jul-23,£650.00
Bolton MBC,Children's Services,Legal Fees,Central Chambers Manchester,11-Jul-23,£850.00
Bolton MBC,Children's Services,Legal Fees,Central Chambers Manchester,11-Jul-23,£750.00
Bolton MBC,Children's Services,Legal Fees,Central Chambers Manchester,14-Jul-23,£800.00
Bolton MBC,Children's Services,Legal Fees,Central Chambers Manchester,01-Jul-23,£650.00
Bolton MBC,Children's Services,Vol Assoc Grants - General,CFS Care Limited,01-Jul-23,"£2,135.57"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Changes Support Limited,10-Jul-23,"£8,096.92"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Changes Support Limited,19-Jul-23,"£4,796.31"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Changes Support Limited,01-Jul-23,"£2,192.14"
Bolton MBC,Children's Services,Operational Equipment Purchase,Chess Cybersecurity Limited,01-Jul-23,£957.76
Bolton MBC,Children's Services,Contracted Services,Child Action Northwest,01-Jul-23,"£3,994.93"
Bolton MBC,Children's Services,Other Fees,Chorley New Road Primary Academy,10-Jul-23,£600.00
Bolton MBC,Children's Services,Panel Attendance Allowance,Chris Dennison Consulting Limited,03-Jul-23,£900.00
Bolton MBC,Children's Services,Operational Equipment Purchase,Citywall,01-Jul-23,"£6,750.00"
Bolton MBC,Children's Services,Clients - Taxi Fares,CK Minibuses,31-Jul-23,"£1,950.00"
Bolton MBC,Children's Services,Clients - Taxi Fares,CK Minibuses,01-Jul-23,"£2,600.00"
Bolton MBC,Children's Services,Staff Subsistence Expenses,Click Travel Limited,19-Jul-23,"£1,765.40"
Bolton MBC,Children's Services,Staff Subsistence Expenses,Click Travel Limited,19-Jul-23,"£5,799.81"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Common Thread Limited,01-Jul-23,"£21,594.96"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Companion Support Services Limited,01-Jul-23,"£12,010.22"
Bolton MBC,Children's Services,Other Recruitment Expenditure,Compass Career Opportunities Limited,01-Jul-23,"£3,300.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Compass Fostering North Limited,01-Jul-23,"£4,000.80"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Compass Fostering North Limited,01-Jul-23,"£5,955.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Compass Fostering North Limited,01-Jul-23,"£12,393.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Compass Fostering North Limited,01-Jul-23,"£3,908.70"
Bolton MBC,Children's Services,Contracted Services,ComputerXplorers Bolton & Wigan#Sim Tech Education Limited,01-Jul-23,"£21,969.60"
Bolton MBC,Children's Services,Agency Staff - Other,Connex Education Partnership Limited,01-Jul-23,£713.80
Bolton MBC,Children's Services,Agency Staff - Other,Connex Education Partnership Limited,07-Jul-23,£713.80
Bolton MBC,Children's Services,Agency Staff - Other,Connex Education Partnership Limited,14-Jul-23,£713.80
Bolton MBC,Children's Services,Agency Staff - Other,Connex Education Partnership Limited,28-Jul-23,£713.80
Bolton MBC,Children's Services,Training Exps Tuition Fees,Consilient Consulting Limited (Lawson Thinking),10-Jul-23,£989.50
Bolton MBC,Children's Services,Vol Assoc Grants - General,Continuum Support Care Services Limited,11-Jul-23,"£25,071.30"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Continuum Support Care Services Limited,11-Jul-23,"£14,511.30"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Continuum Support Care Services Limited,11-Jul-23,"£14,082.60"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Cora Foundation,01-Jul-23,"£18,283.36"
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£819.32
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£776.81
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£551.81
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£857.06
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£558.36
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,"£1,341.28"
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£838.24
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£994.80
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£653.90
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£593.43
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£501.04
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,"£1,038.20"
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£594.18
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£588.98
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£578.64
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£646.87
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£538.95
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,"£1,698.41"
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,"£1,544.64"
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,"£1,536.00"
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,"£1,529.23"
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£849.48
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£716.41
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£685.05
Bolton MBC,Children's Services,Gas - General,Corona Energy Limited,01-Jul-23,£651.15
Bolton MBC,Children's Services,Vol Assoc Grants - General,Cumbrian Outbound Limited,02-Jul-23,"£13,250.00"
Bolton MBC,Children's Services,Other Clients Services,D C S Cleaning Services#D C S Extreme Cleaning Services Limited,03-Jul-23,£684.00
Bolton MBC,Children's Services,Contracted Services,Darby Pell Music Tuition,01-Jul-23,"£1,521.00"
Bolton MBC,Children's Services,Contracted Services,Darby Pell Music Tuition,19-Jul-23,"£1,035.25"
Bolton MBC,Children's Services,Clients - Taxi Fares,Daubhill Mini Bus,31-Jul-23,"£1,725.00"
Bolton MBC,Children's Services,Clients - Taxi Fares,Daubhill Mini Bus,01-Jul-23,"£2,300.00"
Bolton MBC,Children's Services,Room Hire,DBS Solutions North West Limited,14-Jul-23,"£1,042.00"
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,11-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,01-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,01-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,01-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,01-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,01-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,01-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,10-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,11-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,18-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,24-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,01-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,01-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,01-Jul-23,£600.00
Bolton MBC,Children's Services,Contracted Services,ECM Education Consultants Ltd,01-Jul-23,"£1,200.00"
Bolton MBC,Children's Services,Contracted Services,Ellanday Nurseries Limited,22-Jul-23,"£1,600.00"
Bolton MBC,Children's Services,Carer Equipment,EPS Supplies Ltd,20-Jul-23,£629.79
Bolton MBC,Children's Services,Carer Equipment,EPS Supplies Ltd,20-Jul-23,£597.41
Bolton MBC,Children's Services,Other Fees,Essa Academy,05-Jul-23,"£1,500.00"
Bolton MBC,Children's Services,Clients - Taxi Fares,Express Travels (Bolton) Ltd,31-Jul-23,"£3,335.00"
Bolton MBC,Children's Services,Clients - Taxi Fares,Express Travels (Bolton) Ltd,01-Jul-23,"£4,585.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Family Beginnings,01-Jul-23,"£10,713.50"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Family Beginnings,01-Jul-23,"£16,285.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Family Beginnings,01-Jul-23,"£25,714.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Family Beginnings,01-Jul-23,"£26,572.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Family Beginnings,01-Jul-23,"£7,713.50"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Family Beginnings,07-Jul-23,"£1,321.59"
Bolton MBC,Children's Services,Legal Fees,Forensic Testing Service Ltd,01-Jul-23,"£2,371.90"
Bolton MBC,Children's Services,Legal Fees,Forensic Testing Service Ltd,01-Jul-23,£520.48
Bolton MBC,Children's Services,Contracted Services,Fortalice Limited,01-Jul-23,"£7,201.25"
Bolton MBC,Children's Services,Contracted Services,Fortalice Limited,25-Jul-23,"£7,201.25"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Foster Care Associates Limited,01-Jul-23,"£3,850.20"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Foster Care Associates Limited,01-Jul-23,"£4,839.17"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Foster Care Associates Limited,01-Jul-23,"£7,013.44"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Foster Care Associates Limited,01-Jul-23,"£4,839.17"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Foster Care Associates Limited,01-Jul-23,"£3,850.20"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Foster Care Associates Limited,01-Jul-23,"£4,793.28"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Foster Care Associates Limited,01-Jul-23,"£6,787.20"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Foster Care Associates Limited,13-Jul-23,"£7,013.44"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Foster Care Associates Limited,13-Jul-23,"£4,793.28"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Foster Care Associates Limited,13-Jul-23,"£4,557.28"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Changes Life,11-Jul-23,"£4,007.99"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Limited,01-Jul-23,"£3,966.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Limited,01-Jul-23,"£3,966.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Limited,01-Jul-23,"£4,046.70"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering People Limited,13-Jul-23,"£3,813.60"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£6,093.36"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,549.72"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£5,702.14"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,461.99"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,485.55"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,036.36"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£2,972.47"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,407.71"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,346.05"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,£801.55
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,435.21"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£5,518.20"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,709.28"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£2,938.41"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,373.11"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£2,876.58"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,297.78"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,238.11"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,832.92"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£5,702.14"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,036.36"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,485.55"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,407.71"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£3,346.05"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£1,150.63"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Fostering Solutions Ltd#2,01-Jul-23,"£2,050.80"
Bolton MBC,Children's Services,Clients - Taxi Fares,Friends Transport,31-Jul-23,"£1,575.00"
Bolton MBC,Children's Services,Clients - Taxi Fares,Friends Transport,01-Jul-23,"£1,515.00"
Bolton MBC,Children's Services,Computer Software Licences,Frontline Data Limited,03-Jul-23,"£15,490.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Future Focused Limited T/A Future Focused Care,09-Jul-23,"£21,677.99"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Future Focused Limited T/A Future Focused Care,09-Jul-23,"£21,677.99"
Bolton MBC,Children's Services,Private Contracted Services,Gateway Outsource Solutions Limited,07-Jul-23,£630.00
Bolton MBC,Children's Services,Private Contracted Services,Gateway Outsource Solutions Limited,14-Jul-23,£700.00
Bolton MBC,Children's Services,Private Contracted Services,Gateway Outsource Solutions Limited,01-Jul-23,£700.00
Bolton MBC,Children's Services,Contracted Services,G-Map Services Ltd,01-Jul-23,"£3,325.00"
Bolton MBC,Children's Services,Operational Equipment Purchase,G-Map Services Ltd,01-Jul-23,"£1,995.00"
Bolton MBC,Children's Services,Other Fees,GNS Inspire Limited,05-Jul-23,"£1,800.00"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Grace Hospital 2 Home Limited#GRACE247CARE,05-Jul-23,"£25,574.21"
Bolton MBC,Children's Services,Fees/Expenses Schools,Great Academies Education Trust,10-Jul-23,£650.00
Bolton MBC,Children's Services,Vol Assoc Grants - General,Great Places Housing Association,01-Jul-23,"£1,347.20"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Great Places Housing Association,01-Jul-23,"£1,194.40"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Great Places Housing Association,01-Jul-23,£597.20
Bolton MBC,Children's Services,Vol Assoc Grants - General,Great Places Housing Association,01-Jul-23,"£1,347.20"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Great Places Housing Association,01-Jul-23,"£1,194.40"
Bolton MBC,Children's Services,Vol Assoc Grants - General,Great Places Housing Association,01-Jul-23,"£1,493.00"
