Directorate,PROCESSING DATE,MERCHANT NAME,GROSS AMOUNT,MERCHANT CATEGORY CODE DESCRIPTION
Derby Homes,11/04/2023,PREMIER INN,-380.95,PREMIER INN
Derby Homes,19/04/2023,KINGS HIGHWAY,448.20,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,21/04/2023,TRAVELODGE,47.11,TRAVELODGE
Derby Homes,24/04/2023,PREMIER INN,692.00,PREMIER INN
Derby Homes,24/04/2023,PREMIER INN,312.00,PREMIER INN
Derby Homes,24/04/2023,PREMIER INN,39.96,PREMIER INN
Derby Homes,24/04/2023,THE GEORGIAN HOUSE HOT,525.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,24/04/2023,PREMIER INN,756.00,PREMIER INN
Derby Homes,25/04/2023,IBIS HOTEL - DERBY,496.30,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,26/04/2023,LEONARDO HTL DERBY ECO,324.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,27/04/2023,LEONARDO HTL DERBY ECO,-324.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,28/04/2023,IBIS HOTEL - DERBY,868.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,28/04/2023,TRAVELODGE,"1,111.65",TRAVELODGE
Derby Homes,02/05/2023,HOLIDAY INNS,98.99,HOLIDAY INNS
Derby Homes,02/05/2023,IBIS HOTEL - DERBY,70.90,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,02/05/2023,KINGS HIGHWAY,-448.20,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,03/05/2023,IBIS HOTEL - DERBY,£596.30,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,03/05/2023,THE GEORGIAN HOUSE HOT,£500.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,04/05/2023,HOTEL IBIS,£594.00,HOTEL IBIS
Derby Homes,04/05/2023,TRAVELODGE,£856.65,TRAVELODGE
Derby Homes,05/05/2023,IBIS HOTEL - DERBY,£100.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,05/05/2023,PREMIER INN,£540.94,PREMIER INN
Derby Homes,09/05/2023,PREMIER INN,£676.93,PREMIER INN
Derby Homes,09/05/2023,PREMIER INN,"£1,423.79",PREMIER INN
Derby Homes,09/05/2023,PREMIER INN,£273.00,PREMIER INN
Derby Homes,09/05/2023,PREMIER INN,£318.96,PREMIER INN
Derby Homes,09/05/2023,KINGS HIGHWAY,£213.48,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,09/05/2023,PREMIER INN,£495.94,PREMIER INN
Derby Homes,09/05/2023,KINGS HIGHWAY,£213.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,09/05/2023,PREMIER INN,£487.00,PREMIER INN
Derby Homes,12/05/2023,PREMIER INN,£677.93,PREMIER INN
Derby Homes,12/05/2023,PREMIER INN,£540.00,PREMIER INN
Derby Homes,12/05/2023,PREMIER INN,"£1,485.79",PREMIER INN
Derby Homes,15/05/2023,PREMIER INN,-£518.94,PREMIER INN
Derby Homes,17/05/2023,TRAVELODGE,£45.88,TRAVELODGE
Derby Homes,22/05/2023,THE GEORGIAN HOUSE HO,£400.00,"EATING PLACES, RESTAURANTS"
Derby Homes,23/05/2023,TRAVELODGE,£64.23,TRAVELODGE
Derby Homes,23/05/2023,THE GEORGIAN HOUSE HO,"£1,110.00","EATING PLACES, RESTAURANTS"
Derby Homes,24/05/2023,T Q HOTELS LIMITED,£350.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,24/05/2023,TRAVELODGE,£187.64,TRAVELODGE
Derby Homes,24/05/2023,TRAVELODGE,"£1,030.05",TRAVELODGE
Derby Homes,26/05/2023,IBIS HOTEL - DERBY,£496.30,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,26/05/2023,TRAVELODGE,£572.93,TRAVELODGE
Derby Homes,26/05/2023,LEONARDO HTL DERBY FRO,£927.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,26/05/2023,BEECHWOOD PARK,£840.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,26/05/2023,BLUE JAY,£144.44,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,26/05/2023,KINGS HIGHWAY,£459.25,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,30/05/2023,IBIS HOTEL - DERBY,£558.60,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,31/05/2023,HOLIDAY INNS,£790.93,HOLIDAY INNS
Derby Homes,01/06/2023,KINGS HIGHWAY,£504.15,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,01/06/2023,BLUE JAY,£633.49,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,02/06/2023,EASTWOOD HALL,£50.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,02/06/2023,PREMIER INN,£627.93,PREMIER INN
Derby Homes,05/06/2023,IBIS HOTEL - DERBY,£115.08,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,05/06/2023,EASTWOOD HALL,£267.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,05/06/2023,IBIS HOTEL - DERBY,£115.08,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,05/06/2023,KINGS HIGHWAY,£206.71,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,05/06/2023,PREMIER INN,£332.00,PREMIER INN
Derby Homes,06/06/2023,TRAVELODGE,£628.75,TRAVELODGE
Derby Homes,06/06/2023,THE GEORGIAN HOUSE HO,£405.00,"EATING PLACES, RESTAURANTS"
Derby Homes,06/06/2023,TRAVELODGE,"£1,154.51",TRAVELODGE
Derby Homes,06/06/2023,HOLIDAY INNS,£477.00,HOLIDAY INNS
Derby Homes,06/06/2023,IBIS HOTEL - DERBY,£575.40,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,07/06/2023,TRAVELODGE,£506.79,TRAVELODGE
Derby Homes,07/06/2023,IBIS HOTEL - DERBY,£892.60,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,07/06/2023,HOLIDAY INNS,£785.43,HOLIDAY INNS
Derby Homes,07/06/2023,HOLIDAY INNS,£164.99,HOLIDAY INNS
Derby Homes,07/06/2023,KINGS HIGHWAY,-£459.25,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,07/06/2023,EASTWOOD HALL,£109.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,09/06/2023,THE GEORGIAN HOUSE HO,£995.00,"EATING PLACES, RESTAURANTS"
Derby Homes,09/06/2023,TRAVELODGE,£517.06,TRAVELODGE
Derby Homes,09/06/2023,T Q HOTELS LIMITED,£350.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,12/06/2023,TRAVELODGE,"£1,238.13",TRAVELODGE
Derby Homes,15/06/2023,TRAVELODGE,£518.08,TRAVELODGE
Derby Homes,29/06/2023,HOLIDAY INNS,"£1,058.93",HOLIDAY INNS
Derby Homes,29/06/2023,HOLIDAY INNS,"£1,103.93",HOLIDAY INNS
Derby Homes,29/06/2023,TRAVELODGE,£563.47,TRAVELODGE
Derby Homes,03/07/2023,THE GEORGIAN HOUSE HO,£875.00,"EATING PLACES, RESTAURANTS"
Derby Homes,03/07/2023,T Q HOTELS LIMITED,£500.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
People Services,17/04/2023,ASDA SUPERSTORE,85.87,"GROCERY STORES, SUPERMARKETS"
People Services,17/04/2023,CENTRAL ENG COOP,1.65,"GROCERY STORES, SUPERMARKETS"
People Services,17/04/2023,CENTRAL ENG COOP,2.00,"GROCERY STORES, SUPERMARKETS"
Corporate Resources,18/05/2023,WWW.ARGOS.CO.UK,£163.95,DEPARTMENT STORES
Corporate Resources,18/05/2023,ASDA GEORGE COM LEEDS,£192.50,"GROCERY STORES, SUPERMARKETS"
Corporate Resources,19/05/2023,SILLY SIDS,£170.00,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)"
Corporate Resources,19/05/2023,ASDA GEORGE COM LEEDS,-£4.50,"GROCERY STORES, SUPERMARKETS"
Corporate Resources,09/06/2023,IKEA LTD SHOP ONLINE,£86.00,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)"
Corporate Resources,09/06/2023,WWW.ARGOS.CO.UK,£91.95,DEPARTMENT STORES
Corporate Resources,13/06/2023,SILLY SIDS,£120.00,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)"
Corporate Resources,16/06/2023,SILLY SIDS,£90.00,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)"
Corporate Resources,19/06/2023,SILLY SIDS,£90.00,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)"
Corporate Resources,19/06/2023,PAYPAL  ARGOSDIRECT,£260.00,VARIETY STORES
Corporate Resources,19/06/2023,PAYPAL  ARGOSDIRECT,£99.95,VARIETY STORES
People Services,04/04/2023,ASDA GROCERIES ONLINE,64.98,"GROCERY STORES, SUPERMARKETS"
People Services,04/04/2023,ASDA GROCERIES ONLINE,-3.77,"GROCERY STORES, SUPERMARKETS"
People Services,06/04/2023,ASDA SUPERSTORE,14.20,"GROCERY STORES, SUPERMARKETS"
People Services,13/04/2023,HOLLYWOOD BOWL,18.48,"CLUBS-CNTRY,MBRSHIP(ATHLET,REC,SPRTS,PRIVATE GOLF"
People Services,14/04/2023,ASDA GROCERIES ONLINE,-1.60,"GROCERY STORES, SUPERMARKETS"
People Services,14/04/2023,WM MORRISONS STORE,20.00,"GROCERY STORES, SUPERMARKETS"
People Services,14/04/2023,ASDA GROCERIES ONLINE,110.20,"GROCERY STORES, SUPERMARKETS"
People Services,14/04/2023,ALDI,22.23,"GROCERY STORES, SUPERMARKETS"
People Services,14/04/2023,ASDA GROCERIES ONLINE,-6.40,"GROCERY STORES, SUPERMARKETS"
People Services,14/04/2023,WM MORRISONS STORE,10.98,"GROCERY STORES, SUPERMARKETS"
People Services,17/04/2023,ASDA GROCERIES ONLINE,62.25,"GROCERY STORES, SUPERMARKETS"
People Services,17/04/2023,ASDA SUPERSTORE,13.34,"GROCERY STORES, SUPERMARKETS"
People Services,18/04/2023,ASDA GROCERIES ONLINE,125.50,"GROCERY STORES, SUPERMARKETS"
People Services,18/04/2023,ASDA GROCERIES ONLINE,-4.50,"GROCERY STORES, SUPERMARKETS"
People Services,19/04/2023,ASDA SUPERSTORE,10.15,"GROCERY STORES, SUPERMARKETS"
People Services,19/04/2023,LIDL GB CHADDESDEN,16.36,"GROCERY STORES, SUPERMARKETS"
People Services,20/04/2023,AMZNMKTPLACE AMAZON.CO,5.38,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,21/04/2023,ASDA GROCERIES ONLINE,99.79,"GROCERY STORES, SUPERMARKETS"
People Services,25/04/2023,ASDA GROCERIES ONLINE,83.64,"GROCERY STORES, SUPERMARKETS"
People Services,28/04/2023,ASDA GROCERIES ONLINE,.18,"GROCERY STORES, SUPERMARKETS"
People Services,28/04/2023,ASDA GROCERIES ONLINE,97.49,"GROCERY STORES, SUPERMARKETS"
People Services,02/05/2023,LIDL GB,7.08,"GROCERY STORES, SUPERMARKETS"
People Services,03/05/2023,AMZNMKTPLACE,£8.39,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,05/05/2023,ASDA GROCERIES ONLINE,£177.06,"GROCERY STORES, SUPERMARKETS"
People Services,05/05/2023,T J MORRIS LTD,£6.76,HARDWARE STORES
People Services,05/05/2023,SAINSBURYS S/MKTS,£12.70,"GROCERY STORES, SUPERMARKETS"
People Services,09/05/2023,SAINSBURYS S/MKTS,£25.96,"GROCERY STORES, SUPERMARKETS"
People Services,12/05/2023,ASDA GROCERIES ONLINE,£78.52,"GROCERY STORES, SUPERMARKETS"
People Services,12/05/2023,ASDA GROCERIES ONLINE,£5.62,"GROCERY STORES, SUPERMARKETS"
People Services,12/05/2023,ASDA GROCERIES ONLINE,£0.27,"GROCERY STORES, SUPERMARKETS"
People Services,15/05/2023,ASDA SUPERSTORE,£58.97,"GROCERY STORES, SUPERMARKETS"
People Services,15/05/2023,ASDA SUPERSTORE,£32.48,"GROCERY STORES, SUPERMARKETS"
People Services,15/05/2023,ASDA SUPERSTORE,£25.55,"GROCERY STORES, SUPERMARKETS"
People Services,15/05/2023,LIDL GB CHADDESDEN,£18.81,"GROCERY STORES, SUPERMARKETS"
People Services,19/05/2023,ASDA GROCERIES ONLINE,-£0.01,"GROCERY STORES, SUPERMARKETS"
People Services,19/05/2023,ASDA GROCERIES ONLINE,£100.92,"GROCERY STORES, SUPERMARKETS"
People Services,19/05/2023,AMAZON.CO.UK 7Y5CY91A5,£100.00,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
People Services,22/05/2023,AMZNMKTPLACE,£15.95,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,22/05/2023,AMZNMKTPLACE,£20.78,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,22/05/2023,ASDA SUPERSTORE,£39.60,"GROCERY STORES, SUPERMARKETS"
People Services,22/05/2023,ALDI,£12.50,"GROCERY STORES, SUPERMARKETS"
People Services,26/05/2023,ASDA GROCERIES ONLINE,-£0.05,"GROCERY STORES, SUPERMARKETS"
People Services,26/05/2023,ASDA GROCERIES ONLINE,£111.35,"GROCERY STORES, SUPERMARKETS"
People Services,26/05/2023,ASDA SUPERSTORE,£28.90,"GROCERY STORES, SUPERMARKETS"
People Services,02/06/2023,ASDA GROCERIES ONLINE,£97.52,"GROCERY STORES, SUPERMARKETS"
People Services,09/06/2023,ASDA GROCERIES ONLINE,£10.70,"GROCERY STORES, SUPERMARKETS"
People Services,09/06/2023,ASDA GROCERIES ONLINE,£99.66,"GROCERY STORES, SUPERMARKETS"
People Services,09/06/2023,WILKO RETAIL LIMITED,£13.35,SUNDRY GENERAL MERCHANDISE
People Services,12/06/2023,SAINSBURYS S/MKTS,£7.20,"GROCERY STORES, SUPERMARKETS"
People Services,12/06/2023,ICELAND,£12.25,"GROCERY STORES, SUPERMARKETS"
People Services,12/06/2023,ASDA SUPERSTORE,£35.83,"GROCERY STORES, SUPERMARKETS"
People Services,12/06/2023,ASDA GROCERIES ONLINE,£90.35,"GROCERY STORES, SUPERMARKETS"
People Services,12/06/2023,AMZNMKTPLACE AMAZON.CO,£12.50,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,12/06/2023,AMZNMKTPLACE AMAZON.CO,£19.17,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,16/06/2023,ASDA GROCERIES ONLINE,£98.84,"GROCERY STORES, SUPERMARKETS"
People Services,16/06/2023,ASDA SUPERSTORE,£20.95,"GROCERY STORES, SUPERMARKETS"
People Services,16/06/2023,ASDA GROCERIES ONLINE,-£6.90,"GROCERY STORES, SUPERMARKETS"
People Services,16/06/2023,ASDA GROCERIES ONLINE,£0.07,"GROCERY STORES, SUPERMARKETS"
People Services,19/06/2023,ASDA SUPERSTORE,£22.23,"GROCERY STORES, SUPERMARKETS"
People Services,23/06/2023,ASDA GROCERIES ONLINE,£12.00,"GROCERY STORES, SUPERMARKETS"
People Services,23/06/2023,WM MORRISONS STORE,£6.59,"GROCERY STORES, SUPERMARKETS"
People Services,23/06/2023,ASDA GROCERIES ONLINE,£149.70,"GROCERY STORES, SUPERMARKETS"
People Services,23/06/2023,ASDA SUPERSTORE,£7.00,"GROCERY STORES, SUPERMARKETS"
People Services,23/06/2023,LIDL GB CHADDESDEN,£26.40,"GROCERY STORES, SUPERMARKETS"
People Services,26/06/2023,ASDA SUPERSTORE,£33.60,"GROCERY STORES, SUPERMARKETS"
People Services,29/06/2023,AMZNMKTPLACE,£16.58,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,29/06/2023,AMAZON.CO.UK 4W3NQ69Y5,£19.57,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
People Services,29/06/2023,AMZNMKTPLACE,£25.38,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,30/06/2023,ASDA GROCERIES ONLINE,£17.79,"GROCERY STORES, SUPERMARKETS"
People Services,30/06/2023,ASDA GROCERIES ONLINE,£124.38,"GROCERY STORES, SUPERMARKETS"
People Services,30/06/2023,ASDA SUPERSTORE,£3.96,"GROCERY STORES, SUPERMARKETS"
People Services,30/06/2023,ASDA SUPERSTORE,£20.95,"GROCERY STORES, SUPERMARKETS"
People Services,03/07/2023,ASDA SUPERSTORE,£17.00,"GROCERY STORES, SUPERMARKETS"
People Services,19/04/2023,AMZNMKTPLACE,199.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,19/04/2023,DVLA DRIVER ONLINE,34.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,21/04/2023,AMZNMKTPLACE,58.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,21/04/2023,AMZNMKTPLACE,22.95,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,21/04/2023,AMZNMKTPLACE,59.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,24/04/2023,AMZNMKTPLACE,83.16,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,24/04/2023,AMZNMKTPLACE,92.10,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,24/04/2023,AMZNMKTPLACE,112.78,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,24/04/2023,AMZNMKTPLACE,21.95,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,25/04/2023,DRIVING LICENCE WEB,34.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,26/04/2023,AMZNMKTPLACE AMAZON.CO,17.84,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,27/04/2023,AMZNMKTPLACE,23.79,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,27/04/2023,AMZNMKTPLACE,7.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,27/04/2023,AMZNMKTPLACE,15.29,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,27/04/2023,AMZNMKTPLACE,6.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,03/05/2023,AMAZON.CO.UK RK01S56C5,£16.99,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
People Services,05/05/2023,AMZNMKTPLACE,£255.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,05/05/2023,AMZNMKTPLACE,£72.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,09/05/2023,AMZNMKTPLACE,£55.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,09/05/2023,AMZNMKTPLACE,£159.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,09/05/2023,AMZNMKTPLACE,£399.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,11/05/2023,AMZNMKTPLACE,£219.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,12/05/2023,AMZNMKTPLACE,£116.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,15/05/2023,AMAZON.CO.UK BT40I6505,£69.99,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
People Services,16/05/2023,AMZNMKTPLACE,£288.90,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,23/05/2023,AMAZON.CO.UK SA7FX8475,£15.00,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.
People Services,16/06/2023,AMZNMKTPLACE,£269.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,19/06/2023,AMZNMKTPLACE,£104.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,19/06/2023,AMZNMKTPLACE,£274.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,21/06/2023,AMZNMKTPLACE AMAZON.CO,£545.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,21/06/2023,AMZNMKTPLACE AMAZON.CO,£246.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,21/06/2023,AMZNMKTPLACE AMAZON.CO,£287.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,21/06/2023,AMZNMKTPLACE AMAZON.CO,£87.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,21/06/2023,AMZNMKTPLACE AMAZON.CO,£159.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,27/06/2023,AMZNMKTPLACE,£69.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,27/06/2023,AMZNMKTPLACE,£65.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,27/06/2023,AMZNMKTPLACE AMAZON.CO,-£87.00,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,27/06/2023,AMZNMKTPLACE AMAZON.CO,£14.98,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,28/06/2023,AMZNMKTPLACE,£118.58,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,29/06/2023,AMZNMKTPLACE,£50.61,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,29/06/2023,AMZNMKTPLACE,£43.92,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,29/06/2023,AMZNMKTPLACE,£52.75,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,29/06/2023,AMZNMKTPLACE AMAZON.CO,£219.39,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,29/06/2023,AMZNMKTPLACE,£129.90,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,30/06/2023,AMZNMKTPLACE,£14.99,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,30/06/2023,AMZNMKTPLACE,£11.50,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,30/06/2023,AMZNMKTPLACE,£14.91,MISCELLANEOUS AND SPECIALTY RETAIL STORES
People Services,05/04/2023,SHOWCASE DERBY,125.00,MOTION PICTURE THEATERS
People Services,05/04/2023,SHOWCASE DERBY,78.50,MOTION PICTURE THEATERS
People Services,06/04/2023,SHOWCASE DERBY,62.50,MOTION PICTURE THEATERS
People Services,12/04/2023,BCC CLEAN AIR ZONE,8.00,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED
People Services,14/04/2023,NANDOS DERBY,5.95,"EATING PLACES, RESTAURANTS"
People Services,20/04/2023,NATIONAL SPACE CENTRE,47.85,TOURIST ATTRACTIONS AND EXHIBITS
People Services,24/04/2023,ZETTLE_ TUBBYBEARS PLA,4.20,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED)
People Services,24/04/2023,ZETTLE_ TUBBYBEARS PLA,27.00,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED)
People Services,30/06/2023,PPOINT_ CHETS STORES L,£24.78,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
People Services,03/07/2023,MCDONALDS 564,£33.82,FAST FOOD RESTAURANTS
People Services,05/05/2023,WWW.ARGOS.CO.UK,£248.95,DEPARTMENT STORES
People Services,05/05/2023,WWW.ARGOS.CO.UK,£60.00,DEPARTMENT STORES
People Services,30/06/2023,TRAINLINE,£45.44,PASSENGER RAILWAYS
People Services,03/07/2023,ASDA GROCERIES ONLINE,£52.79,"GROCERY STORES, SUPERMARKETS"
Derby Homes,04/04/2023,TRAVELODGE,152.95,TRAVELODGE
Derby Homes,05/04/2023,TRAVELODGE,463.00,TRAVELODGE
Derby Homes,05/04/2023,TRAVELODGE,259.99,TRAVELODGE
Derby Homes,05/04/2023,LEONARDO HTL DERBY ECO,635.50,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,11/04/2023,PREMIER INN,533.93,PREMIER INN
Derby Homes,11/04/2023,BEECHWOOD PARK,"1,320.00","LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,11/04/2023,PREMIER INN,607.00,PREMIER INN
Derby Homes,12/04/2023,SUMUP   AMBER GUEST HO,245.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,12/04/2023,IBIS HOTEL - DERBY,475.30,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,12/04/2023,SUMUP   AMBER GUEST HO,210.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,12/04/2023,SUMUP   AMBER GUEST HO,245.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,12/04/2023,SUMUP   AMBER GUEST HO,225.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,12/04/2023,TRAVELODGE,377.32,TRAVELODGE
Derby Homes,12/04/2023,SUMUP   AMBER GUEST HO,105.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,13/04/2023,BEECHWOOD PARK,"1,320.00","LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,14/04/2023,IBIS HOTEL - DERBY,475.30,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,18/04/2023,THE GEORGIAN HOUSE HOT,910.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,18/04/2023,LEONARDO HTL DERBY FRO,835.50,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,18/04/2023,HOLIDAY INNS,791.93,HOLIDAY INNS
Derby Homes,18/04/2023,HOLIDAY INNS,522.94,HOLIDAY INNS
Derby Homes,18/04/2023,TRAVELODGE,442.60,TRAVELODGE
Derby Homes,19/04/2023,PREMIER INN,500.50,PREMIER INN
Derby Homes,20/04/2023,TRAVELODGE,497.61,TRAVELODGE
Derby Homes,21/04/2023,LEONARDO HTL DERBY ECO,670.50,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,21/04/2023,LEONARDO HTL DERBY ECO,854.50,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,24/04/2023,TRAVELODGE,721.06,TRAVELODGE
Derby Homes,25/04/2023,LEONARDO HTL DERBY ECO,888.50,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,25/04/2023,IBIS HOTEL - DERBY,-67.90,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,25/04/2023,LEONARDO HTL DERBY ECO,792.00,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED"
Derby Homes,26/04/2023,PREMIER INN,64.00,PREMIER INN
