Local Authority,Directorate,Service Area,Service Division,Expense Type,Supplier Name,Transaction Number,Payment Date,Expense Category,Invoice Value  £
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,ECONOMIC REGENERATION,REGENERATION,SERVICES,DURHAM WILDLIFE SERVICES,5122755010,23.08.2023,REVENUE,"1,080.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,ECONOMIC REGENERATION,REGENERATION,GROUNDS MAINTENANCE,MY CIVIL ENGINEERS LTD,5122763640,22.09.2023,REVENUE,"1,366.91"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,ECONOMIC REGENERATION,STRATEGIC & SUSTAINABLE PLANS,SERVICES,DURHAM WILDLIFE SERVICES,5122756710,25.08.2023,REVENUE,"4,595.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,ECONOMIC REGENERATION,STRATEGIC & SUSTAINABLE PLANS,SERVICES,DURHAM WILDLIFE SERVICES,5122756711,25.08.2023,REVENUE,"5,400.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122744863,04.07.2023,REVENUE,640.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122744864,04.07.2023,REVENUE,-640.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122744940,04.07.2023,REVENUE,640.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122745034,05.07.2023,REVENUE,"2,591.36"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122746174,07.07.2023,REVENUE,640.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,J T DOVE LTD,5122746450,07.07.2023,REVENUE,"1,262.08"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122746652,10.07.2023,REVENUE,640.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,"CLOTHING, UNIFORMS & LAUNDRY",THOMAS OWEN & SONS LTD,5122746646,12.07.2023,REVENUE,441.48
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122748181,14.07.2023,REVENUE,640.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122749229,17.07.2023,REVENUE,640.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122749451,18.07.2023,REVENUE,"1,920.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122749768,21.07.2023,REVENUE,"4,421.60"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JOHN DAVIDSON (PIPES) LTD,5122749766,21.07.2023,REVENUE,425.12
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,J T DOVE LTD,5122751245,25.07.2023,REVENUE,903.60
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,CID TRADING LTD (TRADING AS CID GROUP),5122751791,26.07.2023,REVENUE,"1,340.40"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,"CLOTHING, UNIFORMS & LAUNDRY",THOMAS OWEN & SONS LTD,5122751647,28.07.2023,REVENUE,459.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,"CLOTHING, UNIFORMS & LAUNDRY",THOMAS OWEN & SONS LTD,5122751645,28.07.2023,REVENUE,898.56
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JAMES BURRELL LTD,5122752854,31.07.2023,REVENUE,"4,002.99"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,FABRIKAT (NOTTINGHAM),5122752309,31.07.2023,REVENUE,"7,481.76"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,J T DOVE LTD,5122753190,01.08.2023,REVENUE,703.94
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,GROUNDSMAN TOOLS LTD,5122753486,02.08.2023,REVENUE,869.42
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122754363,09.08.2023,REVENUE,592.23
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JOBLING PURSER,5122755118,14.08.2023,REVENUE,775.20
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,CID TRADING LTD (TRADING AS CID GROUP),5122755230,15.08.2023,REVENUE,"1,616.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,J T DOVE LTD,5122755673,15.08.2023,REVENUE,910.48
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,"CLOTHING, UNIFORMS & LAUNDRY",THOMAS OWEN & SONS LTD,5122754969,15.08.2023,REVENUE,504.40
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,GROUNDSMAN TOOLS LTD,5122756108,16.08.2023,REVENUE,452.36
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,J T DOVE LTD,5122756263,17.08.2023,REVENUE,647.58
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JAMES BURRELL LTD,5122757091,21.08.2023,REVENUE,"2,404.53"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JAMES BURRELL LTD,5122757218,22.08.2023,REVENUE,"1,967.34"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,GROUNDSMAN TOOLS LTD,5122757156,23.08.2023,REVENUE,899.40
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,J T DOVE LTD,5122757949,25.08.2023,REVENUE,919.26
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122758106,25.08.2023,REVENUE,"2,560.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122758107,25.08.2023,REVENUE,"-2,560.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122758108,25.08.2023,REVENUE,"2,560.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,"CLOTHING, UNIFORMS & LAUNDRY",THOMAS OWEN & SONS LTD,5122758147,30.08.2023,REVENUE,435.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,J T DOVE LTD,5122759285,01.09.2023,REVENUE,"5,622.80"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122759166,04.09.2023,REVENUE,"1,017.80"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,J T DOVE LTD,5122759672,04.09.2023,REVENUE,540.40
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122759450,05.09.2023,REVENUE,"2,217.92"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,"CLOTHING, UNIFORMS & LAUNDRY",THOMAS OWEN & SONS LTD,5122759005,05.09.2023,REVENUE,"1,123.20"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JAMES BURRELL LTD,5122761448,12.09.2023,REVENUE,"4,080.41"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,CID TRADING LTD (TRADING AS CID GROUP),5122761257,13.09.2023,REVENUE,985.20
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,"CLOTHING, UNIFORMS & LAUNDRY",THOMAS OWEN & SONS LTD,5122761683,15.09.2023,REVENUE,967.44
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,"CLOTHING, UNIFORMS & LAUNDRY",THOMAS OWEN & SONS LTD,5122762010,15.09.2023,REVENUE,501.20
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,ARCO TYNE & WEAR LIMITED,5122763211,20.09.2023,REVENUE,541.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,J T DOVE LTD,5122763623,20.09.2023,REVENUE,"1,572.48"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122763983,21.09.2023,REVENUE,685.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,"CLOTHING, UNIFORMS & LAUNDRY",THOMAS OWEN & SONS LTD,5122754648,22.09.2023,REVENUE,"1,406.40"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,CID TRADING LTD (TRADING AS CID GROUP),5122764839,25.09.2023,REVENUE,672.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,MARSHALLS STREET FURNITURE,5122764979,26.09.2023,REVENUE,"5,251.60"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122766262,29.09.2023,REVENUE,685.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,HIGHWAYS AND TRANSPORT SERVICES,HIGHWAYS AND TRANSPORT SERVICES,EQUIPMENT/FURNITURE/MATERIALS, MARSHALLS MONO LTD,5122765747,29.09.2023,REVENUE,"2,441.44"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,LINT ENGINEERING LTD,5122740696,12.07.2023,REVENUE,"3,000.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122749467,18.07.2023,REVENUE,"1,040.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122751503,25.07.2023,REVENUE,440.40
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,HIGHWAYS LABORATORY,5122751208,26.07.2023,REVENUE,"1,380.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,OPERATIONAL COSTS,BLOOM PROCUREMENT SERVICES LTD,5122752791,31.07.2023,REVENUE,"7,927.88"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,PRIVATE CONTRACTORS,BALFOUR BEATTY LIVING PLACES,5122753543,02.08.2023,REVENUE,"2,048.31"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122754474,09.08.2023,REVENUE,"4,305.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122754479,09.08.2023,REVENUE,"5,987.52"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,OPERATIONAL COSTS,BLOOM PROCUREMENT SERVICES LTD,5122749407,15.08.2023,REVENUE,"5,987.52"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122756969,21.08.2023,REVENUE,455.08
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122756068,01.09.2023,REVENUE,"14,980.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122756069,01.09.2023,REVENUE,"16,242.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122759260,04.09.2023,REVENUE,"12,960.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122759261,04.09.2023,REVENUE,"9,599.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122759262,04.09.2023,REVENUE,"4,464.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122759431,04.09.2023,REVENUE,"17,704.50"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,HIGHWAYS LABORATORY,5122758939,05.09.2023,REVENUE,960.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,NORTH EAST TRAFFIC DATA COLLECT LTD,5122753357,07.09.2023,REVENUE,862.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122761516,11.09.2023,REVENUE,455.08
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122764458,22.09.2023,REVENUE,"14,098.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,SERVICES,CAPITA PROPERTY & INFRASTRUCTURE LTD,5122737816,15.08.2023,REVENUE,"5,429.60"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,SERVICES,CAPITA PROPERTY & INFRASTRUCTURE LTD,5122744187,15.08.2023,REVENUE,"3,071.75"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,PRIVATE CONTRACTORS,BALFOUR BEATTY LIVING PLACES,5122755936,22.08.2023,REVENUE,"7,637.74"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,"CLOTHING, UNIFORMS & LAUNDRY",KELTIC CLOTHING LIMITED,5122764638,22.09.2023,REVENUE,"2,257.40"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,SERVICES,SUNDERLAND YOUNG PEOPLE'S BIKE PROJECT,5122745437,04.07.2023,REVENUE,920.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,SERVICES,SUNDERLAND YOUNG PEOPLE'S BIKE PROJECT,5122748330,13.07.2023,REVENUE,720.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,SERVICES,SUNDERLAND YOUNG PEOPLE'S BIKE PROJECT,5122748327,14.07.2023,REVENUE,589.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,SERVICES,SUNDERLAND YOUNG PEOPLE'S BIKE PROJECT,5122750237,20.07.2023,REVENUE,880.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,SERVICES,SUNDERLAND YOUNG PEOPLE'S BIKE PROJECT,5122750238,20.07.2023,REVENUE,"1,000.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,SERVICES,SUNDERLAND YOUNG PEOPLE'S BIKE PROJECT,5122750494,21.07.2023,REVENUE,"1,440.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,SERVICES,SUNDERLAND YOUNG PEOPLE'S BIKE PROJECT,5122754171,07.08.2023,REVENUE,"1,080.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,TRANSPORTATION DEVELOPMENT,SERVICES,SUNDERLAND YOUNG PEOPLE'S BIKE PROJECT,5122754174,07.08.2023,REVENUE,960.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,ASSET & NETWORK MANAGEMENT,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122751981,26.07.2023,REVENUE,"1,596.97"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,ASSET & NETWORK MANAGEMENT,OTHER TRADING UNITS WITHIN LA,JACK COUPE & SONS LTD,5122751980,26.07.2023,REVENUE,"1,250.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,ASSET & NETWORK MANAGEMENT,EQUIPMENT/FURNITURE/MATERIALS,WEAR MINI MIX,5122754669,11.08.2023,REVENUE,570.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,ASSET & NETWORK MANAGEMENT,OTHER TRADING UNITS WITHIN LA,JACK COUPE & SONS LTD,5122756943,21.08.2023,REVENUE,"1,250.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,ASSET & NETWORK MANAGEMENT,OTHER TRADING UNITS WITHIN LA,JACK COUPE & SONS LTD,5122756944,21.08.2023,REVENUE,"1,250.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,ASSET & NETWORK MANAGEMENT,OTHER TRADING UNITS WITHIN LA,JACK COUPE & SONS LTD,5122757600,23.08.2023,REVENUE,"1,250.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,ASSET & NETWORK MANAGEMENT,OTHER TRADING UNITS WITHIN LA,JACK COUPE & SONS LTD,5122758447,29.08.2023,REVENUE,"1,250.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,ASSET & NETWORK MANAGEMENT,OTHER TRADING UNITS WITHIN LA,JACK COUPE & SONS LTD,5122762994,18.09.2023,REVENUE,750.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,ASSET & NETWORK MANAGEMENT,OTHER TRADING UNITS WITHIN LA,JACK COUPE & SONS LTD,5122765452,26.09.2023,REVENUE,"1,500.00"
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,EQUIPMENT/FURNITURE/MATERIALS,HIGHWAYS LABORATORY,5122743494,06.07.2023,REVENUE,660.00
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,INFRASTRUCTURE PLANNING & TRANSPORTATION,INFRASTRUCTURE & COMMERCIAL DESIGN,EQUIPMENT/FURNITURE/MATERIALS,HIGHWAYS LABORATORY,5122751209,28.07.2023,REVENUE,"1,807.00"
